UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11
0640111Y;BTS - Services - Commerce International;32211031215;335;Scolaire;16;32031215;32031215;FAUX;32211031215
0640111Y;BTS - Services - Comptabilité et gestion;32211031408;166;Scolaire;36;32031408;32031408;FAUX;32211031408
0640124M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;19;Apprentissage;19;32031212;32031212;FAUX;32211031212
0640130U;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;17;Apprentissage;16;32025001;32025001;FAUX;32211025001
0640130U;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;88;Scolaire;16;32025014;32025014;FAUX;32211025014
0640131V;BTS - Services - Analyses de biologie médicale;32211033109;482;Scolaire;30;32033109;32033109;FAUX;32211033109
0640131V;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;91;Apprentissage;20;32034502;32034502;FAUX;32211034502
0640131V;BTS - Services - Communication;32211032002;480;Scolaire;35;32032002;32032002;FAUX;32211032002
0640131V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;77;Apprentissage;20;32031408;32031408;FAUX;32211031408
0640131V;BTS - Services - Gestion de la PME;32211031409;218;Scolaire;30;32031409;32031409;FAUX;32211031409
0640131V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;72;Apprentissage;20;32031409;32031409;FAUX;32211031409
0640131V;BTS - Services - Professions immobilières - en apprentissage;32211031309;275;Apprentissage;25;32031309;32031309;FAUX;32211031309
0640131V;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;94;Apprentissage;20;32033002;32033002;FAUX;32211033002
0640131V;BTS - Services - Support à l'action managériale;32211032409;211;Scolaire;24;32032409;32032409;FAUX;32211032409
0640137B;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;246;Scolaire;35;32031212;32031212;FAUX;32211031212
0640176U;BTS - Services - Economie sociale familiale;32211033206;348;Scolaire;30;32033206;32033206;FAUX;32211033206
0640181Z;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;101;Scolaire;13;32020112;32020112;FAUX;32211020112
0640184C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;87;Apprentissage;30;32031212;32031212;FAUX;32211031212
0640187F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;91;Apprentissage;55;32031213;32031213;FAUX;32211031213
0640189H;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;19;Apprentissage;24;32033422;32033422;FAUX;32211033422
0640220S;BTS - Agricole - Aménagements paysagers;32212021401;367;Scolaire;27;32021401;32021401;FAUX;32212021401
0640220S;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;235;Scolaire;32;32021014;32021014;FAUX;32212021014
0640220S;BTS - Agricole - productions animales;32212021205;386;Scolaire;32;32021205;32021205;FAUX;32212021205
0640220S;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;8;Apprentissage;;32031204;32031204;FAUX;32212031204
0640254D;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;33;Apprentissage;16;32030001;32030001;FAUX;32212030001
0641409J;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;15;Apprentissage;12;32025001;32025001;FAUX;32211025001
0641409J;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;22;Apprentissage;20;32022316;32022316;FAUX;32211022316
0641409J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;31;Apprentissage;22;32025014;32025014;FAUX;32211025014
0641409J;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;33;Apprentissage;10;32020112;32020112;FAUX;32211020112
0641441U;BTS - Services - Economie sociale familiale;32211033206;252;Scolaire;32;32033206;32033206;FAUX;32211033206
0641441U;BTS - Services - Management Commercial Opérationnel;32211031213;319;Scolaire;35;32031213;32031213;FAUX;32211031213
0641535W;BTS - Agricole - Aménagements paysagers;32212021401;125;Scolaire;30;32021401;32021401;FAUX;32212021401
0641545G;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;83;Scolaire;29;32021014;32021014;FAUX;32212021014
0641545G;BTS - Agricole - Analyses agricoles biologiques et biotechnologiques;32212022111;234;Scolaire;16;32022111;32022111;FAUX;32212022111
0641545G;BTS - Agricole - Gestion et protection de la nature;32212021308;363;Scolaire;48;32021308;32021308;FAUX;32212021308
0641545G;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques;32212022113;49;Scolaire;16;32022113;32022113;FAUX;32212022113
0641545G;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;64;Scolaire;15;32031205;32031205;FAUX;32212031205
0641545G;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;32212031203;36;Scolaire;18;32031203;32031203;FAUX;32212031203
0641547J;BTS - Agricole - Aquaculture;32212021206;152;Scolaire;34;32021206;32021206;FAUX;32212021206
0641547J;BTS - Agricole - Gestion et protection de la nature;32212021308;337;Scolaire;34;32021308;32021308;FAUX;32212021308
0641642M;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;27;Apprentissage;25;32021014;32021014;FAUX;32212021014
0641664L;BTS - Production - Electrotechnique - en apprentissage;32211025520;25;Apprentissage;15;32025520;32025520;FAUX;32211025520
0641664L;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;32;Apprentissage;15;32025014;32025014;FAUX;32211025014
0641664L;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;23;Apprentissage;16;32025015;32025015;FAUX;32211025015
0641705F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;78;Apprentissage;15;32031212;32031212;FAUX;32211031212
0641732K;BTS - Services - Commerce International;32211031215;587;Scolaire;35;32031215;32031215;FAUX;32211031215
0641732K;BTS - Services - Comptabilité et gestion;32211031408;401;Scolaire;35;32031408;32031408;FAUX;32211031408
0641732K;BTS - Services - Management Commercial Opérationnel;32211031213;730;Scolaire;35;32031213;32031213;FAUX;32211031213
0641732K;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;329;Apprentissage;20;32031213;32031213;FAUX;32211031213
0641732K;BTS - Services - Services informatiques aux organisations;32211032612;731;Scolaire;32;32032612;32032612;FAUX;32211032612
0641752G;BTS - Agricole - Analyses agricoles biologiques et biotechnologiques - en apprentissage;32212022111;88;Apprentissage;36;32022111;32022111;FAUX;32212022111
0641752G;BTS - Agricole - productions animales - en apprentissage;32212021205;106;Apprentissage;36;32021205;32021205;FAUX;32212021205
0641752G;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;10;Apprentissage;25;32031205;32031205;FAUX;32212031205
0641772D;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;84;Apprentissage;25;32034502;32034502;FAUX;32211034502
0641779L;BTS - Production - Conception et industrialisation en microtechniques;32211025005;69;Scolaire;20;32025005;32025005;FAUX;32211025005
0641823J;BTS - Services - Management en hôtellerie restauration;32211033422;538;Scolaire;90;32033422;32033422;FAUX;32211033422
0641823J;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;119;Apprentissage;14;32033422;32033422;FAUX;32211033422
0641823J;BTS - Services - Tourisme;32211033426;918;Scolaire;34;32033426;32033426;FAUX;32211033426
0641839B;BTS - Production - Bioanalyses et contrôles;32211022207;503;Scolaire;30;32022207;32022207;FAUX;32211022207
0641934E;BTS - Services - Communication - en apprentissage;32211032002;137;Apprentissage;20;32032002;32032002;FAUX;32211032002
0641934E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;72;Apprentissage;30;32031409;32031409;FAUX;32211031409
0641934E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;156;Apprentissage;30;32031213;32031213;FAUX;32211031213
0641934E;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;168;Apprentissage;25;32031212;32031212;FAUX;32211031212
0641940L;BTS - Agricole - Agronomie : Productions végétales - en apprentissage;32212021113;79;Apprentissage;35;32021113;32021113;FAUX;32212021113
0641940L;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;32212022113;36;Apprentissage;25;32022113;32022113;FAUX;32212022113
0642098H;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;21;Apprentissage;15;32031408;32031408;FAUX;32211031408
0642098H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;37;Apprentissage;20;32031409;32031409;FAUX;32211031409
0642098H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;135;Apprentissage;50;32031213;32031213;FAUX;32211031213
0642098H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;125;Apprentissage;22;32031212;32031212;FAUX;32211031212
0642134X;BTS - Services - Tourisme - en apprentissage;32211033426;86;Apprentissage;15;32033426;32033426;FAUX;32211033426
0642154U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;42;Apprentissage;150;32031409;32031409;FAUX;32211031409
0642154U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;89;Apprentissage;150;32031213;32031213;FAUX;32211031213
0642154U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;79;Apprentissage;150;32031212;32031212;FAUX;32211031212
0650005C;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;103;Scolaire;24;32020111;32020111;FAUX;32211020111
0650005C;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;18;Apprentissage;2;32020111;32020111;FAUX;32211020111
0650014M;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;64;Apprentissage;21;32033422;32033422;FAUX;32211033422
0650026A;BTS - Services - Assurance - en apprentissage;32211031311;100;Apprentissage;16;32031311;32031311;FAUX;32211031311
0650026A;BTS - Services - Banque conseiller de clientèle;32211031310;408;Scolaire;18;32031310;32031310;FAUX;32211031310
0650026A;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;145;Apprentissage;4;32031310;32031310;FAUX;32211031310
0650026A;BTS - Services - Commerce International;32211031215;789;Scolaire;24;32031215;32031215;FAUX;32211031215
0650026A;BTS - Services - Commerce International - en apprentissage;32211031215;172;Apprentissage;4;32031215;32031215;FAUX;32211031215
0650026A;BTS - Services - Comptabilité et gestion;32211031408;593;Scolaire;24;32031408;32031408;FAUX;32211031408
0650026A;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;96;Apprentissage;8;32031408;32031408;FAUX;32211031408
0650026A;BTS - Services - Economie sociale familiale;32211033206;599;Scolaire;35;32033206;32033206;FAUX;32211033206
0650026A;BTS - Services - Gestion de la PME;32211031409;418;Scolaire;24;32031409;32031409;FAUX;32211031409
0650026A;BTS - Services - Gestion de la PME - en apprentissage;32211031409;92;Apprentissage;4;32031409;32031409;FAUX;32211031409
0650026A;BTS - Services - Professions immobilières - en apprentissage;32211031309;333;Apprentissage;15;32031309;32031309;FAUX;32211031309
0650026A;BTS - Services - Services informatiques aux organisations;32211032612;355;Scolaire;24;32032612;32032612;FAUX;32211032612
0650026A;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;77;Apprentissage;4;32032612;32032612;FAUX;32211032612
0650026A;BTS - Services - Support à l'action managériale;32211032409;167;Scolaire;18;32032409;32032409;FAUX;32211032409
0650026A;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;44;Apprentissage;4;32032409;32032409;FAUX;32211032409
0650026A;BTS - Services - Tourisme;32211033426;698;Scolaire;35;32033426;32033426;FAUX;32211033426
0650026A;BTS - Services - Tourisme - en apprentissage;32211033426;115;Apprentissage;4;32033426;32033426;FAUX;32211033426
0650027B;BTS - Production - Conception de produits industriels;32211020009;203;Scolaire;24;32020009;32020009;FAUX;32211020009
0650027B;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;25;Apprentissage;1;32020009;32020009;FAUX;32211020009
0650027B;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;157;Scolaire;24;32022316;32022316;FAUX;32211022316
0650027B;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;25;Apprentissage;2;32022316;32022316;FAUX;32211022316
0650027B;BTS - Production - Electrotechnique;32211025520;129;Scolaire;24;32025520;32025520;FAUX;32211025520
0650027B;BTS - Production - Electrotechnique - en apprentissage;32211025520;51;Apprentissage;2;32025520;32025520;FAUX;32211025520
0650027B;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;203;Scolaire;24;32025014;32025014;FAUX;32211025014
0650027B;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;52;Apprentissage;2;32025014;32025014;FAUX;32211025014
0650027B;BTS - Production - Traitement des matériaux;32211022310;196;Scolaire;24;32022310;32022310;FAUX;32211022310
0650027B;BTS - Production - Traitement des matériaux - en apprentissage;32211022310;13;Apprentissage;4;32022310;32022310;FAUX;32211022310
0650028C;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;53;Apprentissage;12;32022709;32022709;FAUX;32211022709
0650028C;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;29;Apprentissage;12;32025015;32025015;FAUX;32211025015
0650029D;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;209;Scolaire;18;32033606;32033606;FAUX;32211033606
0650029D;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;65;Apprentissage;2;32033606;32033606;FAUX;32211033606
0650038N;BTS - Services - Prothésiste dentaire;32211033110;381;Scolaire;12;32033110;32033110;FAUX;32211033110
0650038N;BTS - Services - Prothésiste dentaire - en apprentissage;32211033110;132;Apprentissage;1;32033110;32033110;FAUX;32211033110
0650058K;BTS - Services - Tourisme;32211033426;143;Scolaire;18;32033426;32033426;FAUX;32211033426
0650058K;BTS - Services - Tourisme - en apprentissage;32211033426;10;Apprentissage;2;32033426;32033426;FAUX;32211033426
0650065T;BTS - Production - Métiers de la chimie;32211022208;178;Scolaire;30;32022208;32022208;FAUX;32211022208
0650065T;BTS - Production - Métiers de la chimie - en apprentissage;32211022208;24;Apprentissage;2;32022208;32022208;FAUX;32211022208
0650065T;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;214;Scolaire;30;32020112;32020112;FAUX;32211020112
0650065T;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;24;Apprentissage;3;32020112;32020112;FAUX;32211020112
0650065T;BTS - Services - Collaborateur juriste notarial;32211034502;171;Scolaire;18;32034502;32034502;FAUX;32211034502
0650065T;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;46;Apprentissage;3;32034502;32034502;FAUX;32211034502
0650065T;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;56;Apprentissage;16;32031216;32031216;FAUX;32211031216
0650065T;BTS - Services - Gestion de la PME;32211031409;92;Scolaire;12;32031409;32031409;FAUX;32211031409
0650065T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;22;Apprentissage;6;32031409;32031409;FAUX;32211031409
0650065T;BTS - Services - Management Commercial Opérationnel;32211031213;157;Scolaire;35;32031213;32031213;FAUX;32211031213
0650065T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;56;Apprentissage;1;32031213;32031213;FAUX;32211031213
0650065T;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;99;Apprentissage;16;32034401;32034401;FAUX;32211034401
0650065T;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;226;Scolaire;24;32031212;32031212;FAUX;32211031212
0650065T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;51;Apprentissage;2;32031212;32031212;FAUX;32211031212
0650139Y;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;123;Scolaire;27;32021014;32021014;FAUX;32212021014
0650139Y;BTS - Agricole - Gestion et protection de la nature;32212021308;643;Scolaire;32;32021308;32021308;FAUX;32212021308
0650139Y;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois;32212031201;55;Scolaire;19;32031201;32031201;FAUX;32212031201
0650953H;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;11;Apprentissage;12;32025415;32025415;FAUX;32211025415
0651106Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;118;Apprentissage;5;32031213;32031213;FAUX;32211031213
0651106Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;125;Apprentissage;5;32031212;32031212;FAUX;32211031212
0651107A;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;110;Apprentissage;28;32021401;32021401;FAUX;32212021401
0651107A;BTS - Agricole - Production horticole - en apprentissage;32212021111;57;Apprentissage;20;32021111;32021111;FAUX;32212021111
0651115J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;28;Apprentissage;40;32031409;32031409;FAUX;32211031409
0651115J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;54;Apprentissage;40;32031213;32031213;FAUX;32211031213
0651115J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;65;Apprentissage;40;32031212;32031212;FAUX;32211031212
0660004W;BTS - Services - Gestion des transports et logistique associée;32211031103;363;Scolaire;24;32031103;32031103;FAUX;32211031103
0660004W;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;91;Apprentissage;20;32031103;32031103;FAUX;32211031103
0660004W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;81;Apprentissage;;32031213;32031213;FAUX;32211031213
0660010C;BTS - Services - Assurance - en apprentissage;32211031311;173;Apprentissage;;32031311;32031311;FAUX;32211031311
0660010C;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;306;Apprentissage;;32031310;32031310;FAUX;32211031310
0660010C;BTS - Services - Comptabilité et gestion;32211031408;358;Scolaire;36;32031408;32031408;FAUX;32211031408
0660010C;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;160;Apprentissage;15;32031408;32031408;FAUX;32211031408
0660010C;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;361;Scolaire;40;32031216;32031216;FAUX;32211031216
0660010C;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;159;Apprentissage;15;32031216;32031216;FAUX;32211031216
0660010C;BTS - Services - Professions immobilières - en apprentissage;32211031309;443;Apprentissage;;32031309;32031309;FAUX;32211031309
0660011D;BTS - Services - Economie sociale familiale;32211033206;593;Scolaire;35;32033206;32033206;FAUX;32211033206
0660011D;BTS - Services - Management Commercial Opérationnel;32211031213;824;Scolaire;35;32031213;32031213;FAUX;32211031213
0660011D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;441;Apprentissage;35;32031213;32031213;FAUX;32211031213
0660011D;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;766;Scolaire;35;32031212;32031212;FAUX;32211031212
0660011D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;482;Apprentissage;35;32031212;32031212;FAUX;32211031212
0660011D;BTS - Services - Services informatiques aux organisations;32211032612;428;Scolaire;32;32032612;32032612;FAUX;32211032612
0660011D;BTS - Services - Support à l'action managériale;32211032409;303;Scolaire;18;32032409;32032409;FAUX;32211032409
0660014G;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;170;Scolaire;24;32020111;32020111;FAUX;32211020111
0660014G;BTS - Production - Electrotechnique;32211025520;161;Scolaire;12;32025520;32025520;FAUX;32211025520
0660014G;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;82;Apprentissage;;32022710;32022710;FAUX;32211022710
0660014G;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;112;Apprentissage;;32025215;32025215;FAUX;32211025215
0660014G;BTS - Production - Systèmes numériques - Option électronique et communication;32211025516;154;Scolaire;12;32025516;32025516;FAUX;32211025516
0660014G;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;352;Scolaire;24;32020112;32020112;FAUX;32211020112
0660014G;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;506;Apprentissage;;32032329;32032329;FAUX;32211032329
0660021P;BTS - Production - Conception et industrialisation en microtechniques;32211025005;84;Scolaire;15;32025005;32025005;FAUX;32211025005
0660021P;BTS - Production - Conception et industrialisation en microtechniques - en apprentissage;32211025005;28;Apprentissage;12;32025005;32025005;FAUX;32211025005
0660026V;BTS - Production - Management économique de la construction - en apprentissage;32211023013;73;Apprentissage;16;32023013;32023013;FAUX;32211023013
0660059F;BTS - Production - Bioanalyses et contrôles;32211022207;253;Scolaire;15;32022207;32022207;FAUX;32211022207
0660059F;BTS - Services - Commerce International;32211031215;386;Scolaire;36;32031215;32031215;FAUX;32211031215
0660059F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;169;Apprentissage;25;32031213;32031213;FAUX;32211031213
0660059F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;152;Apprentissage;25;32031212;32031212;FAUX;32211031212
0660059F;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;88;Apprentissage;25;32033002;32033002;FAUX;32211033002
0660059F;BTS - Services - Support à l'action managériale;32211032409;149;Scolaire;24;32032409;32032409;FAUX;32211032409
0660059F;BTS - Services - Tourisme - en apprentissage;32211033426;113;Apprentissage;25;32033426;32033426;FAUX;32211033426
0660077A;BTS - Production - Bâtiment;32211023012;151;Scolaire;16;32023012;32023012;FAUX;32211023012
0660077A;BTS - Production - Systèmes numériques - Option électronique et communication;32211025516;90;Scolaire;16;32025516;32025516;FAUX;32211025516
0660077A;BTS - Services - Management Commercial Opérationnel;32211031213;182;Scolaire;16;32031213;32031213;FAUX;32211031213
0660488X;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;33;Apprentissage;;32022709;32022709;FAUX;32211022709
0660488X;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;27;Apprentissage;;32022710;32022710;FAUX;32211022710
0660488X;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;27;Apprentissage;;32022711;32022711;FAUX;32211022711
0660520G;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;213;Apprentissage;12;32033606;32033606;FAUX;32211033606
0660552S;BTS - Services - Diététique;32211033103;400;Scolaire;32;32033103;32033103;FAUX;32211033103
0660552S;BTS - Services - Opticien-Lunetier;32211033107;207;Scolaire;26;32033107;32033107;FAUX;32211033107
0660552S;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;174;Apprentissage;24;32033107;32033107;FAUX;32211033107
0660699B;BTS - Agricole - Production horticole;32212021111;130;Scolaire;19;32021111;32021111;FAUX;32212021111
0660699B;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques;32212022113;123;Scolaire;19;32022113;32022113;FAUX;32212022113
0660733N;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;107;Apprentissage;20;32021401;32021401;FAUX;32212021401
0660733N;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;15;Apprentissage;25;32031205;32031205;FAUX;32212031205
0660733N;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;75;Apprentissage;25;32031203;32031203;FAUX;32212031203
0660759S;BTS - Services - Diététique - en apprentissage;32211033103;283;Apprentissage;;32033103;32033103;FAUX;32211033103
0660759S;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;137;Apprentissage;;32033206;32033206;FAUX;32211033206
0660759S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;103;Apprentissage;50;32031409;32031409;FAUX;32211031409
0660759S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;176;Apprentissage;50;32031213;32031213;FAUX;32211031213
0660759S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;185;Apprentissage;50;32031212;32031212;FAUX;32211031212
0660759S;BTS - Services - Professions immobilières - en apprentissage;32211031309;238;Apprentissage;40;32031309;32031309;FAUX;32211031309
0660759S;BTS - Services - Tourisme - en apprentissage;32211033426;145;Apprentissage;30;32033426;32033426;FAUX;32211033426
0660809W;BTS - Services - Communication;32211032002;1194;Scolaire;36;32032002;32032002;FAUX;32211032002
0660809W;BTS - Services - Gestion de la PME;32211031409;477;Scolaire;35;32031409;32031409;FAUX;32211031409
0660809W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;204;Apprentissage;;32031409;32031409;FAUX;32211031409
0660809W;BTS - Services - Professions immobilières;32211031309;1003;Scolaire;30;32031309;32031309;FAUX;32211031309
0660856X;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;24;Apprentissage;12;32022506;32022506;FAUX;32211022506
0660856X;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;161;Scolaire;35;32031216;32031216;FAUX;32211031216
0660924W;BTS - Services - Management en hôtellerie restauration;32211033422;314;Scolaire;40;32033422;32033422;FAUX;32211033422
0660924W;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;92;Apprentissage;18;32033422;32033422;FAUX;32211033422
0660924W;BTS - Services - Tourisme;32211033426;1233;Scolaire;72;32033426;32033426;FAUX;32211033426
0660952B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;50;Apprentissage;25;32031213;32031213;FAUX;32211031213
0660969V;BTS - Services - Commerce International - en apprentissage;32211031215;17;Apprentissage;;32031215;32031215;FAUX;32211031215
0670005S;BTS - Services - Gestion de la PME;32211031409;624;Scolaire;24;32031409;32031409;FAUX;32211031409
0670020H;BTS - Services - Comptabilité et gestion;32211031408;406;Scolaire;35;32031408;32031408;FAUX;32211031408
0670020H;BTS - Services - Management Commercial Opérationnel;32211031213;632;Scolaire;35;32031213;32031213;FAUX;32211031213
0670020H;BTS - Services - Support à l'action managériale;32211032409;310;Scolaire;35;32032409;32032409;FAUX;32211032409
0670024M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;293;Apprentissage;28;32031213;32031213;FAUX;32211031213
0670024M;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;104;Apprentissage;15;32032409;32032409;FAUX;32211032409
0670041F;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;283;Scolaire;24;32031216;32031216;FAUX;32211031216
0670041F;BTS - Services - Gestion de la PME;32211031409;533;Scolaire;24;32031409;32031409;FAUX;32211031409
0670050R;BTS - Production - Environnement nucléaire - en apprentissage;32211034303;71;Apprentissage;14;32034303;32034303;FAUX;32211034303
0670050R;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;98;Apprentissage;;32022710;32022710;FAUX;32211022710
0670050R;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;53;Apprentissage;;32025218;32025218;FAUX;32211025218
0670057Y;BTS - Services - Comptabilité et gestion;32211031408;189;Scolaire;21;32031408;32031408;FAUX;32211031408
0670058Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;111;Apprentissage;12;32031213;32031213;FAUX;32211031213
0670058Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;177;Apprentissage;12;32031212;32031212;FAUX;32211031212
