UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11
0921166T;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;358;Scolaire;28;32022711;32022711;FAUX;32211022711
0921166T;BTS - Services - Economie sociale familiale;32211033206;537;Scolaire;28;32033206;32033206;FAUX;32211033206
0921166T;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;624;Scolaire;30;32033002;32033002;FAUX;32211033002
0921229L;BTS - Services - Métiers des Services à l'environnement;32211034304;352;Scolaire;30;32034304;32034304;FAUX;32211034304
0921230M;BTS - Production - Conception et industrialisation en microtechniques;32211025005;190;Scolaire;28;32025005;32025005;FAUX;32211025005
0921230M;BTS - Services - Gestion de la PME;32211031409;1270;Scolaire;33;32031409;32031409;FAUX;32211031409
0921230M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;1305;Apprentissage;16;32031409;32031409;FAUX;32211031409
0921230M;BTS - Services - Opticien-Lunetier;32211033107;787;Scolaire;28;32033107;32033107;FAUX;32211033107
0921230M;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;603;Apprentissage;15;32033107;32033107;FAUX;32211033107
0921274K;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;84;Apprentissage;24;32025001;32025001;FAUX;32211025001
0921274K;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;31;Apprentissage;24;32020113;32020113;FAUX;32211020113
0921274K;BTS - Production - Electrotechnique - en apprentissage;32211025520;105;Apprentissage;24;32025520;32025520;FAUX;32211025520
0921274K;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;78;Apprentissage;24;32025014;32025014;FAUX;32211025014
0921274K;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;69;Apprentissage;24;32025516;32025516;FAUX;32211025516
0921274K;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;120;Apprentissage;24;32020112;32020112;FAUX;32211020112
0921274K;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;33;Apprentissage;24;32031408;32031408;FAUX;32211031408
0921274K;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;32;Apprentissage;24;32031216;32031216;FAUX;32211031216
0921274K;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;141;Apprentissage;24;32032612;32032612;FAUX;32211032612
0921379Z;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;118;Apprentissage;30;32022709;32022709;FAUX;32211022709
0921379Z;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;104;Apprentissage;15;32022711;32022711;FAUX;32211022711
0921399W;BTS - Services - Professions immobilières;32211031309;1781;Scolaire;32;32031309;32031309;FAUX;32211031309
0921484N;BTS - Services - Commerce International;32211031215;642;Scolaire;37;32031215;32031215;FAUX;32211031215
0921484N;BTS - Services - Management Commercial Opérationnel;32211031213;468;Scolaire;37;32031213;32031213;FAUX;32211031213
0921484N;BTS - Services - Services informatiques aux organisations;32211032612;285;Scolaire;30;32032612;32032612;FAUX;32211032612
0921592F;BTS - Services - Management Commercial Opérationnel;32211031213;878;Scolaire;34;32031213;32031213;FAUX;32211031213
0921594H;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1433;Scolaire;36;32031212;32031212;FAUX;32211031212
0921594H;BTS - Services - Support à l'action managériale (Seconde année en apprentissage);32211032409;638;Scolaire;36;32032409;32032409;FAUX;32211032409
0921625S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;2850;Apprentissage;30;32031213;32031213;FAUX;32211031213
0921625S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;1637;Apprentissage;30;32031212;32031212;FAUX;32211031212
0921676X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;922;Apprentissage;30;32031213;32031213;FAUX;32211031213
0921676X;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;87;Apprentissage;13;32033422;32033422;FAUX;32211033422
0921679A;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;296;Apprentissage;20;32031103;32031103;FAUX;32211031103
0921935D;BTS - Services - Collaborateur juriste notarial;32211034502;599;Scolaire;15;32034502;32034502;FAUX;32211034502
0921935D;BTS - Services - Comptabilité et gestion;32211031408;310;Scolaire;14;32031408;32031408;FAUX;32211031408
0922149L;BTS - Services - Diététique;32211033103;1285;Scolaire;38;32033103;32033103;FAUX;32211033103
0922149L;BTS - Services - Management en hôtellerie restauration;32211033422;227;Scolaire;39;32033422;32033422;FAUX;32211033422
0922149L;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;143;Apprentissage;24;32033422;32033422;FAUX;32211033422
0922149L;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;1048;Apprentissage;15;32032612;32032612;FAUX;32211032612
0922149L;BTS - Services - Tourisme;32211033426;1740;Scolaire;80;32033426;32033426;FAUX;32211033426
0922149L;BTS - Services - Tourisme - en apprentissage;32211033426;116;Apprentissage;16;32033426;32033426;FAUX;32211033426
0922249V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;225;Apprentissage;16;32032409;32032409;FAUX;32211032409
0922274X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;146;Apprentissage;25;32031213;32031213;FAUX;32211031213
0922275Y;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;32;Apprentissage;10;32033607;32033607;FAUX;32211033607
0922275Y;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;170;Apprentissage;20;32033606;32033606;FAUX;32211033606
0922276Z;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;525;Apprentissage;20;32031408;32031408;FAUX;32211031408
0922276Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;429;Apprentissage;20;32031409;32031409;FAUX;32211031409
0922276Z;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1378;Scolaire;50;32031212;32031212;FAUX;32211031212
0922277A;BTS - Production - Conception et réalisation de carrosseries;32211025411;204;Scolaire;16;32025411;32025411;FAUX;32211025411
0922377J;BTS - Services - Communication - en apprentissage;32211032002;268;Apprentissage;25;32032002;32032002;FAUX;32211032002
0922377J;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;139;Apprentissage;30;32031408;32031408;FAUX;32211031408
0922377J;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;98;Apprentissage;30;32031216;32031216;FAUX;32211031216
0922377J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;139;Apprentissage;45;32031409;32031409;FAUX;32211031409
0922377J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;150;Apprentissage;35;32031103;32031103;FAUX;32211031103
0922377J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;338;Apprentissage;80;32031213;32031213;FAUX;32211031213
0922377J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;275;Apprentissage;60;32031212;32031212;FAUX;32211031212
0922377J;BTS - Services - Professions immobilières - en apprentissage;32211031309;467;Apprentissage;60;32031309;32031309;FAUX;32211031309
0922377J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;61;Apprentissage;30;32032409;32032409;FAUX;32211032409
0922377J;BTS - Services - Tourisme - en apprentissage;32211033426;286;Apprentissage;25;32033426;32033426;FAUX;32211033426
0922398G;BTS - Services - Communication;32211032002;2129;Scolaire;35;32032002;32032002;FAUX;32211032002
0922427N;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;619;Scolaire;24;32032209;32032209;FAUX;32211032209
0922443F;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;376;Apprentissage;14;32032409;32032409;FAUX;32211032409
0922464D;BTS - Production - Métiers de la mode-vêtements;32211024207;667;Scolaire;28;32024207;32024207;FAUX;32211024207
0922464D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;814;Apprentissage;25;32031409;32031409;FAUX;32211031409
0922585K;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;121;Apprentissage;30;32025001;32025001;FAUX;32211025001
0922585K;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;114;Apprentissage;20;32020009;32020009;FAUX;32211020009
0922594V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;472;Apprentissage;55;32031409;32031409;FAUX;32211031409
0922594V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;1178;Apprentissage;100;32031213;32031213;FAUX;32211031213
0922594V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;806;Apprentissage;65;32031212;32031212;FAUX;32211031212
0922594V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;208;Apprentissage;30;32032409;32032409;FAUX;32211032409
0922614S;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;182;Apprentissage;30;32032612;32032612;FAUX;32211032612
0922650F;BTS - Services - Assurance - en apprentissage;32211031311;320;Apprentissage;100;32031311;32031311;FAUX;32211031311
0922650F;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;329;Apprentissage;25;32031310;32031310;FAUX;32211031310
0922653J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;90;Apprentissage;24;32025014;32025014;FAUX;32211025014
0922653J;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;178;Apprentissage;36;32025215;32025215;FAUX;32211025215
0922653J;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;65;Apprentissage;24;32025516;32025516;FAUX;32211025516
0922653J;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;215;Apprentissage;24;32020112;32020112;FAUX;32211020112
0922653J;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;197;Scolaire;40;32031216;32031216;FAUX;32211031216
0922653J;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;78;Apprentissage;40;32031216;32031216;FAUX;32211031216
0922653J;BTS - Services - Management opérationnel de la sécurité;32211034401;198;Scolaire;40;32034401;32034401;FAUX;32211034401
0922653J;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;155;Apprentissage;40;32034401;32034401;FAUX;32211034401
0922653J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;70;Apprentissage;40;32032409;32032409;FAUX;32211032409
0922673F;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;150;Apprentissage;32;32031408;32031408;FAUX;32211031408
0922673F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;157;Apprentissage;32;32031409;32031409;FAUX;32211031409
0922688X;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;96;Apprentissage;20;32021401;32021401;FAUX;32212021401
0922698H;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;155;Apprentissage;30;32034502;32034502;FAUX;32211034502
0922698H;BTS - Services - Commerce International - en apprentissage;32211031215;291;Apprentissage;30;32031215;32031215;FAUX;32211031215
0922698H;BTS - Services - Communication - en apprentissage;32211032002;433;Apprentissage;40;32032002;32032002;FAUX;32211032002
0922698H;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;120;Apprentissage;40;32031408;32031408;FAUX;32211031408
0922698H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;140;Apprentissage;40;32031409;32031409;FAUX;32211031409
0922698H;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;176;Apprentissage;30;32031103;32031103;FAUX;32211031103
0922698H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;173;Apprentissage;30;32031213;32031213;FAUX;32211031213
0922698H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;179;Apprentissage;30;32031212;32031212;FAUX;32211031212
0922698H;BTS - Services - Professions immobilières - en apprentissage;32211031309;331;Apprentissage;30;32031309;32031309;FAUX;32211031309
0922698H;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;202;Apprentissage;30;32032612;32032612;FAUX;32211032612
0922698H;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;64;Apprentissage;30;32032409;32032409;FAUX;32211032409
0922729S;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;166;Apprentissage;60;32033606;32033606;FAUX;32211033606
0922730T;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;272;Apprentissage;;32031310;32031310;FAUX;32211031310
0922730T;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;122;Apprentissage;;32034502;32034502;FAUX;32211034502
0922730T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;56;Apprentissage;;32031409;32031409;FAUX;32211031409
0922730T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;264;Apprentissage;;32031213;32031213;FAUX;32211031213
0922730T;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;138;Apprentissage;;32034401;32034401;FAUX;32211034401
