UAI;LIBELLÉFORMATION;MEFSTAT11;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP
0590215N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;106;Apprentissage;16
0942517A;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;7;Apprentissage;8
0342555T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;17;Apprentissage;15
0342555T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;8;Apprentissage;15
0342555T;BTS - Services - Communication - en apprentissage;32211032003;8;Apprentissage;15
0050503V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;42;Apprentissage;12
0131549N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;624;Apprentissage;25
0596322B;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;97;Apprentissage;36
0596322B;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;116;Apprentissage;36
0490886X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;65;Apprentissage;18
0754239A;Certificat de Spécialisation - Services numériques aux organisations;23K00032601;36;Scolaire;20
0623564M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;19;Apprentissage;13
0831760M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;38;Apprentissage;10
0380035G;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;172;Apprentissage;24
0690035N;BTS - Services - Commerce International;32211031215;2721;Scolaire;40
0870118F;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;99;Apprentissage;12
9711278M;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;49;Apprentissage;1
9711278M;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;73;Apprentissage;1
0310052N;Certificat de Spécialisation - Technicien(ne) ascensoriste (service et modernisation) - en apprentissage;23K00025001;45;Apprentissage;15
0130050J;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;173;Apprentissage;15
0300027S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;203;Apprentissage;3
0340011C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;337;Apprentissage;20
0212251H;BTS - Services - Assurance - en apprentissage;32211031311;92;Apprentissage;25
0660011D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;464;Apprentissage;35
0530012A;BTS - Production - Conception et réalisation de carrosseries - en apprentissage;32211025411;59;Apprentissage;3
0681801N;Certificat de Spécialisation - Technicien(ne) en tuyauterie - en apprentissage;23K00025402;13;Apprentissage;4
0681885E;BTS - Services - Professions immobilières - en apprentissage;32211031312;67;Apprentissage;40
0261542K;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;37;Apprentissage;16
0593060F;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;23;Apprentissage;24
9710067W;Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique;23K00022702;10;Scolaire;24
0540041B;BTS - Services - Professions immobilières - en apprentissage;32211031312;639;Apprentissage;50
0222026H;BTS - Production - Electrotechnique - en apprentissage;32211025520;41;Apprentissage;4
0383474V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;87;Apprentissage;25
0451653C;BTS - Production - Electrotechnique - en apprentissage;32211025520;21;Apprentissage;12
0480022N;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;29;Apprentissage;7
0850028U;BTS - Services - Management opérationnel de la sécurité;32211034401;259;Scolaire;18
0755573A;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;74;Apprentissage;20
0801298B;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;71;Apprentissage;15
0470782V;Certificat de Spécialisation - Technicien(ne) en soudage;23K00025401;26;Scolaire;8
0590101P;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;260;Scolaire;24
0590185F;BTS - Services - Management opérationnel de la sécurité;32211034401;193;Scolaire;24
0570099Y;BTS - Production - Electrotechnique - en apprentissage;32211025520;41;Apprentissage;15
0330126H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;832;Apprentissage;12
0330126H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;980;Apprentissage;12
0511145T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;232;Apprentissage;20
0540041B;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;312;Apprentissage;24
0383474V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;161;Apprentissage;25
0383474V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;109;Apprentissage;25
0383474V;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;82;Apprentissage;10
0383474V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;232;Apprentissage;25
0690631L;BTS - Services - Assurance - en apprentissage;32211031311;135;Apprentissage;15
0630069H;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;23;Apprentissage;9
0900236T;BTS - Services - Gestion des transports et logistique associée;32211031103;207;Scolaire;20
0900236T;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;91;Apprentissage;4
0420992A;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;80;Apprentissage;20
0120024L;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;68;Apprentissage;16
0623688X;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;42;Apprentissage;20
0542548B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;38;Apprentissage;20
0220075M;FCIL - CAO - DAO du bâtiment;44210099901;43;Scolaire;12
0542545Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;19;Apprentissage;25
0573756Y;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;14;Apprentissage;5
0442935B;BTS - Services - Comptabilité et gestion - en apprentissage - Entièrement en distanciel;32211031408;33;Apprentissage;30
9741741Z;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;88;Apprentissage;20
0212251H;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;75;Apprentissage;25
0171651C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;31;Apprentissage;5
0332935L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;46;Apprentissage;10
0134137B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;201;Apprentissage;20
0134137B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;139;Apprentissage;20
0561783J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;109;Apprentissage;20
0222045D;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;44;Apprentissage;3
0772918D;BTS - Services - Banque  - en apprentissage;32211031313;116;Apprentissage;120
0772918D;BTS - Services - Assurance - en apprentissage;32211031311;50;Apprentissage;120
0640181Z;Certificat de Spécialisation - Production et réparation de produits électroniques - en apprentissage;23K00025503;6;Apprentissage;8
0673190D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;83;Apprentissage;15
0681948Y;BTS - Services - Assurance - en apprentissage;32211031311;46;Apprentissage;15
9720926Z;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;67;Apprentissage;25
0160048R;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;35;Apprentissage;12
9720926Z;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;31;Apprentissage;25
0660011D;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;89;Apprentissage;10
0783751D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;0;Apprentissage;20
0691678Z;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;41;Apprentissage;16
0624184L;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;101;Apprentissage;18
0220117H;FCIL - Son et éclairage en spectacle vivant;44210099901;48;Scolaire;12
0512117Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;101;Apprentissage;20
0512117Z;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;29;Apprentissage;20
0280944Z;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;50;Apprentissage;20
0261286G;BTS - Services - Diététique;32211033103;177;Scolaire;40
0261286G;BTS - Services - Economie sociale familiale;32211033206;129;Scolaire;45
0261286G;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;68;Scolaire;60
0561454B;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;88;Apprentissage;15
0290108K;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;331;Scolaire;30
0690553B;BTS - Services - Gestion de la PME;32211031409;85;Scolaire;20
0840747F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;31;Apprentissage;15
0530013B;Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique;23K00022702;26;Scolaire;10
0440246D;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif;23K00033501;48;Scolaire;15
0720825F;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif;23K00033501;29;Scolaire;15
0220470S;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;276;Scolaire;32
0241092G;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;38;Scolaire;16
0021873A;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;39;Apprentissage;15
0595380C;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;22;Apprentissage;13
0623564M;BTS - Production - Electrotechnique - en apprentissage;32211025520;27;Apprentissage;13
0693694R;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;78;Apprentissage;12
0540042C;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;183;Apprentissage;8
0570087K;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;10;Apprentissage;5
0550025D;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;38;Apprentissage;4
0131549N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;394;Apprentissage;25
0130002G;BTS - Services - Communication - en apprentissage;32211032003;667;Apprentissage;15
0912267V;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;97;Apprentissage;16
0040023D;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;39;Apprentissage;28
0040533H;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;78;Apprentissage;14
0840039L;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;68;Apprentissage;10
0133288D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;224;Apprentissage;20
0596322B;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;27;Apprentissage;36
0596322B;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;144;Apprentissage;36
0130150T;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;107;Apprentissage;15
0830007G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;211;Apprentissage;15
0594278E;BTS - Production - Electrotechnique;32211025520;77;Scolaire;30
0660059F;BTS - Production - Bioanalyses et contrôles;32211022207;146;Scolaire;15
0011467P;BTS - Services - Communication - en apprentissage;32211032003;57;Apprentissage;15
0134249Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;36;Apprentissage;25
0783323N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;326;Apprentissage;20
0340138R;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;255;Apprentissage;25
0222042A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;141;Apprentissage;4
0694349C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;635;Apprentissage;240
0171503S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;93;Apprentissage;30
0171503S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;48;Apprentissage;30
0340994W;BTS - Services - Banque ;32211031313;106;Scolaire;26
0340994W;BTS - Services - Professions immobilières;32211031312;151;Scolaire;34
0030051P;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;42;Apprentissage;4
0850076W;BTS - Services - Communication - en apprentissage;32211032003;80;Apprentissage;25
0593256U;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;63;Apprentissage;15
0763542M;BTS - Services - Commerce International - en apprentissage;32211031215;123;Apprentissage;20
0350761M;BTS - Production - Métiers de la mode-vêtements - en apprentissage;32211024207;220;Apprentissage;15
0620257T;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;95;Apprentissage;15
0923090J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;319;Apprentissage;500
0881672P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;41;Apprentissage;15
0923090J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;150;Apprentissage;50
0782549X;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;58;Apprentissage;15
0622199D;BTS - Services - Assurance - en apprentissage;32211031311;32;Apprentissage;35
0292456M;BTS - Production - Electrotechnique - en apprentissage;32211025520;18;Apprentissage;5
0134478X;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;183;Apprentissage;30
0572820F;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;44;Apprentissage;20
0380083J;BTS - Production - Electrotechnique - en apprentissage;32211025520;91;Apprentissage;6
0610001V;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;23;Apprentissage;5
0401118Y;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;10;Apprentissage;15
0772979V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;260;Apprentissage;70
0772979V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;203;Apprentissage;70
0772979V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;77;Apprentissage;70
0772979V;BTS - Services - Communication - en apprentissage;32211032003;168;Apprentissage;70
0622198C;BTS - Services - Communication - en apprentissage;32211032003;80;Apprentissage;30
0760056Y;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;32;Apprentissage;2
0620150B;Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique - en apprentissage;23K00022702;8;Apprentissage;7
0060075Z;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;100;Apprentissage;3
0150008C;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif - en apprentissage;23K00033501;16;Apprentissage;6
0451335G;BTS - Services - Commerce International;32211031215;451;Scolaire;32
0952164L;BTS - Production - Management économique de la construction - en apprentissage;32211023013;165;Apprentissage;25
0761719F;BTS - Services - Assurance - en apprentissage;32211031311;115;Apprentissage;40
0810791V;BTS - Services - Tourisme - en apprentissage;32211033426;31;Apprentissage;24
0371253L;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;10;Apprentissage;25
0390914G;Certificat de Spécialisation - Technicien(ne) en soudage - en apprentissage;23K00025401;24;Apprentissage;12
0390914G;Certificat de Spécialisation - Technicien(ne) en tuyauterie - en apprentissage;23K00025402;12;Apprentissage;12
0741525F;Certificat de Spécialisation - Aéronautique option avionique - en apprentissage;23K00025305;25;Apprentissage;50
0782602E;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;155;Apprentissage;10
0770934X;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;93;Apprentissage;15
0320025D;FCIL - Mécanique de compétition - préparation moteurs;44210099901;148;Scolaire;12
0740098E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;67;Apprentissage;15
0471051M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;66;Apprentissage;150
0330119A;Certificat de Spécialisation - Technicien(ne) en chaudronnerie aéronautique et spatiale;23K00025403;84;Scolaire;12
0130053M;BTS - Production - Electrotechnique - en apprentissage;32211025520;210;Apprentissage;12
0010965U;BTS - Production - Travaux publics - en apprentissage;32211023206;68;Apprentissage;15
0741622L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;177;Apprentissage;15
0741622L;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;49;Apprentissage;15
0730805D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;96;Apprentissage;15
0730805D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;82;Apprentissage;15
0730805D;BTS - Services - Banque  - en apprentissage;32211031313;80;Apprentissage;15
0730805D;BTS - Services - Tourisme - en apprentissage;32211033426;110;Apprentissage;15
0730805D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;44;Apprentissage;15
0021502X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;84;Apprentissage;60
0031127J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;59;Apprentissage;56
0861327A;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;21;Apprentissage;5
0861327A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;75;Apprentissage;5
0560181T;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - parcours Marine Nationale / Maistrance-défense;32211022709;31;Scolaire;3
0400753B;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;74;Apprentissage;15
0133836Z;BTS - Services - Professions immobilières - en apprentissage;32211031312;151;Apprentissage;20
0061763J;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;97;Apprentissage;8
0120621K;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques - en apprentissage;32212022117;20;Apprentissage;16
0020025S;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;18;Apprentissage;10
0840709P;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;44;Apprentissage;20
0131767A;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;175;Apprentissage;18
0630022G;BTS - Production - Conception de produits industriels;32211020009;141;Scolaire;18
0471051M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;151;Apprentissage;150
0471051M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;131;Apprentissage;150
0930119Z;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;715;Apprentissage;12
0660924W;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;84;Apprentissage;18
0442393M;BTS - Services - Tourisme - en apprentissage;32211033426;145;Apprentissage;18
0783751D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;98;Apprentissage;20
0442393M;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;25;Apprentissage;18
0711937V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;40;Apprentissage;30
0711937V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;35;Apprentissage;30
0212251H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;66;Apprentissage;25
0333233K;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;71;Apprentissage;15
0333233K;BTS - Services - Gestion de la PME - en apprentissage;32211031409;40;Apprentissage;15
0332935L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;155;Apprentissage;20
0332935L;BTS - Services - Tourisme - en apprentissage;32211033426;213;Apprentissage;20
0270017X;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;38;Scolaire;14
0442614C;BTS - Production - Electrotechnique - en apprentissage;32211025520;25;Apprentissage;12
0300002P;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;25;Apprentissage;2
0912431Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;285;Apprentissage;200
0062327X;BTS - Services - Diététique - en apprentissage;32211033103;162;Apprentissage;30
0751909T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;211;Apprentissage;40
0620056Z;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;72;Apprentissage;12
0352906U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;136;Apprentissage;25
0120012Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;22;Apprentissage;2
0422315N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;142;Apprentissage;60
0754022P;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;100;Apprentissage;40
0831710H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;21;Apprentissage;15
0420044V;BTS - Services - Assurance;32211031311;379;Scolaire;30
0772296C;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;101;Apprentissage;12
0421975U;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;224;Apprentissage;24
0690035N;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif;23K00033501;26;Scolaire;20
0420049A;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif;23K00033501;122;Scolaire;20
0422378G;BTS - Services - Diététique - en apprentissage;32211033103;107;Apprentissage;15
0772962B;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;182;Apprentissage;200
0731392S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;105;Apprentissage;4
9711015B;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;22;Scolaire;20
0840218F;BTS - Agricole - Viticulture-Oenologie;32212021112;165;Scolaire;27
0420033H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;116;Apprentissage;15
0763500S;BTS - Services - Photographie - en apprentissage;32211032325;116;Apprentissage;16
0340994W;BTS - Services - Management Commercial Opérationnel;32211031213;122;Scolaire;30
0340994W;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;160;Scolaire;26
9711278M;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;24;Apprentissage;5
9711278M;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;51;Apprentissage;10
0350793X;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;159;Apprentissage;12
0690723L;BTS - Services - Professions immobilières - en apprentissage;32211031312;253;Apprentissage;100
0620190V;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif;23K00033501;63;Scolaire;25
0763500S;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;32211032209;47;Apprentissage;16
0460007H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;48;Apprentissage;4
0593335E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;46;Apprentissage;13
0540042C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;67;Apprentissage;15
0540042C;BTS - Production - Electrotechnique - en apprentissage;32211025520;145;Apprentissage;24
0062201K;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;108;Apprentissage;10
0550025D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;87;Apprentissage;4
0550025D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;58;Apprentissage;12
0512212C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;97;Apprentissage;25
0611175W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;68;Apprentissage;20
0352446U;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;48;Apprentissage;25
0596328H;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;46;Apprentissage;18
6200042B;BTS - Services - Banque  - en apprentissage;32211031313;69;Apprentissage;14
0624253L;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;27;Apprentissage;20
0753082T;BTS - Services - Tourisme - en apprentissage;32211033426;169;Apprentissage;30
0753082T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;152;Apprentissage;30
0753082T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;81;Apprentissage;30
0753082T;BTS - Services - Communication - en apprentissage;32211032003;137;Apprentissage;30
0420985T;BTS - Production - Maintenance des véhicules option motocycles - en apprentissage;32211025217;84;Apprentissage;12
0942545F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;439;Apprentissage;90
0942545F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;245;Apprentissage;200
0942545F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;336;Apprentissage;90
0596328H;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques - en apprentissage;32212022117;53;Apprentissage;18
0624176C;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;95;Apprentissage;20
0133424B;BTS - Services - Gestion des transports et logistique associée;32211031103;111;Scolaire;15
0021906L;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;51;Apprentissage;16
0011118K;BTS - Services - Gestion des transports et logistique associée;32211031103;235;Scolaire;34
0690042W;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;2485;Scolaire;35
0130036U;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;265;Apprentissage;10
0422378G;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;64;Apprentissage;15
0670071N;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;65;Apprentissage;5
0672772Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;217;Apprentissage;20
0040010P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;128;Apprentissage;15
0290023T;BTS - Services - Communication;32211032003;599;Scolaire;35
0380032D;BTS - Services - Management Commercial Opérationnel;32211031213;867;Scolaire;34
0130036U;BTS - Services - Commerce International - en apprentissage;32211031215;690;Apprentissage;8
0061478Z;BTS - Production - Bâtiment - en apprentissage;32211023012;255;Apprentissage;15
0133288D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;153;Apprentissage;20
0422296T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;18;Apprentissage;10
0061478Z;BTS - Production - Management économique de la construction - en apprentissage;32211023013;176;Apprentissage;15
0820929P;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;55;Apprentissage;15
0731518D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;182;Apprentissage;60
0731518D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;66;Apprentissage;30
0134462E;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;115;Apprentissage;36
0850076W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;78;Apprentissage;25
0851344Z;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;63;Apprentissage;12
0270029K;BTS - Services - Gestion de la PME - en apprentissage;32211031409;53;Apprentissage;14
0951721E;BTS - Services - Professions immobilières - en apprentissage;32211031312;182;Apprentissage;20
0682105U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;100;Apprentissage;18
0756457L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;94;Apprentissage;150
0756457L;BTS - Services - Diététique - en apprentissage;32211033103;225;Apprentissage;60
