UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0450808J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;114;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0450809K;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;183;Apprentissage;12;32033608;32033608;FAUX;32211033608;1
0451037H;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;51;Scolaire;8;32025014;32025014;FAUX;32211025014;1
0451037H;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;56;Apprentissage;7;32025014;32025014;FAUX;32211025014;1
0451067R;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;99;Scolaire;12;32025415;32025415;FAUX;32211025415;1
0451067R;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;29;Apprentissage;3;32025415;32025415;FAUX;32211025415;1
0451304Y;BTS - Services - Management en hôtellerie restauration;32211033422;170;Scolaire;24;32033422;32033422;FAUX;32211033422;1
0451304Y;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;87;Apprentissage;24;32033422;32033422;FAUX;32211033422;1
0451335G;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;148;Scolaire;19;32020111;32020111;FAUX;32211020111;1
0451335G;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;46;Apprentissage;5;32020111;32020111;FAUX;32211020111;1
0451335G;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;66;Scolaire;19;32022711;32022711;FAUX;32211022711;1
0451335G;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;35;Apprentissage;5;32022711;32022711;FAUX;32211022711;1
0451335G;BTS - Production - Métiers de la mesure;32211020115;75;Scolaire;19;32020115;32020115;FAUX;32211020115;1
0451335G;BTS - Production - Métiers de la mesure - en apprentissage;32211020115;10;Apprentissage;5;32020115;32020115;FAUX;32211020115;1
0451335G;BTS - Services - Commerce International;32211031215;411;Scolaire;32;32031215;32031215;FAUX;32211031215;1
0451335G;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;132;Scolaire;24;32031216;32031216;FAUX;32211031216;1
0451335G;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;61;Apprentissage;5;32031216;32031216;FAUX;32211031216;1
0451335G;BTS - Services - Diététique;32211033103;410;Scolaire;32;32033103;32033103;FAUX;32211033103;1
0451335G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;268;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0451335G;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;136;Scolaire;24;32033002;32033002;FAUX;32211033002;1
0451335G;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;89;Apprentissage;5;32033002;32033002;FAUX;32211033002;1
0451335G;BTS - Services - Tourisme;32211033426;323;Scolaire;32;32033426;32033426;FAUX;32211033426;1
0451335G;BTS - Services - Tourisme - en apprentissage;32211033426;127;Apprentissage;15;32033426;32033426;FAUX;32211033426;1
0451442Y;BTS - Services - Economie sociale familiale;32211033206;368;Scolaire;15;32033206;32033206;FAUX;32211033206;1
0451462V;BTS - Production - Biotechnologies;32211022104;496;Scolaire;30;32022104;32022104;FAUX;32211022104;1
0451462V;BTS - Production - Contrôle industriel et régulation automatique;32211020113;234;Scolaire;12;32020113;32020113;FAUX;32211020113;1
0451462V;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;60;Apprentissage;3;32020113;32020113;FAUX;32211020113;1
0451463W;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;31;Apprentissage;20;32021115;32021115;FAUX;32212021115;1
0451463W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;37;Apprentissage;20;32021014;32021014;FAUX;32212021014;1
0451463W;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;81;Apprentissage;20;32021304;32021304;FAUX;32212021304;1
0451463W;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;17;Apprentissage;20;32031204;32031204;FAUX;32212031204;1
0451463W;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois - en apprentissage;32212031201;23;Apprentissage;20;32031201;32031201;FAUX;32212031201;1
0451463W;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;45;Apprentissage;20;32031203;32031203;FAUX;32212031203;1
0451481R;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;40;Apprentissage;15;32020113;32020113;FAUX;32211020113;1
0451481R;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;105;Apprentissage;15;32025521;32025521;FAUX;32211025521;1
0451481R;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;57;Apprentissage;15;32025015;32025015;FAUX;32211025015;1
0451481R;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;138;Apprentissage;30;32032612;32032612;FAUX;32211032612;1
0451483T;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;457;Scolaire;28;32025521;32025521;FAUX;32211025521;1
0451535Z;BTS - Agricole - Gestion et protection de la nature;32212021308;559;Scolaire;38;32021308;32021308;FAUX;32212021308;1
0451535Z;BTS - Agricole - Gestion forestière;32212021304;432;Scolaire;38;32021304;32021304;FAUX;32212021304;1
0451550R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;6;Apprentissage;;32031408;32031408;FAUX;32211031408;1
0451551S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;104;Apprentissage;25;32031409;32031409;FAUX;32211031409;1
0451551S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;155;Apprentissage;45;32031213;32031213;FAUX;32211031213;1
0451551S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;216;Apprentissage;35;32031212;32031212;FAUX;32211031212;1
0451551S;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;65;Apprentissage;25;32032409;32032409;FAUX;32211032409;1
0451565G;BTS - Agricole - Aménagements paysagers;32212021401;153;Scolaire;26;32021401;32021401;FAUX;32212021401;1
0451565G;BTS - Agricole - Gestion et protection de la nature;32212021308;313;Scolaire;25;32021308;32021308;FAUX;32212021308;1
0451566H;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;197;Apprentissage;30;32031310;32031310;FAUX;32211031310;1
0451602X;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;60;Apprentissage;20;32021401;32021401;FAUX;32212021401;1
0451602X;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;27;Apprentissage;20;32034302;32034302;FAUX;32212034302;1
0451602X;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement - en apprentissage;32212021114;24;Apprentissage;20;32021114;32021114;FAUX;32212021114;1
0451653C;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;31;Apprentissage;12;32025001;32025001;FAUX;32211025001;1
0451653C;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;34;Apprentissage;12;32020009;32020009;FAUX;32211020009;1
0451653C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;45;Apprentissage;24;32022316;32022316;FAUX;32211022316;3
0451653C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;16;Apprentissage;12;32022316;32022316;FAUX;32211022316;3
0451653C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;24;Apprentissage;24;32022316;32022316;FAUX;32211022316;3
0451653C;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;45;Apprentissage;14;32020111;32020111;FAUX;32211020111;1
0451653C;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;33;Apprentissage;24;32025415;32025415;FAUX;32211025415;1
0451653C;BTS - Production - Electrotechnique - en apprentissage;32211025520;46;Apprentissage;32;32025520;32025520;FAUX;32211025520;2
0451653C;BTS - Production - Electrotechnique - en apprentissage;32211025520;13;Apprentissage;12;32025520;32025520;FAUX;32211025520;2
0451653C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;70;Apprentissage;48;32025014;32025014;FAUX;32211025014;3
0451653C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;46;Apprentissage;24;32025014;32025014;FAUX;32211025014;3
0451653C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;11;Apprentissage;12;32025014;32025014;FAUX;32211025014;3
0451653C;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;29;Apprentissage;12;32031216;32031216;FAUX;32211031216;1
0451709N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;223;Apprentissage;60;32031213;32031213;FAUX;32211031213;1
0451709N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;281;Apprentissage;60;32031212;32031212;FAUX;32211031212;1
0451755N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;66;Apprentissage;30;32031103;32031103;FAUX;32211031103;1
0451780R;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;79;Apprentissage;25;32034401;32034401;FAUX;32211034401;1
0451805T;BTS - Services - Communication - en apprentissage;32211032003;165;Apprentissage;10;32032003;32032003;FAUX;32211032003;1
0451805T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;85;Apprentissage;10;32031408;32031408;FAUX;32211031408;1
0451805T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;146;Apprentissage;10;32031213;32031213;FAUX;32211031213;1
0451805T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;167;Apprentissage;10;32031212;32031212;FAUX;32211031212;1
0451809X;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;73;Apprentissage;20;32031103;32031103;FAUX;32211031103;1
0460007H;BTS - Services - Economie sociale familiale;32211033206;276;Scolaire;18;32033206;32033206;FAUX;32211033206;1
0460007H;BTS - Services - Gestion de la PME;32211031409;555;Scolaire;18;32031409;32031409;FAUX;32211031409;1
0460007H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;49;Apprentissage;4;32031409;32031409;FAUX;32211031409;1
0460007H;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;317;Scolaire;18;32031212;32031212;FAUX;32211031212;1
0460007H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;91;Apprentissage;4;32031212;32031212;FAUX;32211031212;1
0460007H;BTS - Services - Professions immobilières;32211031309;468;Scolaire;18;32031309;32031309;FAUX;32211031309;1
0460007H;BTS - Services - Professions immobilières - en apprentissage;32211031309;136;Apprentissage;4;32031309;32031309;FAUX;32211031309;1
0460010L;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;56;Scolaire;12;32022316;32022316;FAUX;32211022316;1
0460010L;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;18;Apprentissage;4;32022316;32022316;FAUX;32211022316;1
0460010L;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;95;Scolaire;12;32025521;32025521;FAUX;32211025521;1
0460010L;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;26;Apprentissage;4;32025521;32025521;FAUX;32211025521;1
0460028F;BTS - Production - Bâtiment;32211023012;606;Scolaire;24;32023012;32023012;FAUX;32211023012;1
0460028F;BTS - Production - Bâtiment - en apprentissage;32211023012;67;Apprentissage;12;32023012;32023012;FAUX;32211023012;1
0460028F;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique;32211022709;115;Scolaire;15;32022709;32022709;FAUX;32211022709;1
0460028F;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;51;Apprentissage;12;32022709;32022709;FAUX;32211022709;1
0460028F;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air;32211022710;123;Scolaire;15;32022710;32022710;FAUX;32211022710;1
0460028F;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;58;Apprentissage;12;32022710;32022710;FAUX;32211022710;1
0460038S;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;32211032209;41;Apprentissage;10;32032209;32032209;FAUX;32211032209;1
0460490H;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;220;Scolaire;28;32021014;32021014;FAUX;32212021014;1
0460493L;BTS - Production - Conception de produits industriels;32211020009;87;Scolaire;15;32020009;32020009;FAUX;32211020009;1
0460493L;BTS - Production - Electrotechnique;32211025520;138;Scolaire;15;32025520;32025520;FAUX;32211025520;1
0460493L;BTS - Production - Electrotechnique - en apprentissage;32211025520;34;Apprentissage;3;32025520;32025520;FAUX;32211025520;1
0460493L;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;82;Scolaire;15;32025014;32025014;FAUX;32211025014;1
0460493L;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;55;Apprentissage;15;32025014;32025014;FAUX;32211025014;1
0460493L;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;176;Scolaire;10;32025215;32025215;FAUX;32211025215;1
0460493L;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;90;Apprentissage;10;32025215;32025215;FAUX;32211025215;1
0460529A;BTS - Services - Management en hôtellerie restauration;32211033422;119;Scolaire;18;32033422;32033422;FAUX;32211033422;1
0460529A;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;39;Apprentissage;6;32033422;32033422;FAUX;32211033422;1
0460706T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;18;Apprentissage;10;32031409;32031409;FAUX;32211031409;1
0460706T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;44;Apprentissage;10;32031213;32031213;FAUX;32211031213;1
0460706T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;48;Apprentissage;10;32031212;32031212;FAUX;32211031212;1
0460745K;BTS - Agricole - productions animales - en apprentissage;32212021205;85;Apprentissage;20;32021205;32021205;FAUX;32212021205;1
0470001W;BTS - Production - Bioqualité;32211022106;164;Scolaire;15;32022106;32022106;FAUX;32211022106;1
0470001W;BTS - Services - Communication;32211032003;795;Scolaire;35;32032003;32032003;FAUX;32211032003;1
0470003Y;BTS - Production - Conception de produits industriels;32211020009;176;Scolaire;14;32020009;32020009;FAUX;32211020009;1
0470003Y;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;382;Scolaire;14;32022316;32022316;FAUX;32211022316;1
0470003Y;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;344;Scolaire;14;32020116;32020116;FAUX;32211020116;1
0470003Y;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;393;Scolaire;14;32025521;32025521;FAUX;32211025521;1
0470003Y;BTS - Production - Electrotechnique;32211025520;452;Scolaire;24;32025520;32025520;FAUX;32211025520;1
0470003Y;BTS - Production - Electrotechnique - en apprentissage;32211025520;64;Apprentissage;12;32025520;32025520;FAUX;32211025520;1
0470003Y;BTS - Services - Comptabilité et gestion;32211031408;340;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0470003Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;117;Apprentissage;12;32031408;32031408;FAUX;32211031408;1
0470003Y;BTS - Services - Gestion de la PME;32211031409;392;Scolaire;35;32031409;32031409;FAUX;32211031409;1
0470003Y;BTS - Services - Management Commercial Opérationnel;32211031213;598;Scolaire;35;32031213;32031213;FAUX;32211031213;1
0470003Y;BTS - Services - Support à l'action managériale;32211032409;178;Scolaire;35;32032409;32032409;FAUX;32211032409;1
0470004Z;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;413;Scolaire;24;32031212;32031212;FAUX;32211031212;1
0470004Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;250;Apprentissage;6;32031212;32031212;FAUX;32211031212;1
0470009E;BTS - Services - Economie sociale familiale;32211033206;416;Scolaire;30;32033206;32033206;FAUX;32211033206;1
0470015L;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;31;Apprentissage;12;32025218;32025218;FAUX;32211025218;1
0470015L;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;38;Apprentissage;12;32025213;32025213;FAUX;32211025213;1
0470015L;BTS - Production - Travaux publics - en apprentissage;32211023206;82;Apprentissage;12;32023206;32023206;FAUX;32211023206;1
0470019R;BTS - Agricole - Analyses biologiques, biotechnologiques, agricoles et environnementales;32212022115;565;Scolaire;27;32022115;32022115;FAUX;32212022115;1
0470019R;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques;32212022117;105;Scolaire;11;32022117;32022117;FAUX;32212022117;1
0470019R;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;135;Scolaire;12;32031205;32031205;FAUX;32212031205;1
0470019R;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;32212031203;93;Scolaire;12;32031203;32031203;FAUX;32212031203;1
0470020S;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;102;Scolaire;30;32022316;32022316;FAUX;32211022316;1
0470020S;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;233;Scolaire;30;32020111;32020111;FAUX;32211020111;1
0470020S;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage;32211022505;39;Scolaire;15;32022505;32022505;FAUX;32211022505;1
0470020S;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production;32211022506;42;Scolaire;15;32022506;32022506;FAUX;32211022506;1
0470020S;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;543;Scolaire;35;32031216;32031216;FAUX;32211031216;1
0470038L;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques;32211025015;114;Scolaire;15;32025015;32025015;FAUX;32211025015;1
0470038L;BTS - Production - Management économique de la construction - en apprentissage;32211023013;79;Apprentissage;15;32023013;32023013;FAUX;32211023013;1
0470038L;BTS - Services - Comptabilité et gestion;32211031408;767;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0470060K;BTS - Services - Comptabilité et gestion;32211031408;63;Scolaire;18;32031408;32031408;FAUX;32211031408;1
0470060K;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;179;Scolaire;18;32031212;32031212;FAUX;32211031212;1
0470641S;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;39;Apprentissage;10;32025014;32025014;FAUX;32211025014;1
0470662P;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;291;Scolaire;24;32021014;32021014;FAUX;32212021014;1
0470744D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;71;Apprentissage;40;32031409;32031409;FAUX;32211031409;1
0470744D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;163;Apprentissage;50;32031213;32031213;FAUX;32211031213;1
0470815F;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;38;Apprentissage;10;32021115;32021115;FAUX;32212021115;1
0470815F;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;34;Apprentissage;10;32021401;32021401;FAUX;32212021401;1
0470815F;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;58;Apprentissage;10;32021014;32021014;FAUX;32212021014;1
0470815F;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement - en apprentissage;32212021114;32;Apprentissage;10;32021114;32021114;FAUX;32212021114;1
0470815F;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques - en apprentissage;32212022117;13;Apprentissage;10;32022117;32022117;FAUX;32212022117;1
0470815F;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;18;Apprentissage;10;32031204;32031204;FAUX;32212031204;1
0470821M;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;48;Apprentissage;15;32034502;32034502;FAUX;32211034502;1
0470821M;BTS - Services - Professions immobilières - en apprentissage;32211031309;97;Apprentissage;10;32031309;32031309;FAUX;32211031309;1
0470821M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;29;Apprentissage;10;32032612;32032612;FAUX;32211032612;1
0470821M;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;28;Apprentissage;18;32032409;32032409;FAUX;32211032409;1
0470823P;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;113;Scolaire;35;32030001;32030001;FAUX;32212030001;1
0470908G;BTS - Services - Tourisme - en apprentissage;32211033426;27;Apprentissage;20;32033426;32033426;FAUX;32211033426;1
0470974D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;69;Apprentissage;50;32031409;32031409;FAUX;32211031409;1
0470974D;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;27;Apprentissage;25;32031103;32031103;FAUX;32211031103;1
0470974D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;122;Apprentissage;50;32031213;32031213;FAUX;32211031213;1
0470974D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;122;Apprentissage;50;32031212;32031212;FAUX;32211031212;1
0470974D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;31;Apprentissage;16;32032612;32032612;FAUX;32211032612;1
0471027L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;18;Apprentissage;25;32031409;32031409;FAUX;32211031409;1
0471027L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;59;Apprentissage;25;32031213;32031213;FAUX;32211031213;1
0471027L;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;65;Apprentissage;25;32031212;32031212;FAUX;32211031212;1
0471051M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;65;Apprentissage;150;32031409;32031409;FAUX;32211031409;1
0471051M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;138;Apprentissage;200;32031213;32031213;FAUX;32211031213;1
0471051M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;124;Apprentissage;150;32031212;32031212;FAUX;32211031212;1
0480007X;BTS - Services - Tourisme;32211033426;1745;Scolaire;35;32033426;32033426;FAUX;32211033426;1
0480009Z;BTS - Production - Electrotechnique;32211025520;330;Scolaire;30;32025520;32025520;FAUX;32211025520;1
0480009Z;BTS - Production - Electrotechnique - en apprentissage;32211025520;17;Apprentissage;4;32025520;32025520;FAUX;32211025520;1
0480009Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;28;Apprentissage;18;32031409;32031409;FAUX;32211031409;1
0480009Z;BTS - Services - Management Commercial Opérationnel;32211031213;173;Scolaire;20;32031213;32031213;FAUX;32211031213;1
0480009Z;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;100;Scolaire;21;32033002;32033002;FAUX;32211033002;1
0480009Z;BTS - Services - Services informatiques aux organisations;32211032612;684;Scolaire;18;32032612;32032612;FAUX;32211032612;1
0480022N;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;101;Scolaire;16;32025215;32025215;FAUX;32211025215;1
0480022N;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;34;Apprentissage;7;32025215;32025215;FAUX;32211025215;1
0480023P;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;48;Scolaire;30;32033608;32033608;FAUX;32211033608;1
0480023P;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;7;Apprentissage;3;32033608;32033608;FAUX;32211033608;1
0480025S;BTS - Services - Communication;32211032003;368;Scolaire;26;32032003;32032003;FAUX;32211032003;1
0480025S;BTS - Services - Diététique;32211033103;285;Scolaire;26;32033103;32033103;FAUX;32211033103;1
0480025S;BTS - Services - Economie sociale familiale;32211033206;136;Scolaire;26;32033206;32033206;FAUX;32211033206;1
0480025S;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;163;Scolaire;26;32031212;32031212;FAUX;32211031212;1
0480025S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;16;Apprentissage;4;32031212;32031212;FAUX;32211031212;1
0480502K;BTS - Agricole - productions animales;32212021205;165;Scolaire;40;32021205;32021205;FAUX;32212021205;1
0480514Y;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;126;Scolaire;20;32021014;32021014;FAUX;32212021014;1
0480514Y;BTS - Agricole - Gestion et protection de la nature;32212021308;647;Scolaire;35;32021308;32021308;FAUX;32212021308;1
0480635E;BTS - Agricole - Gestion forestière;32212021304;209;Scolaire;36;32021304;32021304;FAUX;32212021304;1
0480635E;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;74;Apprentissage;12;32021304;32021304;FAUX;32212021304;1
0480657D;BTS - Agricole - Aquaculture;32212021206;232;Scolaire;19;32021206;32021206;FAUX;32212021206;1
0480657D;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;165;Scolaire;19;32034302;32034302;FAUX;32212034302;1
0480677A;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;59;Apprentissage;22;32021014;32021014;FAUX;32212021014;1
0480680D;BTS - Production - Systèmes constructifs bois et habitat;32211023412;56;Scolaire;20;32023412;32023412;FAUX;32211023412;1
0480680D;BTS - Production - Techniques et services en matériels agricoles;32211025213;61;Scolaire;18;32025213;32025213;FAUX;32211025213;1
0480680D;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;41;Apprentissage;15;32025213;32025213;FAUX;32211025213;1
0480680D;BTS - Services - Management en hôtellerie restauration;32211033422;98;Scolaire;70;32033422;32033422;FAUX;32211033422;1
0480680D;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;41;Apprentissage;15;32033422;32033422;FAUX;32211033422;1
0480688M;BTS - Production - Traitement des matériaux;32211022310;129;Scolaire;15;32022310;32022310;FAUX;32211022310;1
0480688M;BTS - Production - Traitement des matériaux - en apprentissage;32211022310;13;Apprentissage;15;32022310;32022310;FAUX;32211022310;1
0490002L;BTS - Services - Management Commercial Opérationnel;32211031213;1670;Scolaire;35;32031213;32031213;FAUX;32211031213;1
0490003M;BTS - Production - Conception de produits industriels;32211020009;294;Scolaire;21;32020009;32020009;FAUX;32211020009;1
0490003M;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;93;Apprentissage;3;32020009;32020009;FAUX;32211020009;1
0490003M;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;300;Scolaire;21;32020111;32020111;FAUX;32211020111;1
0490003M;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;77;Apprentissage;3;32020111;32020111;FAUX;32211020111;1
0490003M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;726;Scolaire;21;32025521;32025521;FAUX;32211025521;1
0490003M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;90;Apprentissage;3;32025521;32025521;FAUX;32211025521;1
