UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0920141D;BTS - Services - Support à l'action managériale;32211032409;682;Scolaire;30;32032409;32032409;FAUX;32211032409;1
0920144G;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;1182;Scolaire;30;32020116;32020116;FAUX;32211020116;1
0920147K;BTS - Services - Banque conseiller de clientèle;32211031310;858;Scolaire;35;32031310;32031310;FAUX;32211031310;1
0920147K;BTS - Services - Commerce International;32211031215;3077;Scolaire;35;32031215;32031215;FAUX;32211031215;1
0920147K;BTS - Services - Comptabilité et gestion;32211031408;625;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0920150N;BTS - Production - Etude et réalisation d'agencement;32211023305;1097;Scolaire;30;32023305;32023305;FAUX;32211023305;1
0920158X;BTS - Services - Services informatiques aux organisations;32211032612;1292;Scolaire;30;32032612;32032612;FAUX;32211032612;1
0920164D;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;32211023108;210;Apprentissage;12;32023108;32023108;FAUX;32211023108;1
0920164D;BTS - Production - Travaux publics - en apprentissage;32211023206;446;Apprentissage;20;32023206;32023206;FAUX;32211023206;1
0920170K;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;333;Scolaire;16;32033608;32033608;FAUX;32211033608;1
0920170K;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;370;Apprentissage;14;32033608;32033608;FAUX;32211033608;1
0920171L;BTS - Production - Electrotechnique - en apprentissage;32211025520;235;Apprentissage;12;32025520;32025520;FAUX;32211025520;2
0920171L;BTS - Production - Electrotechnique - en apprentissage;32211025520;316;Apprentissage;12;32025520;32025520;FAUX;32211025520;2
0920680P;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;287;Apprentissage;15;32025014;32025014;FAUX;32211025014;1
0920799U;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;509;Scolaire;30;32031216;32031216;FAUX;32211031216;1
0920802X;BTS - Services - Commerce International;32211031215;996;Scolaire;35;32031215;32031215;FAUX;32211031215;1
0920802X;BTS - Services - Comptabilité et gestion;32211031408;412;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0920802X;BTS - Services - Gestion de la PME;32211031409;483;Scolaire;35;32031409;32031409;FAUX;32211031409;1
0920894X;BTS - Services - Comptabilité et gestion;32211031408;204;Scolaire;28;32031408;32031408;FAUX;32211031408;1
0920894X;BTS - Services - Services informatiques aux organisations;32211032612;280;Scolaire;32;32032612;32032612;FAUX;32211032612;1
0920897A;BTS - Services - Commerce International;32211031215;1087;Scolaire;70;32031215;32031215;FAUX;32211031215;1
0920928J;BTS - Production - Assistance technique d'ingénieur;32211025001;142;Scolaire;18;32025001;32025001;FAUX;32211025001;1
0920928J;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;7;Apprentissage;18;32025001;32025001;FAUX;32211025001;1
0920928J;BTS - Production - Electrotechnique - en apprentissage;32211025520;124;Apprentissage;18;32025520;32025520;FAUX;32211025520;1
0920981S;BTS - Production - Electrotechnique - en apprentissage;32211025520;108;Apprentissage;12;32025520;32025520;FAUX;32211025520;1
0921156G;BTS - Production - Biotechnologies;32211022104;837;Scolaire;30;32022104;32022104;FAUX;32211022104;1
0921156G;BTS - Production - Métiers de la chimie;32211022208;896;Scolaire;30;32022208;32022208;FAUX;32211022208;1
0921156G;BTS - Production - Métiers de la chimie - en apprentissage;32211022208;202;Apprentissage;16;32022208;32022208;FAUX;32211022208;1
0921166T;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;417;Scolaire;26;32020111;32020111;FAUX;32211020111;1
0921166T;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;246;Scolaire;26;32022711;32022711;FAUX;32211022711;1
0921166T;BTS - Services - Economie sociale familiale;32211033206;661;Scolaire;22;32033206;32033206;FAUX;32211033206;1
0921166T;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;468;Scolaire;28;32033002;32033002;FAUX;32211033002;1
0921229L;BTS - Services - Métiers des Services à l'environnement;32211034304;513;Scolaire;30;32034304;32034304;FAUX;32211034304;1
0921230M;BTS - Production - Conception et industrialisation en microtechniques;32211025005;237;Scolaire;22;32025005;32025005;FAUX;32211025005;1
0921230M;BTS - Services - Gestion de la PME;32211031409;1038;Scolaire;32;32031409;32031409;FAUX;32211031409;1
0921230M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;909;Apprentissage;15;32031409;32031409;FAUX;32211031409;1
0921230M;BTS - Services - Opticien-Lunetier;32211033107;866;Scolaire;26;32033107;32033107;FAUX;32211033107;1
0921230M;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;464;Apprentissage;16;32033107;32033107;FAUX;32211033107;1
0921274K;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;118;Apprentissage;24;32025001;32025001;FAUX;32211025001;1
0921274K;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;340;Apprentissage;24;32020116;32020116;FAUX;32211020116;1
0921274K;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;215;Apprentissage;24;32025521;32025521;FAUX;32211025521;1
0921274K;BTS - Production - Electrotechnique - en apprentissage;32211025520;107;Apprentissage;24;32025520;32025520;FAUX;32211025520;1
0921274K;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;75;Apprentissage;24;32025014;32025014;FAUX;32211025014;1
0921274K;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;138;Apprentissage;24;32032612;32032612;FAUX;32211032612;1
0921379Z;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;121;Apprentissage;10;32022709;32022709;FAUX;32211022709;1
0921399W;BTS - Services - Professions immobilières;32211031309;1540;Scolaire;32;32031309;32031309;FAUX;32211031309;1
0921484N;BTS - Services - Commerce International;32211031215;899;Scolaire;37;32031215;32031215;FAUX;32211031215;1
0921484N;BTS - Services - Management Commercial Opérationnel;32211031213;461;Scolaire;37;32031213;32031213;FAUX;32211031213;1
0921484N;BTS - Services - Services informatiques aux organisations;32211032612;241;Scolaire;30;32032612;32032612;FAUX;32211032612;1
0921500F;BTS - Services - Tourisme - en apprentissage;32211033426;798;Apprentissage;16;32033426;32033426;FAUX;32211033426;1
0921592F;BTS - Services - Management Commercial Opérationnel;32211031213;737;Scolaire;24;32031213;32031213;FAUX;32211031213;1
0921594H;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;2860;Scolaire;38;32031212;32031212;FAUX;32211031212;1
0921594H;BTS - Services - Support à l'action managériale (Statut d'apprenti sur tout ou partie des années, au-delà de la première);32211032409;315;Scolaire;38;32032409;32032409;FAUX;32211032409;1
0921625S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;2013;Apprentissage;30;32031213;32031213;FAUX;32211031213;1
0921625S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;2527;Apprentissage;30;32031212;32031212;FAUX;32211031212;1
0921676X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;630;Apprentissage;25;32031213;32031213;FAUX;32211031213;1
0921676X;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;79;Apprentissage;14;32033422;32033422;FAUX;32211033422;1
0921679A;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;148;Apprentissage;24;32031103;32031103;FAUX;32211031103;1
0921935D;BTS - Services - Collaborateur juriste notarial;32211034502;611;Scolaire;15;32034502;32034502;FAUX;32211034502;1
0921935D;BTS - Services - Comptabilité et gestion;32211031408;246;Scolaire;16;32031408;32031408;FAUX;32211031408;1
0922149L;BTS - Services - Diététique;32211033103;987;Scolaire;38;32033103;32033103;FAUX;32211033103;1
0922149L;BTS - Services - Management en hôtellerie restauration;32211033422;211;Scolaire;39;32033422;32033422;FAUX;32211033422;1
0922149L;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;129;Apprentissage;28;32033422;32033422;FAUX;32211033422;1
0922149L;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;1209;Apprentissage;15;32032612;32032612;FAUX;32211032612;1
0922149L;BTS - Services - Tourisme;32211033426;2048;Scolaire;90;32033426;32033426;FAUX;32211033426;1
0922149L;BTS - Services - Tourisme - en apprentissage;32211033426;1166;Apprentissage;16;32033426;32033426;FAUX;32211033426;1
0922274X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;168;Apprentissage;40;32031409;32031409;FAUX;32211031409;1
0922274X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;216;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0922275Y;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;1;Apprentissage;10;32033607;32033607;FAUX;32211033607;1
0922275Y;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;12;Apprentissage;20;32033608;32033608;FAUX;32211033608;1
0922276Z;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;422;Apprentissage;20;32031408;32031408;FAUX;32211031408;1
0922276Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;377;Apprentissage;20;32031409;32031409;FAUX;32211031409;1
0922276Z;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1406;Scolaire;55;32031212;32031212;FAUX;32211031212;1
0922277A;BTS - Production - Conception et réalisation de carrosseries;32211025411;267;Scolaire;15;32025411;32025411;FAUX;32211025411;1
0922377J;BTS - Services - Commerce International - en apprentissage;32211031215;605;Apprentissage;30;32031215;32031215;FAUX;32211031215;1
0922377J;BTS - Services - Communication - en apprentissage;32211032003;298;Apprentissage;35;32032003;32032003;FAUX;32211032003;1
0922377J;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;98;Apprentissage;45;32031408;32031408;FAUX;32211031408;1
0922377J;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;72;Apprentissage;20;32031216;32031216;FAUX;32211031216;1
0922377J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;94;Apprentissage;40;32031409;32031409;FAUX;32211031409;1
0922377J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;121;Apprentissage;25;32031103;32031103;FAUX;32211031103;1
0922377J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;309;Apprentissage;95;32031213;32031213;FAUX;32211031213;1
0922377J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;320;Apprentissage;55;32031212;32031212;FAUX;32211031212;1
0922377J;BTS - Services - Professions immobilières - en apprentissage;32211031309;274;Apprentissage;50;32031309;32031309;FAUX;32211031309;1
0922377J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;87;Apprentissage;30;32032409;32032409;FAUX;32211032409;1
0922377J;BTS - Services - Tourisme - en apprentissage;32211033426;191;Apprentissage;20;32033426;32033426;FAUX;32211033426;1
0922398G;BTS - Services - Communication;32211032003;1993;Scolaire;34;32032003;32032003;FAUX;32211032003;1
0922427N;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;457;Scolaire;24;32032209;32032209;FAUX;32211032209;1
0922427N;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;32211032209;81;Apprentissage;8;32032209;32032209;FAUX;32211032209;1
0922443F;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;628;Apprentissage;14;32032409;32032409;FAUX;32211032409;1
0922464D;BTS - Production - Métiers de la mode-vêtements;32211024207;674;Scolaire;27;32024207;32024207;FAUX;32211024207;1
0922464D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;720;Apprentissage;25;32031409;32031409;FAUX;32211031409;1
0922585K;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;103;Apprentissage;25;32025001;32025001;FAUX;32211025001;1
0922585K;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;127;Apprentissage;20;32020009;32020009;FAUX;32211020009;1
0922594V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;58;Apprentissage;45;32031409;32031409;FAUX;32211031409;1
0922594V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;126;Apprentissage;80;32031213;32031213;FAUX;32211031213;1
0922594V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;183;Apprentissage;45;32031212;32031212;FAUX;32211031212;1
0922614S;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;155;Apprentissage;35;32032612;32032612;FAUX;32211032612;1
0922650F;BTS - Services - Assurance - en apprentissage;32211031311;117;Apprentissage;100;32031311;32031311;FAUX;32211031311;1
0922650F;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;187;Apprentissage;25;32031310;32031310;FAUX;32211031310;1
0922652H;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;3;Apprentissage;;32022711;32022711;FAUX;32211022711;1
0922653J;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;407;Apprentissage;25;32020116;32020116;FAUX;32211020116;1
0922653J;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;178;Apprentissage;25;32025521;32025521;FAUX;32211025521;1
0922653J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;86;Apprentissage;25;32025014;32025014;FAUX;32211025014;1
