Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Demandes vœux 1;Affectés voeu 1;Affectés tous vœux
0130057S;LP LYC METIER;RENE CAILLIE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;9;11
0130057S;LP LYC METIER;RENE CAILLIE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;9;12
0130057S;LP LYC METIER;RENE CAILLIE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;7;7;11
0130057S;LP LYC METIER;RENE CAILLIE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO AMENAGEMENT FINITION BATIMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;7;7;10
0131436R;LPO PR;MODELE ELECTRONIQUE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;20;15;1;1;1
0131436R;LPO PR;MODELE ELECTRONIQUE;MARSEILLE 11E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;20;20;0;0;3
0130059U;LP;BLAISE PASCAL;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MICROTECHNIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;15;15
0130059U;LP;BLAISE PASCAL;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;32;29;30
0132828D;LPO PR;LA CADENELLE;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;0;0;2
0132828D;LPO PR;LA CADENELLE;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;0;0;1
0133474F;LPO PR;MARIE GASQUET;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;54;18;1;1;1
0133474F;LPO PR;MARIE GASQUET;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;2;0;0
0133474F;LPO PR;MARIE GASQUET;MARSEILLE 12E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;1
0132733A;LPO;ANTONIN ARTAUD;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;29;14;15
0130050J;LPO LYC METIER;DENIS DIDEROT;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;10;9;12
0130050J;LPO LYC METIER;DENIS DIDEROT;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHN. ETUDES BAT B ASSIST.ARCHI.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;20;12;12
0130050J;LPO LYC METIER;DENIS DIDEROT;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;16;12;12
0130050J;LPO LYC METIER;DENIS DIDEROT;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;5;5;8
0131445A;LP PR METIER;CHARLOTTE GRAWITZ;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;3;3;3
0131445A;LP PR METIER;CHARLOTTE GRAWITZ;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;0;0;0
0131445A;LP PR METIER;CHARLOTTE GRAWITZ;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;3;0;0
0131445A;LP PR METIER;CHARLOTTE GRAWITZ;MARSEILLE 13E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;2;0;0
0130056R;LP LYC METIER;LA FLORIDE;MARSEILLE 14E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;19;17;20
0130056R;LP LYC METIER;LA FLORIDE;MARSEILLE 14E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;6;5;10
0130056R;LP LYC METIER;LA FLORIDE;MARSEILLE 14E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;32;24;24
0130056R;LP LYC METIER;LA FLORIDE;MARSEILLE 14E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;13;23;13;13
0130056R;LP LYC METIER;LA FLORIDE;MARSEILLE 14E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;13;13;12;13
0131606A;LP LYC METIER;CALADE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;24;22;24
0131606A;LP LYC METIER;CALADE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;15;15;24
0131606A;LP LYC METIER;CALADE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;25;40;23;25
0131606A;LP LYC METIER;CALADE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;6;12
0131606A;LP LYC METIER;CALADE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;11;12
0130065A;LP LYC METIER;VISTE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;8;12
0130065A;LP LYC METIER;VISTE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;40;20;24
0130065A;LP LYC METIER;VISTE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;27;12;12
0134101M;LPO PR;ST LOUIS;MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;2;2;2
0134101M;LPO PR;ST LOUIS;MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;20;20;0;0;0
0134101M;LPO PR;ST LOUIS;MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;1
0134101M;LPO PR;ST LOUIS;MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;17;1;1;1
0131463V;LP PR;CABUCELLE (LA);MARSEILLE 15E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;7;0;0;0
0130058T;LP LYC METIER;ESTAQUE (L');MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;9;10
0130058T;LP LYC METIER;ESTAQUE (L');MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;22;15;24
0131432L;LP PR METIER;ST ANDRE;MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;9;6;3;5
0131432L;LP PR METIER;ST ANDRE;MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;9;0;0;0
0131432L;LP PR METIER;ST ANDRE;MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;9;0;0;0
0131433M;LP PR METIER;ST HENRI;MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;20;20;0;0;1
0131433M;LP PR METIER;ST HENRI;MARSEILLE 16E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;1
0130055P;LP;CHATELIER (LE);MARSEILLE  3E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO PROC. CHIMIE EAU PAPIERS-CARTONS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;11;11;14
0130055P;LP;CHATELIER (LE);MARSEILLE  3E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;10;12
0130055P;LP;CHATELIER (LE);MARSEILLE  3E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;25;12;12
0130055P;LP;CHATELIER (LE);MARSEILLE  3E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;35;31;36
0131441W;LP PR;ST MICHEL (ANN. ST CH. CAMAS);MARSEILLE  5E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;1;1;1
0131441W;LP PR;ST MICHEL (ANN. ST CH. CAMAS);MARSEILLE  5E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;1;1;1
0131441W;LP PR;ST MICHEL (ANN. ST CH. CAMAS);MARSEILLE  5E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;2;1;1
0131402D;LPO PR;CHARLES PEGUY;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;30;30;15;14;14
0131402D;LPO PR;CHARLES PEGUY;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;30;30;16;13;13
0133396W;LPO PR;DON BOSCO;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;1;1;2
0133396W;LPO PR;DON BOSCO;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;1;1;1
0133396W;LPO PR;DON BOSCO;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;0
0133396W;LPO PR;DON BOSCO;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;0
0133396W;LPO PR;DON BOSCO;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;0
0131403E;LPO PR;ST VINCENT DE PAUL;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;2;2;3
0131403E;LPO PR;ST VINCENT DE PAUL;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;1;1;1
0132193N;LP PR;EDMOND ROSTAND;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;2;2;2
0131437S;LP PR;PHOCEA R ATTOYAN (COIFFURE);MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;0;0;0
0131434N;LP PR METIER;ECOLE LIBRE DE METIERS;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;1;0;0
0131434N;LP PR METIER;ECOLE LIBRE DE METIERS;MARSEILLE  6E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;24;0;0;0
0130071G;LP LYC METIER;COLBERT;MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;34;24;24
0130071G;LP LYC METIER;COLBERT;MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;Academique;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;22;20;24
0130071G;LP LYC METIER;COLBERT;MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;28;22;24
0130071G;LP LYC METIER;COLBERT;MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;52;24;24
0130071G;LP LYC METIER;COLBERT;MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;22;20;24
0130049H;LPO;REMPART (RUE DU);MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;13;15
0130049H;LPO;REMPART (RUE DU);MARSEILLE  7E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;14;15
0130054N;LP;POINSO-CHAPUIS;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ETUDE ET REALISATION D'AGENCEMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;9;9;9
0130062X;LP LYC METIER;FREDERIC MISTRAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;40;30;30
0130062X;LP LYC METIER;FREDERIC MISTRAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;30;21;24
0130062X;LP LYC METIER;FREDERIC MISTRAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;37;34;36
0130063Y;LP LYC METIER;LEAU;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;15;15
0130063Y;LP LYC METIER;LEAU;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;18;13;15
0130063Y;LP LYC METIER;LEAU;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;28;15;15
0130063Y;LP LYC METIER;LEAU;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;17;14;15
0132974M;LPO LYC METIER;HOTELIER REGIONAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;31;24;24
0132974M;LPO LYC METIER;HOTELIER REGIONAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;35;24;24
0132974M;LPO LYC METIER;HOTELIER REGIONAL;MARSEILLE 8E  ARRONDISSEMENT;BOUCHES-DU-RHONE;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;22;21;24
0130143K;LPO;PAUL LANGEVIN;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;24;15;15
0130143K;LPO;PAUL LANGEVIN;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;31;37;31;31
0132210G;LPO LYC METIER;JEAN LURCAT;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;14;15
0132210G;LPO LYC METIER;JEAN LURCAT;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;22;15;15
0132210G;LPO LYC METIER;JEAN LURCAT;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;21;15;15
0131484T;LP PR;BRISE LAMES;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;1;1;1
0131484T;LP PR;BRISE LAMES;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;1;1;2
0131484T;LP PR;BRISE LAMES;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;9;3;1;2
0131484T;LP PR;BRISE LAMES;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;9;9;4;4;5
0131484T;LP PR;BRISE LAMES;MARTIGUES;BOUCHES-DU-RHONE;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;0;0;0
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;11;11
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO INTERV. SUR PATRIMOINE BATI OPT.A;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;3;3;3
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;12;14;12;12
