Rentrée scolaire;UAI;Mef Bcp 11;Nombre d'élèves : Total
2020;0730032N;23220023445;12
2020;0730032N;23810025510;12
2020;0730032N;23820023203;5
2020;0730032N;23820023303;5
2020;0730032N;23830023203;4
2020;0730032N;23830023303;3
2020;0730037U;23820033003;5
2020;0730037U;23830025510;12
2020;0730037U;23830033003;8
2020;0730037U;23830033004;12
2020;0730037U;32211025010;12
2020;0730039W;23210023002;11
2020;0730039W;23810020006;36
2020;0730039W;23830023203;7
2020;0730039W;23830023304;10
2020;0730043A;23810025516;15
2020;0730043A;23830025510;18
2020;0730760E;32211031212;18
2020;0730760E;32211031408;10
2020;0730763H;32211031211;24
2020;0730763H;32221032409;12
2020;0730772T;23810033005;28
2020;0730772T;23820033004;24
2020;0730773U;23210031224;18
2020;0730773U;23830031210;10
2020;0730774V;23110025133;7
2020;0730774V;23210023324;8
2020;0730774V;23220023002;10
2020;0730774V;23220034405;20
2020;0730774V;23820025007;12
2020;0730774V;23820025106;10
2020;0730774V;23830025509;2
2020;0730776X;23110031214;7
2020;0730776X;23220031216;11
2020;0730776X;23810031211;65
2020;0730776X;23830030001;13
2020;0730776X;23830031206;17
2020;0730811K;23210022142;9
2020;0730811K;23220022129;6
2020;0731043M;23220031122;12
2020;0731043M;23820031108;15
2020;0731043M;23830030001;29
2020;0731045P;23210023324;9
2020;0731045P;23220023324;7
2020;0731248K;23220025434;8
2020;0731248K;23810025408;8
2020;0731248K;23810033005;30
2020;0731248K;23820033004;30
2020;0731248K;23830022004;14
2020;0731248K;32211022003;8
2020;0731248K;32221022003;10
2020;0731392S;32211031409;32
2020;0740005D;32221032409;16
2020;0740005D;32221032611;10
2020;0740005D;32A11031403;38
2020;0740009H;23820031212;15
2020;0740009H;23820031213;30
2020;0740013M;23830031202;32
2020;0740014N;23820022106;42
2020;0740017S;32211020111;15
2020;0740017S;32211020112;15
2020;0740027C;23820025106;14
2020;0740027C;23830030001;13
2020;0740031G;23210023327;10
2020;0740031G;23210025524;12
2020;0740031G;23220023119;6
2020;0740031G;23220025222;4
2020;0740031G;23810023007;12
2020;0740031G;23820022703;18
2020;0740031G;23820025510;10
2020;0740031G;23830023203;4
2020;0740037N;32221031408;12
2020;0740047Z;32211033422;71
2020;0740047Z;32221033425;24
2020;0740051D;32221033426;25
2020;0740054G;23820024203;30
2020;0740054G;23820025007;21
2020;0740054G;23820033004;32
2020;0740054G;23830025007;18
2020;0740054G;23830033002;23
2020;0740059M;23220023441;9
2020;0740059M;23820025007;16
2020;0740059M;23820030001;26
2020;0740059M;23830025007;16
2020;0740062R;23210025431;11
2020;0740062R;23220025431;12
2020;0740062R;23830025214;24
2020;0740062R;23830025408;8
2020;0740082M;32221020112;21
2020;0740082M;32221032610;14
2020;0740092Y;32221031408;8
2020;0740100G;32211033109;15
2020;0740143D;23810031211;29
2020;0740144E;23820025510;12
2020;0740144E;23820025514;16
2020;0740148J;23210031224;16
2020;0740148J;23830033603;18
2020;0740152N;23810025106;10
2020;0740152N;23820023405;12
2020;0740152N;23820025406;4
2020;0740152N;23830023405;14
2020;0740152N;23830025106;6
2020;0740155S;23810023405;15
2020;0740155S;23820023405;14
2020;0740156T;23210031224;17
2020;0740156T;23220031216;18
2020;0740156T;23830033004;27
2020;0741101V;23810030003;67
2020;0741101V;23810033005;28
2020;0741101V;23820030001;46
2020;0741164N;23810031211;84
2020;0741164N;23820030001;42
2020;0741164N;23830031206;26
2020;0741285V;23220023002;7
2020;0741285V;23220023441;8
2020;0741285V;23830025006;13
2020;0741286W;23810033005;30
2020;0741476C;23210022142;10
2020;0741476C;23210023446;6
2020;0741476C;23810020006;11
2020;0741476C;32221025515;21
2020;0741532N;32211020008;15
2020;0741669M;23810031211;30
2020;0741669M;23830033003;5
2020;0590005K;23210031224;44
2020;0590005K;23220031214;44
2020;0590005K;23810025007;9
2020;0590005K;23810025510;9
2020;0590005K;23810025516;15
2020;0590005K;23810031211;100
2020;0590005K;23820025510;21
2020;0590005K;23820025515;15
2020;0590005K;23830025007;14
2020;0590010R;32211031409;34
2020;0590010R;32221031408;17
2020;0590011S;23810022303;1
2020;0590011S;23820022303;14
2020;0590011S;23820025106;10
2020;0590011S;23830025106;8
2020;0590011S;32211020009;17
2020;0590011S;32211022002;8
2020;0590011S;32211025001;12
2020;0590011S;32221020009;12
2020;0590011S;32221025001;11
2020;0590011S;32221025516;9
2020;0590015W;23210023217;26
2020;0590015W;23820023203;14
2020;0590015W;23830022704;11
2020;0590015W;23830031202;34
2020;0590018Z;23820022106;28
2020;0590034S;32211031408;35
2020;0590034S;32221025515;21
2020;0590035T;32211032409;26
2020;0590035T;32221032409;18
2020;0590037V;23210022142;24
2020;0590037V;23210033411;29
2020;0590037V;23220033411;22
2020;0590037V;23820031213;68
2020;0590037V;23830031206;16
2020;0590042A;23220031214;14
2020;0590042A;23830031210;6
2020;0590042A;32211031409;33
2020;0590044C;23810025510;24
2020;0590044C;23830025106;16
2020;0590060V;32211025005;11
2020;0590064Z;32221031211;30
2020;0590065A;32221025515;22
2020;0590072H;32211020111;14
2020;0590072H;32211022316;11
2020;0590072H;32221022317;7
2020;0590073J;32211031211;34
2020;0590073J;32221031211;23
2020;0590083V;23220023441;7
2020;0590083V;23810025218;28
2020;0590083V;23810025408;11
2020;0590083V;23820025214;22
2020;0590083V;23830023407;6
2020;0590093F;23810030003;17
2020;0590093F;23810031211;69
2020;0590093F;23820030001;17
2020;0590093F;23830031202;62
2020;0590093F;32221022505;16
2020;0590093F;32221022506;1
2020;0590098L;23210025524;13
2020;0590098L;23210034307;9
2020;0590098L;23220025524;10
2020;0590098L;23830025514;10
2020;0590098L;32211033204;32
2020;0590102R;23210023445;9
2020;0590102R;23210025218;27
2020;0590102R;23220031217;13
2020;0590102R;23810023405;3
2020;0590102R;23810025217;13
2020;0590102R;23810025218;37
2020;0590102R;23810031211;65
2020;0590102R;23820025510;15
2020;0590102R;23830030001;18
2020;0590102R;23910025207;8
2020;0590110Z;32211031213;32
2020;0590110Z;32211031408;23
2020;0590111A;23220031214;17
2020;0590117G;32211031212;34
2020;0590122M;23820033004;46
2020;0590122M;23830033003;14
2020;0590122M;32211033001;43
2020;0590122M;51111033103;3
2020;0590125R;23210031223;21
2020;0590125R;23820033403;26
2020;0590125R;23910033410;3
2020;0590133Z;23210023324;28
2020;0590133Z;23210023325;16
2020;0590133Z;23210023327;15
2020;0590133Z;23210023441;16
2020;0590133Z;23220023217;20
2020;0590133Z;23220023441;12
2020;0590133Z;23810022703;9
2020;0590133Z;23830022704;7
2020;0590133Z;23830023203;8
2020;0590149S;23820025411;14
2020;0590168M;23830030001;12
2020;0590168M;23830033004;25
2020;0590184E;32221032330;13
2020;0590185F;23820030001;51
2020;0590185F;23820031212;34
2020;0590185F;32221031213;21
2020;0590186G;23220025524;13
2020;0590186G;23820031214;12
2020;0590186G;23830031202;45
2020;0590187H;23220023441;12
2020;0590187H;23820023405;6
2020;0590187H;23830022704;5
2020;0590189K;23810033005;28
2020;0590189K;23810033404;55
2020;0590192N;23220025524;11
2020;0590192N;23830030001;15
2020;0590198V;23210023324;13
2020;0590198V;23820023004;15
2020;0590198V;23830025509;11
2020;0590215N;32221033001;24
2020;0590216P;23210032225;11
2020;0590216P;23220032225;18
2020;0590216P;23820022403;17
2020;0590216P;23820032303;45
2020;0590216P;23820033102;16
2020;0590216P;23830023304;11
2020;0590217R;23810033005;59
2020;0590217R;23830024203;25
2020;0590217R;23830031210;12
2020;0590217R;23830033002;17
2020;0590221V;32211031103;29
2020;0590222W;32221031211;23
2020;0590223X;32211020009;13
2020;0590223X;32211025215;33
2020;0590223X;32211025520;29
2020;0590233H;23820031213;32
2020;0590249A;23210034307;30
2020;0590252D;23810030003;17
2020;0590252D;23830030001;13
2020;0590255G;23210031224;29
2020;0590255G;23810033605;63
2020;0590255G;23820031108;35
2020;0590255G;32211033606;33
2020;0590257J;23220022129;10
2020;0590257J;23810033404;42
2020;0590257J;23820022106;13
2020;0590257J;23820031213;33
2020;0590258K;32211031212;50
2020;0590258K;32211031311;38
2020;0590258K;32211031408;81
2020;0590258K;32211032409;34
2020;0590258K;32211033426;73
2020;0590258K;32221020008;39
2020;0590258K;32221031409;28
2020;0590258K;32221033426;57
2020;0590263R;23210025524;6
2020;0590264S;23810025106;11
2020;0590264S;23810025510;27
2020;0590264S;23830024203;11
2020;0590264S;23830025106;13
2020;0590265T;23820025106;13
2020;0590265T;23820025509;31
2020;0590266U;23810022704;13
2020;0590266U;23820025509;11
2020;0590266U;23820025510;28
2020;0590266U;23830032208;8
2020;0590270Y;23210025434;29
2020;0590270Y;23210031224;14
2020;0590270Y;23810025218;70
2020;0590270Y;23820025408;32
2020;0590270Y;23820025411;33
2020;0590270Y;23820025510;54
2020;0590270Y;23910025406;6
2020;0590282L;32221031212;24
2020;0592610S;23810025007;21
2020;0592610S;23810025510;13
2020;0592610S;23810031211;34
2020;0592611T;23830022703;9
2020;0592611T;23830025007;17
2020;0592611T;23830025408;16
2020;0592712C;23810025106;15
2020;0592712C;23830025106;10
2020;0592712C;23830031202;28
2020;0592832H;23820030001;16
2020;0592832H;23830030001;13
2020;0592833J;23220031214;8
2020;0592833J;23810025510;12
2020;0592833J;23810030003;28
2020;0592833J;23820031214;18
2020;0592833J;23820033003;15
2020;0592850C;23220023441;6
2020;0592850C;23810030003;13
2020;0592850C;23820023407;13
2020;0592916Z;32221031409;24
2020;0592921E;32211032002;40
2020;0592921E;32211032612;36
2020;0592921E;32221032611;13
2020;0592926K;32211031213;28
2020;0592928M;23810033605;66
2020;0592928M;23820022106;9
2020;0592928M;23830022106;10
2020;0592928M;23830033603;21
2020;0592928M;32211033103;19
2020;0592963A;23830033003;19
2020;0592963A;32211032409;24
2020;0592963A;32221032409;10
2020;0592964B;23810022703;16
2020;0592964B;23830023404;7
2020;0592964B;23830025515;23
2020;0592965C;23210025524;13
2020;0592965C;23810030003;24
2020;0592965C;23810031211;41
2020;0592965C;23820025007;16
2020;0592965C;23820030001;36
2020;0592965C;23830023004;13
2020;0592965C;23830023407;12
2020;0592965C;23830025214;20
2020;0592965C;23830025510;38
2020;0592965C;32221031310;21
2020;0592967E;23820030001;28
2020;0592967E;23820031212;21
2020;0592967E;32211020008;20
2020;0592967E;32211031409;28
2020;0592969G;23210033411;14
2020;0592969G;23220033411;8
2020;0592969G;23820023404;4
2020;0592969G;23820031213;23
2020;0592969G;23830023303;5
2020;0592969G;23830025510;20
2020;0592969G;32221020111;14
2020;0592973L;23830031210;9
2020;0592976P;23210031224;16
2020;0592976P;23810033005;45
2020;0592976P;23820031106;25
2020;0592976P;23830030001;14
2020;0592976P;23830031106;17
2020;0593006X;32221032409;16
2020;0593007Y;32211025520;14
2020;0593015G;23210022142;6
2020;0593015G;23220022129;10
2020;0593015G;23810033006;13
2020;0593015G;23820031214;19
2020;0593015G;23820033004;42
2020;0593015G;23910033001;14
2020;0593020M;23210033616;4
2020;0593027V;23820025514;16
2020;0593027V;23820025515;21
2020;0593027V;23830025007;13
2020;0593027V;23830025515;20
2020;0593027V;32211022710;18
2020;0593030Y;23810033605;52
2020;0593030Y;23830031202;29
2020;0593034C;23220032227;1
2020;0593034C;23810031211;2
2020;0593034C;23830025007;5
2020;0593034C;23830025106;9
2020;0593034C;32221025515;7
2020;0593034C;32720013401;17
2020;0593040J;23830022105;51
2020;0593058D;23830031206;7
2020;0593058D;23830031210;4
2020;0593058D;32221031409;17
2020;0593060F;23210025220;13
2020;0593060F;23220025434;8
2020;0593060F;23810031211;23
2020;0593060F;23820031213;27
2020;0593060F;23830031202;25
2020;0593060F;23830034403;69
2020;0593061G;23210022142;17
2020;0593061G;23220022139;18
2020;0593061G;23220034307;3
2020;0593061G;23810030003;8
2020;0593061G;23810031211;31
2020;0593061G;23810033006;19
2020;0593061G;23820025514;7
2020;0593061G;23820030001;8
2020;0593061G;23830025510;14
2020;0593061G;23830025514;13
2020;0593061G;32221031212;22
2020;0593063J;23210023445;12
2020;0593063J;23220031223;6
2020;0593063J;23820022106;18
2020;0593063J;23820023004;7
2020;0593063J;23830022106;12
2020;0593066M;23820031213;21
2020;0593066M;23820034403;39
2020;0593071T;23830025007;8
2020;0593071T;23830031210;13
2020;0593071T;32221031408;9
2020;0593071T;32221032409;20
2020;0593077Z;23810025516;28
2020;0593077Z;23830025513;12
2020;0593077Z;32211025520;14
2020;0593077Z;32221025515;12
2020;0593078A;23820033003;4
2020;0593079B;23810031211;18
2020;0593079B;23830030001;9
2020;0593079B;23830033004;33
2020;0593104D;23810033006;15
2020;0593104D;23820022106;6
2020;0593104D;23830033004;13
2020;0593104D;23830033403;6
2020;0593104D;32211031213;24
2020;0593104D;32221031213;23
2020;0593104D;32221033204;21
2020;0593117T;23830031206;25
2020;0593117T;32221031213;35
2020;0593117T;32A31031403;30
2020;0593136N;32211031409;19
2020;0593495D;23220025524;15
2020;0594278E;32211020112;17
2020;0594278E;32211025001;10
2020;0594278E;32211025010;13
2020;0594278E;32221025516;6
2020;0594302F;23210023218;12
2020;0594302F;23210023442;13
2020;0594302F;23820023203;12
2020;0594302F;23830022704;13
2020;0594375K;23830020002;10
2020;0594380R;23210023002;9
2020;0594380R;23220023002;7
2020;0594391C;32221023011;13
2020;0594391C;32221032327;15
2020;0594391C;32810022001;41
2020;0594391C;32820022001;43
2020;0594400M;23110031117;12
2020;0594400M;23220025218;10
2020;0594400M;23810025408;15
2020;0594400M;23820025408;14
2020;0594400M;23830025214;37
2020;0594404S;23220023325;15
2020;0594404S;23220023442;10
2020;0594404S;23820023404;11
2020;0594404S;23830023404;12
2020;0594532F;23210033412;8
2020;0594532F;23220022129;18
2020;0594541R;23220033411;9
2020;0594653M;23210033411;14
2020;0594653M;23830030001;24
2020;0594653M;23830033003;26
2020;0595480L;23210033412;20
2020;0595480L;23810033005;30
2020;0595480L;23820034304;14
2020;0595480L;23830033403;17
2020;0595616J;32211031409;37
2020;0595616J;32221031409;32
2020;0595657D;32211032409;17
2020;0595657D;32221032326;18
2020;0595657D;32710013401;49
2020;0595678B;23210022142;21
2020;0595678B;23210033412;10
2020;0595678B;23820022105;29
2020;0595678B;23830022105;29
2020;0595678B;23830022106;22
2020;0595786U;32211023108;25
2020;0595786U;32211023411;13
2020;0595787V;23210025218;37
2020;0595809U;32221022208;40
2020;0595856V;23210033411;26
2020;0595856V;23810033005;15
2020;0595856V;23820033002;18
2020;0595867G;32211032409;33
2020;0595867G;32221031211;32
2020;0595867G;32221032409;28
2020;0595884A;23210031224;14
2020;0595884A;23220031214;16
2020;0595884A;23820031212;14
2020;0595884A;23820031213;52
2020;0595884A;23830031202;48
2020;0595884A;32211020008;28
2020;0595884A;32221031213;42
2020;0595885B;32211031212;30
2020;0595885B;32221031212;32
2020;0595885B;32221032409;26
2020;0595894L;23210022142;34
2020;0595894L;23220022129;29
2020;0595894L;23820030001;43
2020;0595894L;23820031212;16
2020;0595894L;23830022106;23
2020;0595894L;23830031210;14
2020;0595918M;23810025510;33
2020;0595918M;23820025411;30
2020;0595918M;23830025007;31
2020;0596854E;23810025007;11
2020;0596854E;23810025510;23
2020;0596854E;23810033005;28
2020;0596854E;23820030001;13
2020;0596854E;23830025510;21
2020;0596854E;23830030001;17
2020;0596854E;32221031409;26
2020;0596957S;23210025431;13
2020;0596957S;23220025431;10
2020;0596957S;23810020006;8
2020;0596957S;23810030003;33
2020;0596957S;23810031211;86
2020;0596957S;23830030001;27
2020;0596957S;23830031210;13
2020;0597005U;23220025524;10
2020;0597005U;23810033005;29
2020;0597005U;23820025303;15
2020;0597005U;23830033004;28
2020;0620011A;23210022715;12
2020;0620011A;23210025524;14
2020;0620011A;23220023325;12
2020;0620011A;23220023327;21
2020;0620011A;23810022703;14
2020;0620011A;23820023005;17
2020;0620011A;23820023405;15
2020;0620011A;23830022703;11
2020;0620011A;23830023405;12
2020;0620011A;32221020008;20
2020;0620018H;23810025218;45
2020;0620018H;23810025510;16
2020;0620018H;23820025214;44
2020;0620018H;23830025214;38
2020;0620027T;23210033411;23
2020;0620027T;32221031213;25
2020;0620030W;23220031217;18
2020;0620030W;23810025218;46
2020;0620030W;23810025408;12
2020;0620030W;23810031107;45
2020;0620040G;32211031211;33
2020;0620042J;32211031408;30
2020;0620043K;23220023441;11
2020;0620043K;23220025431;9
2020;0620043K;23810020002;11
2020;0620043K;23810020006;15
2020;0620043K;23810025218;27
2020;0620043K;23820023405;26
2020;0620043K;23820025510;20
2020;0620043K;23830025406;9
2020;0620052V;23820025509;15
2020;0620052V;23820025513;11
2020;0620056Z;23810030003;17
2020;0620056Z;23820031212;18
2020;0620056Z;23830030001;21
2020;0620056Z;23830031210;13
2020;0620056Z;32221025001;8
2020;0620059C;23810033005;60
2020;0620059C;23820031212;17
2020;0620059C;23820031213;67
2020;0620059C;23830031210;11
2020;0620063G;32221031310;31
2020;0620093P;32211031103;35
2020;0620095S;23220025524;11
2020;0620095S;23810023007;9
2020;0620095S;23810025007;25
2020;0620095S;23820023103;10
2020;0620095S;23830023004;15
2020;0620095S;32211023107;31
2020;0620108F;32221031409;33
2020;0620109G;32211033001;33
2020;0620109G;32221025010;13
2020;0620109G;32221025515;14
2020;0620109G;32221033001;18
2020;0620109G;32221033204;31
2020;0620110H;23220023440;11
2020;0620110H;23220033411;14
2020;0620110H;23220034307;13
2020;0620110H;23820033004;29
2020;0620110H;23830023303;13
2020;0620110H;23830034304;14
2020;0620113L;32211020113;26
2020;0620113L;32211025415;19
2020;0620113L;32221025415;20
2020;0620113L;32221031212;31
2020;0620113L;32221033109;24
2020;0620120U;32211032409;35
2020;0620121V;23210023324;8
2020;0620121V;23810022704;9
2020;0620121V;23810023007;3
2020;0620124Y;23210022715;10
2020;0620124Y;23210023327;14
2020;0620124Y;23220023217;11
2020;0620124Y;23810023404;5
2020;0620124Y;23830023404;7
2020;0620131F;23210025437;12
2020;0620131F;23210031224;14
2020;0620131F;23220025437;4
2020;0620140R;23820031213;67
2020;0620140R;23830031202;67
2020;0620140R;32221031213;31
2020;0620150B;23220025431;13
2020;0620150B;23820033004;30
2020;0620161N;32211031409;32
2020;0620161N;32221031408;24
2020;0620162P;23210033411;31
2020;0620162P;23220025524;15
2020;0620162P;23810025007;27
2020;0620162P;23810025516;30
2020;0620162P;23810030003;14
2020;0620162P;23810033005;28
2020;0620162P;23810034304;14
2020;0620162P;23820025408;26
2020;0620162P;23830025510;24
2020;0620162P;23830030001;17
2020;0620162P;23830033003;13
2020;0620167V;23220033411;15
2020;0620167V;23810025510;14
2020;0620167V;23820025007;14
2020;0620167V;23820031212;15
2020;0620167V;23830033002;12
2020;0620188T;23210033411;15
2020;0620188T;23810022107;28
2020;0620188T;23830022105;30
2020;0620188T;23910022110;2
2020;0620189U;23220025524;12
2020;0620189U;23810025510;30
2020;0620189U;23820030001;34
2020;0620189U;23830025510;37
2020;0620189U;23830031106;29
2020;0620190V;23210025437;15
2020;0620192X;23210033411;28
2020;0620192X;23220033411;28
2020;0620192X;23220034307;15
2020;0620192X;23810025007;11
2020;0620192X;23810033005;30
2020;0620192X;23820025514;29
2020;0620192X;23820033003;15
2020;0620192X;23830033003;25
2020;0620192X;23830033004;13
2020;0620220C;23220031122;16
2020;0620220C;23220031214;29
2020;0620220C;23820031106;55
2020;0620220C;23820031214;19
2020;0620221D;23810025408;11
2020;0620221D;23830025214;36
2020;0620221D;23830025510;21
2020;0620229M;23810030003;6
2020;0620229M;23810033104;8
2020;0620229M;23910031201;6
2020;0620256S;32211031408;33
2020;0620256S;32211032409;84
2020;0620256S;32211032612;65
2020;0620256S;32221032611;23
2020;0620257T;23210022139;22
2020;0620257T;23220022139;16
2020;0620257T;23810024304;15
2020;0620257T;23810025217;30
2020;0620257T;23810033404;51
2020;0620257T;23820025007;12
2020;0620257T;23820025510;23
2020;0620257T;23820033403;14
2020;0620257T;23820033603;30
2020;0620257T;23830025007;13
2020;0620257T;23830025510;27
2020;0620257T;23830025514;32
2020;0620257T;23910025002;3
2020;0620257T;32211033606;47
2020;0620257T;32221033607;4
2020;0620258U;23810020006;13
2020;0622089J;23820023003;15
2020;0622089J;23820024203;15
2020;0622089J;23820031212;16
2020;0622089J;23830030001;27
2020;0622089J;23830031206;27
2020;0622089J;23830031210;18
2020;0622099V;23220034307;8
2020;0622099V;23221021405;9
2020;0622114L;23820032303;33
2020;0622114L;23830032303;25
2020;0622150A;23810033101;5
2020;0622150A;23820033004;37
2020;0622195Z;23830033003;3
2020;0622195Z;23830034403;43
2020;0622196A;23820031214;25
2020;0622196A;23820033004;33
2020;0622196A;23830022106;5
2020;0622196A;23830025510;18
2020;0622196A;23910033412;14
2020;0622196A;32221020008;25
2020;0622196A;32221022207;28
2020;0622196A;32221025001;14
2020;0622196A;32221031212;44
2020;0622196A;32221031409;24
2020;0622198C;23830025007;12
2020;0622198C;23830033004;32
2020;0622198C;32221025515;11
2020;0622198C;32221031408;12
2020;0622199D;23830031202;8
2020;0622211S;23820033403;6
2020;0622211S;23830033603;25
2020;0622211S;23910033605;15
2020;0622275L;23220034307;10
2020;0622275L;23810031211;65
2020;0622275L;23820031212;14
2020;0622275L;23820033004;30
2020;0622275L;23830031206;11
2020;0622275L;23830031210;11
2020;0622276M;23220033411;10
2020;0622276M;23810033005;36
2020;0622276M;23820033003;13
2020;0622276M;23830033002;19
2020;0622276M;23830033003;9
2020;0622276M;32211033001;28
2020;0622276M;32211033204;31
2020;0622302R;23220023326;7
2020;0622302R;23220023327;10
2020;0622302R;23220034307;8
2020;0622801H;23110031117;15
2020;0622801H;23210023115;15
2020;0622801H;23210023222;16
2020;0622801H;23810020006;21
2020;0622801H;23810031107;30
2020;0622801H;23820031107;30
2020;0622801H;23830023103;13
2020;0622801H;32221025218;4
2020;0622803K;32211020111;24
2020;0622803K;32211025516;11
2020;0622803K;32221025516;9
2020;0622807P;23810033404;40
2020;0622807P;23910033413;7
2020;0622807P;32221033425;21
2020;0622949U;32211031212;35
2020;0622949U;32211032409;36
2020;0622949U;32211033001;51
2020;0622949U;32221031409;28
2020;0623328F;23210025218;37
2020;0623328F;23220025218;22
2020;0623328F;23220031214;26
2020;0623328F;23810030003;35
2020;0623328F;23820025410;12
2020;0623328F;23820030001;33
2020;0623328F;23830025410;10
2020;0623328F;23830030001;49
2020;0623377J;23810020006;42
2020;0623377J;23810023007;8
2020;0623377J;23810025509;9
2020;0623377J;23830022704;6
2020;0623377J;23830023203;14
2020;0623463C;23820023203;11
2020;0623864N;23810025408;44
2020;0623864N;23820025408;45
2020;0623864N;23830031210;18
2020;0623864N;23830033101;21
2020;0623902E;23810022106;1
2020;0623902E;23820022106;30
2020;0623902E;23820033403;13
2020;0623902E;23830022106;14
2020;0623902E;23830033004;28
2020;0623902E;32211033422;35
2020;0623902E;32221033423;18
2020;0624109E;23820025106;8
2020;0624109E;23830023407;17
2020;0624109E;32211031408;33
2020;0624109E;32211034501;24
2020;0624141P;32211022208;19
2020;0624430D;32211031311;41
2020;0624430D;32221031309;27
2020;0624440P;23210025524;12
2020;0624440P;23220031214;15
2020;0624440P;23820030001;17
2020;0624440P;23830025007;13
2020;0624440P;23830025510;23
2020;0010001W;23220023440;10
2020;0010001W;23220025524;11
2020;0010001W;23810022703;15
2020;0010001W;23810025516;15
2020;0010001W;23820023404;15
2020;0010001W;23820025515;15
2020;0010001W;23830023404;13
2020;0010001W;23830025515;15
2020;0010006B;23220022129;11
2020;0010006B;23830022106;10
2020;0010006B;23830022703;12
2020;0010016M;23820025007;14
2020;0010016M;23820025106;14
2020;0010016M;32221031408;36
2020;0010020S;23220025221;2
2020;0010021T;23820031213;13
2020;0010021T;23820033004;29
2020;0010034G;23210031224;25
2020;0010072Y;23820033003;11
2020;0010072Y;23820033004;13
2020;0010072Y;32211033426;24
2020;0010099C;23810025516;48
2020;0010099C;23820030001;27
2020;0010099C;23820031214;25
2020;0010099C;23830031206;21
2020;0010099C;23830031210;9
2020;0010814E;23220031216;13
2020;0010878Z;23810030003;26
2020;0010966V;23220023327;5
2020;0011010T;23220025524;9
2020;0011010T;23820033004;24
2020;0011118K;23210031122;13
2020;0011118K;23220031122;13
2020;0011118K;23830025214;29
2020;0011118K;23830025410;3
2020;0011118K;23830031108;9
2020;0011119L;23210020101;12
2020;0011119L;23210032225;12
2020;0011119L;23830020002;11
2020;0011119L;23830025007;12
2020;0011119L;23830025515;14
2020;0011119L;32211022316;9
2020;0011194T;32221022207;17
2020;0011258M;23810025516;15
2020;0420008F;23810025510;14
2020;0420008F;23830030001;18
2020;0420013L;32211031213;34
2020;0420014M;32221020111;12
2020;0420018S;32221020008;17
2020;0420021V;23810023007;14
2020;0420021V;23830022703;2
2020;0420027B;23830022704;11
2020;0420029D;23210022142;8
2020;0420029D;23810033005;28
2020;0420029D;23820031213;16
2020;0420029D;23830033004;24
2020;0420033H;32211032409;22
2020;0420034J;32211020009;13
2020;0420034J;32221020009;11
2020;0420040R;32211025415;14
2020;0420040R;32221025415;11
2020;0420042T;32312033109;22
2020;0420042T;32A11031403;22
2020;0420042T;32A21031403;34
2020;0420043U;32211031409;22
2020;0420043U;32221023012;10
2020;0420043U;32221023412;11
2020;0420044V;32211032612;29
2020;0420049A;23210033616;15
2020;0420049A;23220033616;15
2020;0420049A;23221021405;12
2020;0420049A;23820031212;17
2020;0420049A;23820033004;15
2020;0420049A;23820033603;24
2020;0420049A;51111033102;19
2020;0420065T;23210022142;11
2020;0420065T;23820033004;25
2020;0420065T;23820033403;12
2020;0420065T;23830033403;7
2020;0420073B;23820025107;8
2020;0420073B;23820025510;24
2020;0420074C;23210033412;16
2020;0420074C;23220022139;12
2020;0420074C;23220033412;12
2020;0420074C;23810030003;32
2020;0420075D;23810025106;13
2020;0420076E;23810025007;15
2020;0420076E;23810025218;29
2020;0420076E;23820025106;16
2020;0420076E;23830025007;22
2020;0420076E;23830025214;25
2020;0420076E;23830025510;15
2020;0420077F;23810030003;32
2020;0420077F;23820030001;31
2020;0420077F;23820031212;18
2020;0420077F;23830030001;33
2020;0420078G;23110031117;12
2020;0420078G;23210025437;14
2020;0420078G;23220025437;11
2020;0420078G;23810030003;32
2020;0420078G;23820031107;24
2020;0420078G;23830025411;9
2020;0420079H;23810025218;40
2020;0420079H;23810025408;20
2020;0420079H;23810032210;52
2020;0420079H;23830025007;30
2020;0420079H;23830025214;37
2020;0420079H;23830025408;20
2020;0420958N;23220023324;10
2020;0420958N;23810025510;12
2020;0420958N;23820023408;22
2020;0420958N;23830025510;11
2020;0420984S;23820031212;16
2020;0420984S;23830031202;22
2020;0420984S;23830031206;15
2020;0420984S;23830031210;13
2020;0420984S;23830032303;16
2020;0420985T;23220025218;7
2020;0420985T;23810025007;8
2020;0420985T;23810025510;13
2020;0420985T;23820022704;12
2020;0420985T;23830025007;8
2020;0420987V;23210034405;14
2020;0420987V;23220034405;12
2020;0420987V;23830025514;19
2020;0420991Z;23810025411;15
2020;0420991Z;23810033104;16
2020;0420991Z;23830025006;16
2020;0420991Z;23830025411;9
2020;0420991Z;23830033101;12
2020;0420991Z;23830034403;26
2020;0420996E;23810025106;8
2020;0420996E;23820025510;15
2020;0420996E;23830025510;13
2020;0420998G;23810031211;30
2020;0420998G;23820030001;20
2020;0421002L;23210033615;26
2020;0421002L;23220033615;25
2020;0421002L;23810033605;17
2020;0421002L;23820031214;24
2020;0421002L;23820033004;26
2020;0421002L;23830033004;26
2020;0421002L;23830033603;20
2020;0421006R;23110033204;14
2020;0421006R;23210031122;17
2020;0421006R;51111033205;14
2020;0421006R;51111033206;1
2020;0421020F;32221031211;32
2020;0421021G;32211033204;62
2020;0421021G;32221033103;26
2020;0421489R;23210022142;12
2020;0421489R;23210025431;14
2020;0421489R;23210033204;14
2020;0421489R;23810033005;29
