UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0442725Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;86;Apprentissage;10;32031408;32031408;FALSE;32211031408;;
0442725Y;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;73;Apprentissage;5;32032409;32032409;FALSE;32211032409;;
0490890B;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;103;Apprentissage;16;32033002;32033001;TRUE;32211033001;;
9741741Z;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;37;Apprentissage;25;32032409;32032409;FALSE;32211032409;;
9741741Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;84;Apprentissage;25;32031213;32031213;FALSE;32211031213;;
0211986V;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;32211023108;166;Apprentissage;10;32023108;32023108;FALSE;32211023108;;
0830923C;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;75;Apprentissage;15;32025415;32025415;FALSE;32211025415;;
0693176C;BTS - Services - Professions immobilières - en apprentissage;32211031309;329;Apprentissage;24;32031309;32031309;FALSE;32211031309;;
0573746M;BTS - Services - Professions immobilières - en apprentissage;32211031309;53;Apprentissage;20;32031309;32031309;FALSE;32211031309;;
0370759Z;BTS - Services - Professions immobilières - en apprentissage;32211031309;208;Apprentissage;15;32031309;32031309;FALSE;32211031309;;
0520939N;BTS - Agricole - Gestion et protection de la nature - en apprentissage;32212021308;1;Apprentissage;;32321308;32321308;FALSE;32212021308;;
0250013D;BTS - Production - Travaux publics - en apprentissage;32211023107;70;Apprentissage;10;32023107;32023107;FALSE;32211023107;;
0062204N;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;92;Apprentissage;7;32025215;32025215;FALSE;32211025215;;
0422256Z;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;94;Apprentissage;12;32022709;32022709;FALSE;32211022709;;
0292404F;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;100;Apprentissage;25;32031408;32031408;FALSE;32211031408;;
0422256Z;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;61;Apprentissage;12;32022711;32022711;FALSE;32211022711;;
0292404F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;331;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0632090E;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;98;Apprentissage;25;32032612;32032612;FALSE;32211032612;;
0422340R;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;13;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0150006A;BTS - Production - Enveloppe des bâtiments : conception et réalisation - en apprentissage;32211023205;46;Apprentissage;15;32023205;32023205;FALSE;32211023205;;
0632004L;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;48;Apprentissage;15;32032612;32032612;FALSE;32211032612;;
0756079A;BTS - Services - Professions immobilières - en apprentissage;32211031309;454;Apprentissage;20;32031309;32031309;FALSE;32211031309;;
0756262Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;112;Apprentissage;50;32031213;32031213;FALSE;32211031213;;
0756079A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;268;Apprentissage;76;32031213;32031213;FALSE;32211031213;;
0756262Z;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;186;Apprentissage;25;32033002;32033001;TRUE;32211033001;;
0754302U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;392;Apprentissage;45;32031213;32031213;FALSE;32211031213;;
0754302U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;509;Apprentissage;26;32031212;32031212;FALSE;32211031212;;
0755943C;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;313;Apprentissage;15;32033606;32033606;FALSE;32211033606;;
0754302U;BTS - Services - Communication - en apprentissage;32211032002;350;Apprentissage;11;32032002;32032002;FALSE;32211032002;;
0353005B;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;293;Apprentissage;5;32032329;32032329;FALSE;32211032329;;
0353005B;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;294;Apprentissage;5;32032330;32032330;FALSE;32211032330;;
0353005B;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production - en apprentissage;32211032332;341;Apprentissage;5;32032332;32032332;FALSE;32211032332;;
0682086Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;98;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0451548N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;9;Apprentissage;20;32031103;32031103;FALSE;32211031103;;
0170100S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;222;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0070009X;BTS - Production - Etude et réalisation d'agencement - en apprentissage;32211023305;182;Apprentissage;15;32023305;32023305;FALSE;32211023305;;
0680066C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;128;Apprentissage;5;32031213;32031213;FALSE;32211031213;;
0142248T;BTS - Services - Communication - en apprentissage;32211032002;215;Apprentissage;25;32032002;32032002;FALSE;32211032002;;
0142248T;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;100;Apprentissage;25;32033206;32033204;TRUE;32211033204;;
0142248T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;283;Apprentissage;50;32031213;32031213;FALSE;32211031213;;
0142248T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;251;Apprentissage;50;32031212;32031212;FALSE;32211031212;;
0142248T;BTS - Services - Assurance - en apprentissage;32211031311;75;Apprentissage;25;32031311;32031311;FALSE;32211031311;;
0142248T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;109;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0142248T;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;76;Apprentissage;25;32033002;32033001;TRUE;32211033001;;
0142248T;BTS - Services - Tourisme - en apprentissage;32211033426;85;Apprentissage;25;32033426;32033426;FALSE;32211033426;;
0573812J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;29;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0573812J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;112;Apprentissage;50;32031212;32031212;FALSE;32211031212;;
9720945V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;121;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
9720945V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;86;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
9720945V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;102;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0881672P;BTS - Services - Professions immobilières - en apprentissage;32211031309;67;Apprentissage;15;32031309;32031309;FALSE;32211031309;;
0922730T;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;272;Apprentissage;;32031310;32031310;FALSE;32211031310;;
0922730T;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;122;Apprentissage;;32034502;32034501;TRUE;32211034501;;
0301875A;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;45;Apprentissage;16;32031212;32031212;FALSE;32211031212;;
0301875A;BTS - Services - Gestion de la PME - en apprentissage;32211031409;37;Apprentissage;16;32031409;32031409;FALSE;32211031409;;
0301875A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;65;Apprentissage;22;32031213;32031213;FALSE;32211031213;;
0161238J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;103;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0161238J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;77;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0900029T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;100;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0011276G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;255;Apprentissage;15;32031212;32031212;FALSE;32211031212;;
0301881G;BTS - Services - Commerce International - en apprentissage;32211031215;134;Apprentissage;30;32031215;32031215;FALSE;32211031215;;
0301881G;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;78;Apprentissage;30;32032612;32032612;FALSE;32211032612;;
0301881G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;102;Apprentissage;30;32031213;32031213;FALSE;32211031213;;
0301881G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;141;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0580771Y;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;11;Apprentissage;15;32031216;32031216;FALSE;32211031216;;
0750685M;BTS - Production - Bioqualité - en apprentissage;32211022106;183;Apprentissage;12;32022106;32022106;FALSE;32211022106;;
0693452C;BTS - Services - Tourisme - en apprentissage;32211033426;268;Apprentissage;15;32033426;32033426;FALSE;32211033426;;
0501219D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;63;Apprentissage;10;32031409;32031409;FALSE;32211031409;;
0781946S;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;48;Apprentissage;18;32032409;32032409;FALSE;32211032409;;
0781946S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;167;Apprentissage;18;32031212;32031212;FALSE;32211031212;;
0781946S;BTS - Services - Professions immobilières - en apprentissage;32211031309;134;Apprentissage;18;32031309;32031309;FALSE;32211031309;;
0851372E;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;42;Apprentissage;20;32321014;32321014;FALSE;32212021014;;
0851372E;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;64;Apprentissage;20;32321401;32321401;FALSE;32212021401;;
0251643A;BTS - Agricole - productions animales - en apprentissage;32212021205;100;Apprentissage;25;32321205;32321205;FALSE;32212021205;;
0693704B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;236;Apprentissage;6;32031213;32031213;FALSE;32211031213;;
0693704B;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;79;Apprentissage;12;32031103;32031103;FALSE;32211031103;;
0693704B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;221;Apprentissage;12;32031409;32031409;FALSE;32211031409;;
0693704B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;235;Apprentissage;12;32031212;32031212;FALSE;32211031212;;
0694061P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;234;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0693704B;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;127;Apprentissage;12;32031408;32031408;FALSE;32211031408;;
0650029D;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;65;Apprentissage;2;32033606;32033606;FALSE;32211033606;;
0693704B;BTS - Services - Professions immobilières - en apprentissage;32211031309;244;Apprentissage;12;32031309;32031309;FALSE;32211031309;;
0693704B;BTS - Services - Commerce International - en apprentissage;32211031215;403;Apprentissage;4;32031215;32031215;FALSE;32211031215;;
0693704B;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;91;Apprentissage;12;32033002;32033001;TRUE;32211033001;;
0620256S;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;120;Apprentissage;16;32032409;32032409;FALSE;32211032409;;
0382440W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production - en apprentissage;32211032332;332;Apprentissage;1;32032332;32032332;FALSE;32211032332;;
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;229;Apprentissage;1;32032330;32032330;FALSE;32211032330;;
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;221;Apprentissage;1;32032329;32032329;FALSE;32211032329;;
0382440W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production - en apprentissage;32211032328;158;Apprentissage;1;32032328;32032328;FALSE;32211032328;;
0590034S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;123;Apprentissage;5;32031213;32031213;FALSE;32211031213;;
0281177C;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;73;Apprentissage;70;32033606;32033606;FALSE;32211033606;;
0590042A;BTS - Services - Gestion de la PME - en apprentissage;32211031409;5;Apprentissage;;32031409;32031409;FALSE;32211031409;;
0672770X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;100;Apprentissage;27;32031409;32031409;FALSE;32211031409;;
0590098L;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;72;Apprentissage;3;32033206;32033204;TRUE;32211033204;;
0672770X;BTS - Services - Communication - en apprentissage;32211032002;169;Apprentissage;28;32032002;32032002;FALSE;32211032002;;
0260072M;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;24;Apprentissage;12;32031216;32031216;FALSE;32211031216;;
0260072M;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;26;Apprentissage;11;32025015;32025011;TRUE;32211025011;;
0260072M;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;30;Apprentissage;20;32025014;32025010;TRUE;32211025010;;
0682016X;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;41;Apprentissage;24;32032409;32032409;FALSE;32211032409;;
0671639T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;77;Apprentissage;10;32031408;32031408;FALSE;32211031408;;
0260072M;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;36;Apprentissage;;32022711;32022711;FALSE;32211022711;;
0260072M;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;16;Apprentissage;10;32025516;32025516;FALSE;32211025516;;
0260072M;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;33;Apprentissage;10;32020112;32020112;FALSE;32211020112;;
0681885E;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;16;Apprentissage;40;32034304;32034304;FALSE;32211034304;;
0596791L;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;40;Apprentissage;20;32033206;32033204;TRUE;32211033204;;
0292413R;BTS - Services - Communication - en apprentissage;32211032002;141;Apprentissage;40;32032002;32032002;FALSE;32211032002;;
9720947X;BTS - Services - Communication - en apprentissage;32211032002;85;Apprentissage;30;32032002;32032002;FALSE;32211032002;;
0222027J;BTS - Services - Communication - en apprentissage;32211032002;111;Apprentissage;40;32032002;32032002;FALSE;32211032002;;
0301881G;BTS - Services - Communication - en apprentissage;32211032002;209;Apprentissage;30;32032002;32032002;FALSE;32211032002;;
9720947X;BTS - Services - Commerce International - en apprentissage;32211031215;82;Apprentissage;30;32031215;32031215;FALSE;32211031215;;
0141815X;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;14;Apprentissage;;32034304;32034304;FALSE;32211034304;;
0101141L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;42;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0550002D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;56;Apprentissage;4;32032612;32032612;FALSE;32211032612;;
0831207L;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;42;Apprentissage;15;32032409;32032409;FALSE;32211032409;;
0831207L;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;132;Apprentissage;15;32031212;32031212;FALSE;32211031212;;
0620052V;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;38;Apprentissage;;32022710;32022710;FALSE;32211022710;;
0763150L;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;18;Apprentissage;7;32025001;32025001;FALSE;32211025001;;
0620042J;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;97;Apprentissage;15;32020112;32020112;FALSE;32211020112;;
0754045P;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;159;Apprentissage;10;32034401;32034401;FALSE;32211034401;;
0061929P;BTS - Services - Tourisme - en apprentissage;32211033426;208;Apprentissage;15;32033426;32033426;FALSE;32211033426;;
0752792C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;57;Apprentissage;72;32031213;32031213;FALSE;32211031213;;
0752792C;BTS - Services - Gestion de la PME - en apprentissage;32211031409;18;Apprentissage;36;32031409;32031409;FALSE;32211031409;;
0090045A;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;13;Apprentissage;20;32032409;32032409;FALSE;32211032409;;
0752792C;BTS - Services - Communication - en apprentissage;32211032002;69;Apprentissage;;32032002;32032002;FALSE;32211032002;;
0755701P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;143;Apprentissage;50;32031213;32031213;FALSE;32211031213;;
0755701P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;220;Apprentissage;50;32031212;32031212;FALSE;32211031212;;
0755701P;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;99;Apprentissage;50;32031408;32031408;FALSE;32211031408;;
0755701P;BTS - Services - Professions immobilières - en apprentissage;32211031309;359;Apprentissage;50;32031309;32031309;FALSE;32211031309;;
0150790C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;13;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0150790C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;12;Apprentissage;15;32031212;32031212;FALSE;32211031212;;
0150790C;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;26;Apprentissage;15;32033002;32033001;TRUE;32211033001;;
0880021V;BTS - Production - Electrotechnique - en apprentissage;32211025520;77;Apprentissage;15;32025520;32025520;FALSE;32211025520;;
0332814E;BTS - Production - Electrotechnique - en apprentissage;32211025520;38;Apprentissage;12;32025520;32025520;FALSE;32211025520;;
0682054N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;106;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0682054N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;114;Apprentissage;15;32031409;32031409;FALSE;32211031409;;
0596791L;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;30;Apprentissage;20;32033002;32033001;TRUE;32211033001;;
0352503F;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;104;Apprentissage;16;32032612;32032612;FALSE;32211032612;;
0772919E;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;138;Apprentissage;28;32032612;32032612;FALSE;32211032612;;
0142321X;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;111;Apprentissage;22;32032612;32032612;FALSE;32211032612;;
0422340R;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;51;Apprentissage;15;32031212;32031212;FALSE;32211031212;;
0134428T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;121;Apprentissage;10;32031212;32031212;FALSE;32211031212;;
0141992P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;133;Apprentissage;40;32031212;32031212;FALSE;32211031212;;
0142248T;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;126;Apprentissage;25;32033606;32033606;FALSE;32211033606;;
0550861M;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;8;Apprentissage;25;32033422;32033422;FALSE;32211033422;;
0342428E;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;82;Apprentissage;12;32031408;32031408;FALSE;32211031408;;
0292413R;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;222;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0031024X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;33;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0422295S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;3;Apprentissage;;32031409;32031409;FALSE;32211031409;;
0134309N;BTS - Services - Assurance - en apprentissage;32211031311;159;Apprentissage;40;32031311;32031311;FALSE;32211031311;;
0134309N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;221;Apprentissage;45;32031213;32031213;FALSE;32211031213;;
0134295Y;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;35;Apprentissage;50;32032409;32032409;FALSE;32211032409;;
0134309N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;171;Apprentissage;45;32031212;32031212;FALSE;32211031212;;
0134295Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;47;Apprentissage;50;32031408;32031408;FALSE;32211031408;;
0134295Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;47;Apprentissage;50;32031212;32031212;FALSE;32211031212;;
0062070T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;38;Apprentissage;15;32031408;32031408;FALSE;32211031408;;
0060818G;BTS - Services - Assurance - en apprentissage;32211031311;55;Apprentissage;10;32031311;32031311;FALSE;32211031311;;
0060818G;BTS - Services - Gestion de la PME - en apprentissage;32211031409;53;Apprentissage;10;32031409;32031409;FALSE;32211031409;;
0134309N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;124;Apprentissage;40;32031409;32031409;FALSE;32211031409;;
0062070T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;113;Apprentissage;25;32031213;32031213;FALSE;32211031213;;
0060818G;BTS - Services - Professions immobilières - en apprentissage;32211031309;234;Apprentissage;25;32031309;32031309;FALSE;32211031309;;
0134295Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;81;Apprentissage;50;32031213;32031213;FALSE;32211031213;;
0060818G;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;93;Apprentissage;15;32034502;32034501;TRUE;32211034501;;
0134295Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;30;Apprentissage;50;32031409;32031409;FALSE;32211031409;;
0062070T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;33;Apprentissage;10;32031409;32031409;FALSE;32211031409;;
0060818G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;82;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0292384J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;71;Apprentissage;40;32031409;32031409;FALSE;32211031409;;
0292384J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;148;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0753516P;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;159;Apprentissage;12;32032612;32032612;FALSE;32211032612;;
0756214X;BTS - Services - Commerce International - en apprentissage;32211031215;417;Apprentissage;25;32031215;32031215;FALSE;32211031215;;
0520008B;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;12;Apprentissage;3;32022316;32022316;FALSE;32211022316;;
0772918D;BTS - Services - Communication - en apprentissage;32211032002;188;Apprentissage;80;32032002;32032002;FALSE;32211032002;;
0601701Y;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;63;Apprentissage;15;32034502;32034501;TRUE;32211034501;;
0597236V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;1;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0270029K;BTS - Production - Electrotechnique - en apprentissage;32211025520;54;Apprentissage;15;32025520;32025520;FALSE;32211025520;;
0682054N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;134;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0682054N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;86;Apprentissage;10;32031103;32031103;FALSE;32211031103;;
0450782F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;620;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0450782F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;324;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0411024R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;6;Apprentissage;5;32031408;32031408;FALSE;32211031408;;
0301748M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;41;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0624504J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;16;Apprentissage;36;32031103;32031103;FALSE;32211031103;;
0624504J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;10;Apprentissage;26;32025014;32025010;TRUE;32211025010;;
0134289S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;55;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0134289S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;167;Apprentissage;25;32031212;32031212;FALSE;32211031212;;
0623278B;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;39;Apprentissage;25;32033002;32033001;TRUE;32211033001;;
0763418C;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;82;Apprentissage;16;32331203;32331203;FALSE;32212031203;;
0411024R;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;8;Apprentissage;5;32031212;32031212;FALSE;32211031212;;
0241092G;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;4;Apprentissage;12;32331205;32331205;FALSE;32212031205;;
0332282B;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux - en apprentissage;32212031202;32;Apprentissage;7;32331202;32331202;FALSE;32212031202;;
0110943R;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux - en apprentissage;32212031202;60;Apprentissage;35;32331202;32331202;FALSE;32212031202;;
0861219H;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;9;Apprentissage;20;32331204;32331204;FALSE;32212031204;;
0520922V;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;2;Apprentissage;18;32331203;32331203;FALSE;32212031203;;
0221880Z;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois - en apprentissage;32212031201;10;Apprentissage;;32331201;32331201;FALSE;32212031201;;
0221880Z;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;59;Apprentissage;30;32331203;32331203;FALSE;32212031203;;
0221880Z;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;22;Apprentissage;30;32331204;32331204;FALSE;32212031204;;
0291842V;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux - en apprentissage;32212031202;9;Apprentissage;12;32331202;32331202;FALSE;32212031202;;
0755984X;BTS - Services - Communication - en apprentissage;32211032002;1;Apprentissage;;32032002;32032002;FALSE;32211032002;;
0756248J;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;243;Apprentissage;40;32032612;32032612;FALSE;32211032612;;
0220186H;BTS - Services - Management opérationnel de la sécurité;32211034401;204;Scolaire;15;32034401;32034401;FALSE;32211034401;;
0333551F;BTS - Services - Commerce International - en apprentissage;32211031215;1;Apprentissage;25;32031215;32031215;FALSE;32211031215;;
0772294A;BTS - Services - Professions immobilières;32211031309;1080;Scolaire;24;32031309;32031309;FALSE;32211031309;;
