Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé voie d’orientation;Mnémonique MEF national de rattachement;Code spécialité du MEF national de rattachement;MEF STAT 11;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Taux de pression (Total demandes vœux 1 / Capacité carte scolaire);Demandes vœux 1;Demandes tous vœux;Affectés voeu 1;Affectés tous vœux
9740986D;OF CFA;URMA DE SAINTE CLOTILDE;SAINT-DENIS;LA REUNION;CAP;1CAP2;31221.0;23210031221;1CAP2  POISSONNIER ECAILLER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;1;0;0
9740986D;OF CFA;URMA DE SAINTE CLOTILDE;SAINT-DENIS;LA REUNION;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;23;0;0
9740986D;OF CFA;URMA DE SAINTE CLOTILDE;SAINT-DENIS;LA REUNION;CAP;1CAP2;34308.0;23210034308;1CAP2  PROPR. & PREV. BIOCONTAMINATIONS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;0;0;0
9740986D;OF CFA;URMA DE SAINTE CLOTILDE;SAINT-DENIS;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25406.0;23810025406;2NDPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;4;0;0
9740986D;OF CFA;URMA DE SAINTE CLOTILDE;SAINT-DENIS;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25520.0;23810025520;2NDPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;7;0;0
9741834A;OF-CFA SAINT D;ECOLE REGIONALE DE LA FORMATIO;SAINT-DENIS;LA REUNION;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;7;0;0
9741833Z;OF-CFA SAINTE;SASU ELFE COACHING CONSEIL ...;SAINT-DENIS;LA REUNION;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;12;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;4;6;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;15;17;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;3;3;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;25;29;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;5;6;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;11;12;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;16;22;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;4;6;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;17;19;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;17;21;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;2;2;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;19;21;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;18;20;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;7;7;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;24;26;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;14;18;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;18;20;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;2;3;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;7;8;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;4;5;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;8;9;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;16;20;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;17;21;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;1;3;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;0;0;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;0;1;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;0;0;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;0;0;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;1;1;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;19;21;0;0
9740049K;RECTORAT;ACADEMIE DE LA REUNION;SAINT-DENIS;LA REUNION;AUTRE;;;;;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;O;ST;0;0;0;7;8;0;0
9741592M;SITE OF-CFA;CENTHOR NORD COULEURS MELANGES;SAINT-DENIS;LA REUNION;CAP;1CAP2;22142.0;23210022142;1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE);National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;5;0;0
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;24204.0;23820024204;1ERPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;22;22;1;22;28;21;22
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;24204.0;23820024204;1ERPRO METIERS DE COUTURE ET DE CONFECT.;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;14;14;1,57;22;27;14;14
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;0,6;18;86;18;30
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31106.0;23820031106;1ERPRO LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;2;30;87;15;15
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31114.0;23820031114;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1,07;16;78;9;15
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31212.0;23820031212;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;0,93;28;74;25;30
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;1,07;48;86;38;45
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;33604.0;23820033604;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;2;24;49;11;12
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;33606.0;23820033606;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,13;27;44;23;24
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;24240.0;23210024240;1CAP2  METIERS DE LA MODE-VÊTEMENT FLOU;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;17;0,33;8;89;6;17
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;24240.0;23210024240;1CAP2  METIERS DE LA MODE-VÊTEMENT FLOU;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;7;0;2;21;2;7
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;14;0;7;33;6;14
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;48;34;0,27;13;140;11;34
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;2;0;12;41;2;2
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;10;3,83;46;197;9;10
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;20;2,25;54;230;15;20
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;4;0;6;64;3;4
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;24204.0;23810024204;2NDPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;0,54;13;70;11;24
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;60;60;0,65;39;232;38;60
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;75;75;0,49;37;254;36;75
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33605.0;23810033605;2NDPRO MET.BEAUTE&BIEN-ETRE 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;36;18;1,72;62;185;18;18
9740921H;LP;ISNELLE AMELIN;SAINTE-MARIE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33605.0;23810033605;2NDPRO MET.BEAUTE&BIEN-ETRE 2NDE COMMUNE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;18;0;40;144;18;18
9741060J;LEAP;PRIVE AGRICOLE CLUNY DE STE SU;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;ST;24;24;0,29;7;24;7;10
9741060J;LEAP;PRIVE AGRICOLE CLUNY DE STE SU;SAINTE-SUZANNE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;22103.0;23811022103;2DPROA CONSEIL VENTE;National;AGRICULTURE;PRIVE;3eme;N;ST;16;16;0,19;3;11;3;3
9741060J;LEAP;PRIVE AGRICOLE CLUNY DE STE SU;SAINTE-SUZANNE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;33001.0;23811033001;2DPROA SERV PERS TERRIT;National;AGRICULTURE;PRIVE;3eme;N;ST;48;48;0,1;5;23;5;9
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;23303.0;23820023303;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,75;18;44;16;18
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;25406.0;23820025406;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,17;28;52;22;24
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;23329.0;23210023329;1CAP2  MENUISIER ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;19;0,46;11;79;10;19
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;23329.0;23210023329;1CAP2  MENUISIER ALUMINIUM-VERRE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;5;0;3;22;3;5
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;25436.0;23210025436;1CAP2  FERRONNIER D'ART;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;2;0;1;15;1;2
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;25436.0;23210025436;1CAP2  FERRONNIER D'ART;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;10;0,42;5;64;5;10
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;18;0,38;9;104;8;18
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;6;0;4;21;4;6
9741270M;LPO LYC METIER;BEL AIR;SAINTE-SUZANNE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20006.0;23810020006;2NDPRO MET.CON.DUR.BAT.&TRA.PUB.2NDE COM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;48;48;0,6;29;114;29;34
9740679V;LP PR;PRIVE CATHOLIQUE STE SUZANNE;SAINTE-SUZANNE;LA REUNION;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;15;0,33;5;21;5;9
9740679V;LP PR;PRIVE CATHOLIQUE STE SUZANNE;SAINTE-SUZANNE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;15;0,13;2;14;2;4
9740679V;LP PR;PRIVE CATHOLIQUE STE SUZANNE;SAINTE-SUZANNE;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;24;24;0,21;5;19;5;7
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;23303.0;23820023303;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;13;0,92;11;17;11;13
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;23404.0;23820023404;1ERPRO TECHNICIEN CONSTRUCTEUR BOIS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;0,5;6;7;6;7
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;23405.0;23820023405;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;1;12;12;12;12
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;48;48;0,98;47;75;46;46
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;48;48;0,69;33;79;31;31
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;60;60;0,53;32;49;31;33
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31212.0;23820031212;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;0,5;15;50;15;16
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,17;35;58;30;30
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23329.0;23210023329;1CAP2  MENUISIER ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;11;0,5;6;60;3;11
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23329.0;23210023329;1CAP2  MENUISIER ALUMINIUM-VERRE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;1;0;1;9;1;1
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23446.0;23210023446;1CAP2  CHARPENTIER BOIS;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;2;0;2;7;2;2
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23446.0;23210023446;1CAP2  CHARPENTIER BOIS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;10;0,17;2;42;2;10
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23447.0;23210023447;1CAP2  MENUISIER FABRICANT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;0,83;10;48;8;12
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;23447.0;23210023447;1CAP2  MENUISIER FABRICANT;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;0;0;0;5;0;0
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;19;0,63;15;55;9;19
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;5;0;2;19;2;5
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;7;0;12;22;7;7
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;17;1,58;38;111;15;17
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20006.0;23810020006;2NDPRO MET.CON.DUR.BAT.&TRA.PUB.2NDE COM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;0,67;8;44;8;12
9740934X;LP;PAUL LANGEVIN;SAINT-JOSEPH;LA REUNION;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;96;96;0,35;34;122;34;57
