numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0010312J,21010291900029,10.0,151,Ecole primaire,67 grande rue,01540,PU,04/10/1966,,6,Ain
0010313K,21010334700022,10.0,151,Ecole primaire,,01290,PU,04/10/1966,31/08/2013,6,Ain
0010316N,21010355200027,10.0,151,Ecole élémentaire,30 place de l amairie,01380,PU,04/10/1966,,6,Ain
0010317P,21010365100027,10.0,101,Ecole maternelle La Veyle,,01290,PU,04/10/1966,31/08/2004,6,Ain
0010318R,21010365100035,10.0,151,Ecole primaire Théodore Mercier,,01290,PU,04/10/1966,31/08/2004,6,Ain
0010321U,21010124200027,10.0,151,Ecole primaire,,01560,PU,04/10/1966,,6,Ain
0010322V,21010323000020,10.0,101,Ecole primaire,,01190,PU,04/10/1966,,6,Ain
0010325Y,21010352900025,10.0,101,ECOLE DE ST-ETIENNE/REYSSOUZE,2 place ALBERT LONVIS,01190,PU,04/10/1966,,6,Ain
0010329C,21010306500020,10.0,151,Ecole primaire,10 rue de JOUVANCY,01290,PU,04/10/1966,,6,Ain
0010330D,21010306500038,10.0,101,Ecole maternelle,,01290,PU,04/10/1966,31/08/2018,6,Ain
0010332F,21010122600020,10.0,151,Ecole primaire ex garçons,,01290,PU,04/10/1966,31/08/1994,6,Ain
0010333G,21010123400032,10.0,151,Ecole primaire ex filles,,01290,PU,04/10/1966,31/08/1994,6,Ain
0010334H,21010134100027,10.0,151,Ecole primaire,,01290,PU,04/10/1966,,6,Ain
0010336K,21010136600024,10.0,151,Ecole primaire,4 route d'Illiat,01290,PU,04/10/1966,,6,Ain
0010337L,,10.0,151,Ecole primaire,,01290,PU,04/10/1966,31/08/1979,6,Ain
0010338M,,10.0,151,Ecole primaire,,01290,PU,04/10/1966,31/08/1979,6,Ain
0010339N,21010203400027,10.0,151,Ecole primaire,,01290,PU,04/10/1966,,6,Ain
0010340P,21010420400032,10.0,151,Ecole élémentaire,16 avenue des Ecoles,01140,PU,18/10/1966,,6,Ain
0010342S,21010167100027,10.0,151,Ecole primaire,56 chemin du Centre,01140,PU,18/10/1966,,6,Ain
0010344U,21010183800022,10.0,151,Ecole primaire,Place de l'Eglise,01090,PU,18/10/1966,,6,Ain
0010345V,21010188700029,10.0,151,Ecole primaire,,01140,PU,18/10/1966,,6,Ain
0010346W,21010252100023,10.0,151,Ecole primaire,,01140,PU,18/10/1966,,6,Ain
0010347X,21010258800022,10.0,151,Ecole primaire,50 chemin de Betheneins,01090,PU,18/10/1966,,6,Ain
0010348Y,,10.0,151,Ecole primaire,,01140,PU,18/10/1966,31/08/1978,6,Ain
0010349Z,,10.0,151,Ecole primaire,,01140,PU,18/10/1966,31/08/1978,6,Ain
0010350A,21010295000024,10.0,151,Ecole élémentaire,,01140,PU,18/10/1966,,6,Ain
0010355F,,10.0,151,Ecole primaire,,01400,PU,18/10/1966,31/08/1979,6,Ain
0010356G,,10.0,151,Ecole primaire,,01570,PU,29/09/1966,31/08/1979,6,Ain
0010357H,21010231500020,10.0,151,Ecole primaire,116 RUE DE L'EGLISE,01570,PU,30/09/1966,31/08/2001,6,Ain
0010358J,,10.0,151,Ecole primaire,,01920,PU,30/09/1966,31/08/1982,6,Ain
0010359K,,10.0,151,Ecole primaire La Mairie,,01620,PU,30/09/1966,31/08/1984,6,Ain
0010360L,,10.0,151,Ecole primaire Les Tilleuls,,01620,PU,30/09/1966,31/08/1984,6,Ain
0010361M,21010320600053,10.0,101,Ecole maternelle,,01750,PU,30/09/1966,31/08/1991,6,Ain
0010362N,21010332100027,10.0,151,Ecole élémentaire,,01380,PU,30/09/1966,,6,Ain
0010363P,,10.0,151,Ecole primaire,7 PLACE JULES GOYON,01620,PU,30/09/1966,31/08/1979,6,Ain
0010364R,,10.0,151,Ecole primaire,PLACE JULES GOYON,01620,PU,30/09/1966,31/08/1979,6,Ain
0010365S,21010370100020,10.0,101,Ecole maternelle,,01750,PU,01/10/1955,31/08/1999,6,Ain
0010368V,21010025100045,10.0,151,Ecole primaire,COUR,01380,PU,29/09/1966,31/08/1998,6,Ain
0010369W,20007722000065,10.0,151,Ecole primaire,142 rue du moulin,01380,PU,29/09/1966,,6,Ain
0010371Y,,10.0,151,Ecole primaire,,01570,PU,29/09/1966,31/08/1979,6,Ain
0010372Z,21010333900029,10.0,151,Ecole élémentaire,Place Pierre Bernard,01390,PU,19/10/1966,,6,Ain
0010374B,21010339600029,10.0,151,Ecole primaire Spinosa,Rue de la Saône,01600,PU,19/10/1966,,6,Ain
0010375C,21010347900023,10.0,151,ECOLE DU PRE VERT,300 rue de la mairie,01600,PU,19/10/1966,,6,Ain
0010377E,21010353700028,10.0,151,Ecole primaire Antonin Rolland,355 rue de la mairie,01600,PU,19/10/1966,,6,Ain
0010378F,21010371900022,10.0,151,Ecole primaire,Route de Monthieux,01390,PU,19/10/1966,,6,Ain
0010380H,77933011700028,10.0,151,Ecole primaire privée de Limerol,45 rue de l'Ecole Privée,01570,PR,12/03/1971,,6,Ain
0010381J,77933102400017,10.0,151,Ecole primaire privée Saint Vincent,20 rue de Gex,01210,PR,12/03/1971,,6,Ain
0010382K,,10.0,151,Ecole primaire privée,,01340,PR,12/03/1971,31/08/1979,6,Ain
0010383L,21010423800022,10.0,151,Ecole élémentaire,Rue du Morbier,01600,PU,19/10/1966,,6,Ain
0010384M,21010424600025,10.0,151,Ecole primaire Robert Doisneau,59 rue du Marquis de Sallmard,01390,PU,19/10/1966,,6,Ain
0010385N,,10.0,151,Ecole primaire,,01570,PU,29/09/1966,31/08/1983,6,Ain
0010386P,21010026900021,10.0,151,Ecole primaire,,01380,PU,29/09/1966,,6,Ain
0010387R,21010025100029,10.0,151,Ecole primaire ex garçons,,01380,PU,29/09/1966,31/08/1986,6,Ain
0010388S,21010025100037,10.0,151,Ecole primaire ex filles,,01380,PU,29/09/1966,31/08/1986,6,Ain
0010389T,21010362800025,10.0,151,Ecole primaire,,01390,PU,19/10/1966,,6,Ain
0010390U,21010104400027,10.0,151,Ecole primaire,,01410,PU,20/10/1966,,6,Ain
0010391V,21010114300027,10.0,151,Ecole primaire,Rue de la Valserine,01200,PU,20/10/1966,,6,Ain
0010392W,21010158000020,10.0,151,Ecole primaire Roger Vailland,Route de Pougny,01550,PU,20/10/1966,,6,Ain
0010393X,21010205900024,10.0,151,Ecole primaire,9 RUE DE LA CAMBOCHETTE,01200,PU,20/10/1966,31/08/2003,6,Ain
0010394Y,21010205900032,10.0,101,Ecole maternelle,18 ROUTE DES AUBEPINS,01200,PU,20/10/1966,31/08/2003,6,Ain
0010395Z,21010209100027,10.0,151,Ecole primaire,,01200,PU,20/10/1966,31/08/1994,6,Ain
0010396A,21010209100035,10.0,151,Ecole primaire,,01200,PU,20/10/1966,31/08/1994,6,Ain
0010397B,21010209100043,10.0,151,Ecole primaire,,01200,PU,20/10/1966,31/08/1989,6,Ain
0010398C,21010288500030,10.0,151,Ecole primaire,,01630,PU,20/10/1966,31/08/1993,6,Ain
0010399D,21010288500048,10.0,151,Ecole primaire,,01630,PU,20/10/1966,31/08/1993,6,Ain
0010400E,21010308100027,10.0,151,Ecole primaire,130 rue Mairie,01550,PU,20/10/1966,,6,Ain
0010401F,21010360200020,10.0,151,Ecole primaire,116 rue Champ de Foire,01630,PU,20/10/1966,,6,Ain
0010402G,21010269500041,10.0,151,Ecole primaire ex garçons,32 RUE DOCTEUR MERCIER,01130,PU,20/10/1966,31/08/1988,6,Ain
0010403H,21010269500058,10.0,151,Ecole primaire ex filles,32 RUE DOCTEUR MERCIER,01130,PU,20/10/1966,31/08/1988,6,Ain
0010404J,21010080600020,10.0,151,Ecole primaire,60 place de la mairie,01110,PU,20/10/1966,,6,Ain
0010406L,21010112700061,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,3 rue de la Croix - Rousse,01430,PU,20/10/1966,,6,Ain
0010407M,21010119200024,10.0,151,Ecole primaire,Rue du Village,01110,PU,20/10/1966,31/08/2022,6,Ain
0010408N,21010176200024,10.0,151,Ecole primaire,,01260,PU,20/10/1966,31/08/1985,6,Ain
0010409P,21010187900026,10.0,151,Ecole primaire,10 rue de la Croix,01260,PU,20/10/1966,,6,Ain
0010410R,21010191100027,10.0,151,Ecole élémentaire,,01430,PU,01/09/1991,,6,Ain
0010411S,21010206700027,10.0,101,Ecole maternelle,,01430,PU,20/10/1966,,6,Ain
0010412T,21010282800022,10.0,151,Ecole élémentaire publique d'Outriaz,2 rue des écoles,01430,PU,20/10/1966,,6,Ain
0010413U,21010292700022,10.0,151,Ecole primaire,,01260,PU,20/10/1966,31/08/2007,6,Ain
0010415W,21010441000027,10.0,151,Ecole primaire,,01430,PU,20/10/1966,,6,Ain
0010416X,21010109300024,10.0,151,Ecole primaire,75 place Champ de Foire,01550,PU,20/10/1966,,6,Ain
0010417Y,21010109300032,10.0,151,Ecole primaire Ecorans,51 RUE DU JURA,01550,PU,20/10/1966,31/08/2004,6,Ain
0010418Z,21010078000027,10.0,151,Ecole primaire,Rue des Ecoles,01630,PU,20/10/1966,,6,Ain
0010420B,,10.0,151,Ecole primaire,,01400,PU,18/10/1966,31/08/1979,6,Ain
0010423E,21010005300029,10.0,151,Ecole primaire ex garçons,ROUTE DE JUIS,01330,PU,18/10/1966,31/08/1986,6,Ain
0010424F,21010005300037,10.0,151,Ecole primaire ex filles,ROUTE DE LYON,01330,PU,18/10/1966,31/08/1986,6,Ain
0010425G,21010028500027,10.0,151,Ecole primaire,,01990,PU,18/10/1966,,6,Ain
0010427J,21010075600027,10.0,151,Ecole primaire,121 route de Fareins,01480,PU,18/10/1966,,6,Ain
0010428K,21010083000020,10.0,151,Ecole primaire,Impasse des écoles,01990,PU,18/10/1966,,6,Ain
0010429L,,10.0,151,Ecole primaire ex garçons,,01480,PU,18/10/1966,31/08/1984,6,Ain
0010430M,,10.0,151,Ecole primaire ex filles,,01480,PU,18/10/1966,31/08/1984,6,Ain
0010433R,21010243000027,10.0,151,Ecole primaire,,01480,PU,18/10/1966,,6,Ain
0010434S,21010319800029,10.0,151,Ecole élémentaire Relevant,,01990,PU,18/10/1966,,6,Ain
0010436U,21010398200026,10.0,151,Ecole primaire,230 route de la Dombes,01480,PU,18/10/1966,,6,Ain
0010439X,21010060800020,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,135 rue Principale,01110,PU,20/10/1966,,6,Ain
0010440Y,,10.0,151,Ecole primaire ex garçons,PLACE DU CHAMP DE MARS,01500,PU,07/10/1966,31/08/1984,6,Ain
0010441Z,,10.0,151,Ecole primaire ex filles,PLACE DU CHAMP DE MARS,01500,PU,07/10/1966,31/08/1984,6,Ain
0010442A,21010004600064,10.0,101,Ecole maternelle Jules Ferry,Place du Champ de Mars,01500,PU,07/10/1966,,6,Ain
0010443B,21010004600080,10.0,151,Ecole primaire Jean Jaurès Paul Painlevé,AVENUE PAUL PAINLEVE,01500,PU,07/10/1966,31/08/1989,6,Ain
0010444C,21010004600031,10.0,151,Ecole primaire Jean Jaurès 1,48 RUE JEAN JAURES,01500,PU,07/10/1966,31/08/1989,6,Ain
0010445D,21010004600049,10.0,101,Ecole maternelle Jean Jaurès,46 rue Jean Jaurès,01500,PU,07/10/1966,,6,Ain
0010446E,21010007900024,10.0,151,Ecole primaire ex garçons,GRANDE RUE,01500,PU,07/10/1966,31/08/1990,6,Ain
0010447F,21010007900032,10.0,151,Ecole primaire ex filles,,01500,PU,07/10/1966,31/08/1990,6,Ain
0010448G,21010041800024,10.0,151,Ecole primaire,Route de Saint Denis,01500,PU,07/10/1966,,6,Ain
0010449H,21010089700029,10.0,151,Ecole primaire,61 route Cormoz,01500,PU,07/10/1966,,6,Ain
0010450J,21010149900023,10.0,151,Ecole primaire,30 route Ambérieu,01500,PU,07/10/1966,,6,Ain
0010453M,21010379200029,10.0,151,Ecole primaire,Rue de la Libération,01500,PU,07/10/1966,,6,Ain
0010454N,,10.0,151,Ecole primaire ex garçons,,01320,PU,07/10/1966,31/08/1983,6,Ain
0010455P,,10.0,151,Ecole primaire ex filles,,01320,PU,07/10/1966,31/08/1983,6,Ain
0010456R,21010090500020,10.0,151,Ecole Jeanne Sabran,2 chemin du village,01320,PU,07/10/1966,,6,Ain
0010457S,21010092100027,10.0,151,Ecole primaire La Pépinière,244 route de Gévrieux,01320,PU,07/10/1966,,6,Ain
0010460V,21010299200026,10.0,151,Ecole élémentaire,,01330,PU,07/10/1966,,6,Ain
0010461W,,10.0,151,Ecole primaire,,01320,PU,07/10/1966,31/08/1979,6,Ain
0010462X,21010434500025,10.0,151,Ecole primaire,,01330,PU,07/10/1966,,6,Ain
0010463Y,21010449300023,10.0,151,Ecole primaire,Rue du Lavoir,01320,PU,07/10/1966,,6,Ain
0010465A,21010202600056,10.0,151,Ecole élémentaire du Vieux Château,53 rue Trélacour,01150,PU,07/10/1966,,6,Ain
0010466B,21010202600031,10.0,151,Ecole élémentaire Les Charmettes,161 rue des Charmettes,01150,PU,07/10/1966,,6,Ain
0010467C,21010202600049,10.0,101,Ecole maternelle Centre,12 rue des Ecoles,01150,PU,07/10/1966,,6,Ain
0010468D,,10.0,151,Ecole primaire,,01150,PU,07/10/1966,31/08/1978,6,Ain
0010469E,21010008700027,10.0,151,Ecole primaire,9 rue de Ternant,01500,PU,07/10/1966,,6,Ain
0010470F,21010099600029,10.0,151,Ecole primaire,,01150,PU,07/10/1966,31/08/2000,6,Ain
0010471G,21010099600037,10.0,151,Ecole primaire,,01150,PU,07/10/1966,31/08/2000,6,Ain
0010476M,21010366900029,10.0,151,Ecole primaire,Rue Mairie,01150,PU,10/10/1966,,6,Ain
0010477N,21010386700029,10.0,151,Ecole primaire,109 grande rue,01150,PU,10/10/1966,,6,Ain
0010478P,21010390900029,10.0,151,Ecole primaire,,01150,PU,10/10/1966,31/08/1992,6,Ain
0010479R,21010390900037,10.0,151,Ecole primaire,,01150,PU,10/10/1966,31/08/1992,6,Ain
0010482U,21010411300027,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,2 place de la mairie,01150,PU,10/10/1966,,6,Ain
0010485X,21010444400026,10.0,151,Ecole primaire,Rue des Ecoles,01150,PU,10/10/1966,,6,Ain
0010487Z,21010216600027,10.0,151,Ecole primaire,,01680,PU,10/10/1966,,6,Ain
0010489B,21010037600032,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Rue Principale,01470,PU,10/10/1966,,6,Ain
0010490C,21010450100049,10.0,151,Ecole primaire ex filles,VILLIEU,01800,PU,10/10/1966,31/08/1985,6,Ain
0010491D,21010262000023,10.0,151,Ecole élémentaire Alphonse Daudet,Route de Jailleux,01120,PU,10/10/1966,,6,Ain
0010492E,21010262000049,10.0,151,Ecole primaire Saint-Exupéry,2 cours Condé,01120,PU,10/10/1966,,6,Ain
0010493F,21010262000056,10.0,101,Ecole maternelle Saint-Exupéry,COURS CONDE,01120,PU,10/10/1966,31/08/2009,6,Ain
0010494G,21010262000064,10.0,101,Ecole Maternelle,88 chemin de l'école,01120,PU,10/10/1966,,6,Ain
0010495H,21010262000072,10.0,151,Ecole primaire,,01120,PU,10/10/1966,31/08/2009,6,Ain
0010496J,21010027700024,10.0,151,Ecole élémentaire L'Orée du Bois,Rue des Ecoles,01360,PU,10/10/1966,,6,Ain
0010497K,21010032700027,10.0,151,Ecole primaire,VILLAGE,01360,PU,10/10/1966,31/08/1989,6,Ain
0010500N,,10.0,151,Ecole primaire,CAMP,01120,PU,10/10/1966,31/08/1978,6,Ain
0010501P,21010062400027,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Grande rue,01360,PU,10/10/1966,,6,Ain
0010505U,21010049100021,10.0,151,ECOLE ELEMENTAIRE BRUNET,277 rue Joseph Guinet,01120,PU,10/10/1966,,6,Ain
0010506V,21010049100039,10.0,101,ECOLE MATERNELLE L'ENVOL,Impasse du Raclet,01120,PU,10/10/1966,,6,Ain
0010507W,21010276000027,10.0,151,Ecole primaire Victor Duruy,Rue Henri Dunant,01120,PU,10/10/1966,,6,Ain
0010508X,21010054100023,10.0,151,Ecole primaire,Place de la Mairie,01800,PU,10/10/1966,,6,Ain
0010510Z,21010064000031,10.0,151,Ecole primaire,,01470,PU,10/10/1966,31/08/1993,6,Ain
0010511A,21010064000023,10.0,151,Ecole primaire,,01470,PU,10/10/1966,31/08/1993,6,Ain
0010512B,21010088900026,10.0,151,Ecole primaire,,01800,PU,10/10/1966,,6,Ain
0010513C,21010156400024,10.0,151,ECOLE MARLIEN,,01800,PU,10/10/1966,,6,Ain
0010514D,21010182000020,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Quartier de l'Eglise,01300,PU,10/10/1966,,6,Ain
0010516F,21010198600029,10.0,151,Ecole de Joyeux,176 route du Mont,01800,PU,10/10/1966,,6,Ain
0010517G,21010219000027,10.0,151,ECOLE DE LOMPNAS,35 rue du Bac à Thomas,01680,PU,10/10/1966,,6,Ain
0010518H,21010450100023,10.0,101,Ecole maternelle publique du Toison,Rue des Ecoles,01800,PU,10/10/1966,,6,Ain
0010519J,,10.0,151,Ecole primaire,,01680,PU,10/10/1966,31/08/1983,6,Ain
0010520K,21010244800029,10.0,151,Ecole élémentaire Champ de Foire,48 rue de Genève,01800,PU,10/10/1966,,6,Ain
0010521L,21010244800037,10.0,151,Ecole élémentaire Le Ménel,1254 rue Docteur Berthier,01800,PU,10/10/1966,,6,Ain
0010522M,21010450100031,10.0,151,Ecole primaire,MOLLON,01800,PU,10/10/1966,31/08/1988,6,Ain
0010523N,21010255400024,10.0,151,Ecole primaire,,01470,PU,10/10/1966,31/08/2002,6,Ain
0010524P,21010255400032,10.0,151,Ecole primaire,,01470,PU,10/10/1966,31/08/2002,6,Ain
0010525R,21010260400027,10.0,151,Ecole élémentaire,,01800,PU,10/10/1966,,6,Ain
0010526S,,10.0,151,Ecole primaire,,01510,PU,10/10/1966,31/08/1984,6,Ain
0010527T,21010290100027,10.0,151,Ecole élémentaire,253 route de Péage,01800,PU,10/10/1966,,6,Ain
0010528U,21010297600029,10.0,101,ECOLE MATERNELLE PUBLIQUE,113 chemin de la Combette,01120,PU,10/10/1966,,6,Ain
0010529V,21010325500027,10.0,151,Ecole primaire,,01800,PU,10/10/1966,,6,Ain
0010530W,20006014300043,10.0,151,Ecole primaire,23 rue des maisons vieilles,01300,PU,10/10/1966,,6,Ain
0010531X,21010342000027,10.0,151,Ecole primaire,,01120,PU,10/10/1966,,6,Ain
0010533Z,21010361000023,10.0,151,Ecole primaire,240 chemin du plan,01800,PU,10/10/1966,,6,Ain
0010534A,21010378400026,10.0,151,Ecole primaire,,01800,PU,10/10/1966,31/08/1995,6,Ain
0010538E,21010403000098,10.0,151,Ecole primaire,Rue du Bugey,01470,PU,10/10/1966,,6,Ain
0010539F,21010450100056,10.0,151,Ecole primaire ex garçons,VILLIEU,01800,PU,10/10/1966,31/08/1985,6,Ain
0010542J,21010304000049,10.0,151,Ecole primaire,,01160,PU,10/10/1966,31/08/1990,6,Ain
0010543K,21010069900029,10.0,151,Ecole primaire Edgar Quinet,73 chemin du Rippy,01240,PU,10/10/1966,,6,Ain
0010547P,21010151500026,10.0,151,Ecole primaire,64 chemin buissonnier,01160,PU,10/10/1966,,6,Ain
0010550T,21010197800026,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Rue du Vieux Chemin,01250,PU,10/10/1966,,6,Ain
0010554X,21010314900022,10.0,151,Ecole primaire,Place Laurent Ferrand,01160,PU,11/10/1966,,6,Ain
0010557A,21010374300022,10.0,151,Ecole primaire Village,,01160,PU,11/10/1966,31/08/2003,6,Ain
0010558B,21010374300030,10.0,151,Ecole primaire Pomiers,,01160,PU,11/10/1966,31/08/2003,6,Ain
0010560D,21010422000020,10.0,151,Ecole primaire georges barrachin,Rue Louis François Jambon,01250,PU,11/10/1966,,6,Ain
0010561E,21010425300021,10.0,151,Ecole élémentaire,235 route de la Dombes,01160,PU,11/10/1966,,6,Ain
0010562F,21010430300024,10.0,151,Ecole  A l'Ain Claire,Chemin Port,01160,PU,11/10/1966,,6,Ain
0010563G,21010384200022,10.0,151,Ecole primaire,8 PLACE DES ANCIENS COMBATTANT,01230,PU,11/10/1966,31/08/1992,6,Ain
0010565J,21010384200030,10.0,101,Ecole maternelle,PLACE DES ANCIENS COMBATTANTS,01230,PU,11/10/1966,31/08/1992,6,Ain
0010566K,21010013700020,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Rue de la Mairie,01230,PU,11/10/1966,31/08/2024,6,Ain
0010567L,21010017800024,10.0,151,Ecole primaire,7 grande rue,01230,PU,11/10/1966,,6,Ain
0010571R,21010155600020,10.0,151,Ecole élémentaire,271 rue du 6 et 7 février 1945,01230,PU,11/10/1966,,6,Ain
0010577X,21010416200024,10.0,101,Ecole maternelle,Place de la Mairie,01230,PU,11/10/1966,,6,Ain
0010578Y,21010421200027,10.0,151,Ecole primaire,Grande rue,01230,PU,11/10/1966,,6,Ain
0010579Z,21010033500111,10.0,151,Ecole primaire Marius Pinard,17 RUE LAMARTINE,01200,PU,11/10/1966,31/08/1986,6,Ain
0010580A,21010033500129,10.0,151,Ecole primaire Jacques Prévert,17 RUE LAMARTINE,01200,PU,11/10/1966,31/08/1986,6,Ain
0010581B,21010033500137,10.0,101,Ecole maternelle Centre,13 RUE LAMARTINE,01200,PU,11/10/1966,31/08/2009,6,Ain
0010582C,,10.0,151,Ecole primaire Le Sorgia,RUE CORNEILLE,01200,PU,11/10/1966,31/08/1984,6,Ain
0010583D,,10.0,151,Ecole primaire Le Grand Clos,RUE CORNEILLE,01200,PU,11/10/1966,31/08/1984,6,Ain
0010584E,21010033500079,10.0,101,Ecole maternelle Le Grand Clos,RUE CORNEILLE,01200,PU,11/10/1966,30/08/2013,6,Ain
0010587H,21010033500160,10.0,151,Ecole primaire Vanchy,4 RUE DE L ECOLE,01200,PU,11/10/1966,31/08/2007,6,Ain
0010590L,21010044200024,10.0,151,Ecole primaire,Place de la Mairie,01200,PU,11/10/1966,,6,Ain
0010591M,21010081400024,10.0,151,Ecole primaire,541 rue des Burgondes,01410,PU,13/10/1966,,6,Ain
0010592N,21010091300024,10.0,151,Ecole primaire,35 rue de la Poste,01200,PU,13/10/1966,,6,Ain
0010597U,21010189500055,10.0,151,Ecole primaire Fabre d'Eglantine,ROUTE DE RICHEMOND,01200,PU,13/10/1966,31/08/2011,6,Ain
0010600X,21010257000020,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Rue du Château,01200,PU,13/10/1966,,6,Ain
0010602Z,21010357800022,10.0,151,Ecole primaire,,01130,PU,13/10/1966,,6,Ain
0010603A,,10.0,151,Ecole primaire,,01420,PU,13/10/1966,31/08/1984,6,Ain
0010604B,21010448500029,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,4 rue de la Promenade,01200,PU,13/10/1966,,6,Ain
0010605C,21010091300040,10.0,151,Ecole primaire,510 rue du Mont Blanc,01200,PU,13/10/1966,,6,Ain
0010606D,21010034300024,10.0,151,Ecole élémentaire Les Charmilles,315 rue du 5ème Rtm,01300,PU,13/10/1966,,6,Ain
0010607E,21010034300115,10.0,151,Ecole élémentaire Jean Ferrat,Place François Mitterrand,01300,PU,13/10/1966,,6,Ain
0010608F,21010034300032,10.0,101,Ecole maternelle,4 rue des Cordeliers,01300,PU,13/10/1966,,6,Ain
0010611J,21010015200029,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Rue des Ecoles,01300,PU,13/10/1966,,6,Ain
0010613L,21010058200027,10.0,151,Ecole primaire,812 rue de la mairie,01300,PU,13/10/1966,,6,Ain
0010614M,21010061600023,10.0,151,Ecole primaire,454 rue Centre,01300,PU,13/10/1966,,6,Ain
0010615N,21010098800026,10.0,151,Ecole primaire,Rue de la Louvatière,01300,PU,13/10/1966,,6,Ain
0010616P,21010133300024,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Place Mairie,01350,PU,13/10/1966,,6,Ain
0010619T,21010227300021,10.0,151,Ecole primaire,,01300,PU,13/10/1966,31/08/1990,6,Ain
0010620U,21010239800026,10.0,151,Ecole primaire,Place de la Fontaine,01300,PU,13/10/1966,,6,Ain
0010623X,21010286900026,10.0,151,Ecole primaire,,01300,PU,13/10/1966,31/08/2019,6,Ain
0010627B,,10.0,151,Ecole primaire,,01300,PU,13/10/1966,08/09/1983,6,Ain
0010628C,21010358600025,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,,01300,PU,13/10/1966,,6,Ain
0010629D,21010454300025,10.0,151,Ecole primaire,66 rue des Ecoles,01300,PU,13/10/1966,,6,Ain
0010630E,21010414700025,10.0,151,Ecole primaire,,01260,PU,13/10/1966,31/08/2003,6,Ain
0010635K,,10.0,151,Ecole primaire,,01260,PU,13/10/1966,31/08/1982,6,Ain
0010638N,21010415400021,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,Lieu-dit Le Bourg,01510,PU,13/10/1966,,6,Ain
0010639P,21010447700026,10.0,151,Ecole primaire,,01250,PU,06/10/1966,31/08/1995,6,Ain
0010640R,21010447700034,10.0,151,Ecole primaire,,01250,PU,06/10/1966,31/08/1995,6,Ain
0010642T,77554408300220,10.0,240,Institut médico-éducatif G.Loiseau,1650 ROUTE DE BOURG,01250,PR,06/10/1966,,35,Ain
0010647Y,21010068100027,10.0,151,Ecole primaire,25 rue Janichon,01450,PU,07/10/1966,,6,Ain
0010652D,21010200000028,10.0,151,ECOLE ELEMENTAIRE PUBLIQUE,21 rue de la Rochette,01450,PU,07/10/1966,,6,Ain
0010653E,21010363600028,10.0,151,Ecole élémentaire,Place de l'Eglise,01640,PU,07/10/1966,,6,Ain
0010654F,21010363600036,10.0,101,Ecole maternelle,Place de l'Eglise,01640,PU,07/10/1966,,6,Ain
