numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0120040D,,16.0,841,Centre d'information et d'orientation de Millau,64 avenue Charles de Gaulle,12100,PU,13/01/1966,,6,Aveyron
0120041E,,16.0,841,Centre d'information et d'orientation de Decazeville,1 ZONE INDUSTRIELLE CENTRE,12300,PU,13/01/1966,,6,Aveyron
0120043G,,16.0,809,A COMPLETER,18 RUE DE SEGURET-SAINCRIC,12031,PU,24/01/1967,31/08/2012,6,Aveyron
0120045J,,16.0,809,Circonscription d'inspection du 1er degré de Rodez - Espalion,279 rue PIERRE-CARRERE,12000,PU,24/01/1967,,6,Aveyron
0120046K,,16.0,809,Circonscription d'inspection du 1er degré de Millau - Onet-le-Château,1 avenue Alfred MERLE,12100,PU,24/01/1967,,6,Aveyron
0120047L,,16.0,809,A COMPLETER,3 BOULEVARD FRANCOIS FABIE,12031,PU,24/01/1967,31/08/2001,6,Aveyron
0120048M,,16.0,809,A COMPLETER,31 RUE DES TUILERIES,12110,PU,24/01/1967,31/08/2012,6,Aveyron
0120049N,,16.0,809,Circonscription d'inspection du 1er degré de Saint-Affrique - Rodez,1 rue Jules Ferry,12400,PU,24/01/1967,,6,Aveyron
0120050P,,16.0,809,A COMPLETER,RUE EMILE BOREL,12200,PU,24/01/1967,31/08/2012,6,Aveyron
0120051R,77672253000016,16.0,300,Lycée général et technologique privé Jeanne d'Arc,3 place DU MANDAROUS,12104,PR,11/05/1967,,6,Aveyron
0120052S,31199944500019,16.0,302,Lycée général privé Immaculée Conception,RUE AUZUECH,12500,PR,11/05/1967,,6,Aveyron
0120054U,77555627700017,16.0,300,Lycée général et technologique privé Sainte-Foy,17 AVENUE CABROL,12300,PR,11/05/1967,31/08/2006,6,Aveyron
0120055V,77673348700016,16.0,340,Collège privé Dominique Savio,Avenue DU ROUERGUE,12240,PR,11/05/1967,,6,Aveyron
0120056W,77674276900016,16.0,302,Lycée général privé Sainte Marie,30 RUE BETEILLE,12000,PR,11/05/1967,11/07/1995,6,Aveyron
0120058Y,77674286800016,16.0,302,Lycée général privé Sainte Procule,22 BOULEVARD DENYS PUECH,12000,PR,11/05/1967,11/07/1995,6,Aveyron
0120059Z,32286429900043,16.0,300,Lycée général et technologique privé Saint-Gabriel,8 boulevard EMILE BOREL,12401,PR,11/05/1967,,6,Aveyron
0120061B,77676494600013,16.0,300,Lycée général et technologique privé Saint-Joseph,24 avenue ETIENNE SOULIE,12200,PR,11/05/1967,,6,Aveyron
0120062C,77672403100013,16.0,340,Collège privé Saint-Géraud,10 RUE DU PRESBYTERES,12220,PR,19/05/1967,31/08/2015,6,Aveyron
0120064E,77672617600014,16.0,340,Collège privé Saint Pierre,16 RUE DE L'EGLISE,12600,PR,19/05/1967,31/08/2000,6,Aveyron
0120067H,77673068100017,16.0,340,Collège privé Sainte Marie,9 RUE DES ECOLES,12290,PR,19/05/1967,31/08/2001,6,Aveyron
0120068J,77673265300014,16.0,340,Collège privé Saint-Louis,14 rue DU SERGENT GOULESQUE,12170,PR,19/05/1967,,6,Aveyron
0120070L,77673414700015,16.0,340,Collège privé Jeanne d'Arc,21 avenue DE VILLEFRANCHE,12390,PR,19/05/1967,,6,Aveyron
0120075S,77675024200013,16.0,340,Collège privé Sainte-Marie,6 RUE DU COURS,12130,PR,19/05/1967,31/08/2014,6,Aveyron
0120077U,77675416000013,16.0,340,Collège privé des Monts et Lacs,1 route de la Caille,12410,PR,19/05/1967,,6,Aveyron
0120078V,30473565700039,16.0,340,Collège privé Sacré Coeur,4 rue DU FOIRAIL,12310,PR,19/05/1967,,6,Aveyron
0120080X,30530592200034,16.0,340,Collège privé Notre-Dame,208 RUE DES SAULES,12160,PR,18/05/1967,,6,Aveyron
0120081Y,77669294900014,16.0,340,Collège privé Saint-Michel,Rue Michel de Pontault,12370,PR,18/05/1967,,6,Aveyron
0120082Z,77669790600027,16.0,340,Collège privé Saint-Louis,18 rue Carnot,12700,PR,18/05/1967,,6,Aveyron
0120084B,77669917500019,16.0,340,Collège privé Sainte-Marie,,12120,PR,18/05/1967,,6,Aveyron
0120086D,77670278900012,16.0,340,Collège privé Saint Michel,39 QUARTIER DE LA PELONIE,12110,PR,18/05/1967,31/08/1993,6,Aveyron
0120088F,77670708500010,16.0,340,Collège privé Saint-Georges,15 QUAI DU LOT,12140,PR,18/05/1967,31/08/2011,6,Aveyron
0120090H,77671050100011,16.0,340,Collège privé Saint-Dominique,8 chemin DE SOULOUMIAC,12270,PR,19/05/1967,,6,Aveyron
0120091J,77671225900014,16.0,340,Collège privé Saint-Matthieu,4 rue DU FOIRAIL,12210,PR,19/05/1967,,6,Aveyron
0120092K,77671674800012,16.0,340,Collège privé Saint-Joseph,3 rue FONCOURIEU,12330,PR,19/05/1967,,6,Aveyron
0120096P,19120096300012,16.0,320,Lycée professionnel - Lycée des métiers du bois et de l'habitat,2 avenue du Lycée,12110,PU,08/10/1967,,6,Aveyron
0120101V,19120101100019,16.0,340,Collège Amans-Joseph Fabre,2 boulevard BELLE ISLE,12000,PU,17/04/1968,,6,Aveyron
0120104Y,77674300700010,16.0,300,Lycée général et technologique privé Saint-Joseph,1 RUE SARRUS,12000,PR,18/12/1967,31/08/2013,6,Aveyron
0120105Z,77672253000040,16.0,320,Lycée professionnel privé Jeanne d'Arc,3 place DU MANDAROUS,12104,PR,19/12/1967,,6,Aveyron
0120111F,31199944500035,16.0,320,Lycée professionnel privé,RUE AUZUECH,12500,PR,18/12/1967,31/08/2006,6,Aveyron
0120112G,,16.0,320,Ecole technique privée Pigier,19 AVENUE DE LA REPUBLIQUE,12100,PR,18/12/1967,17/09/1980,6,Aveyron
0120114J,,16.0,320,Ecole technique privée Pigier,1 BOULEVARD DE LA REPUBLIQUE,12000,PR,18/12/1967,17/09/1980,6,Aveyron
0120117M,,16.0,240,A COMPLETER,4 PLACE CABROL,12300,PR,21/03/1968,31/08/1986,35,Aveyron
0120123U,21120001900027,16.0,151,Ecole primaire publique La Pradélie,2 place de la citoyenne Sorgue,12630,PU,14/12/1968,,6,Aveyron
0120125W,21120305400021,16.0,151,Ecole primaire publique,,12220,PU,14/12/1968,,6,Aveyron
0120126X,21120004300027,16.0,151,Ecole primaire publique Pascal Grialou,,12300,PU,14/12/1968,,6,Aveyron
0120127Y,,16.0,151,Ecole primaire 1,LA BROUSSE,12300,PU,14/12/1968,31/08/1980,6,Aveyron
0120128Z,,16.0,151,Ecole primaire 2,LE FAU,12300,PU,14/12/1968,31/08/1980,6,Aveyron
0120132D,21120006800032,16.0,151,Ecole elementaire La Capelle Farcel,,12430,PU,14/12/1968,31/08/2007,6,Aveyron
0120133E,21120007600027,16.0,151,Ecole primaire publique,,12260,PU,14/12/1968,,6,Aveyron
0120134F,21120008400021,16.0,151,Ecole primaire publique,,12390,PU,14/12/1968,,6,Aveyron
0120135G,21120008400039,16.0,151,Ecole primaire   Saint-Félix,,12390,PU,14/12/1968,31/08/2010,6,Aveyron
0120136H,,16.0,151,Ecole primaire,,12290,PU,14/12/1968,31/08/1981,6,Aveyron
0120139L,21120011800035,16.0,151,Ecole primaire,NOTRE DAME D AURES,12120,PU,14/12/1968,31/08/1986,6,Aveyron
0120142P,21120012600038,16.0,151,Ecole primaire,VERNET-LE-HAUT,12700,PU,14/12/1968,31/08/1984,6,Aveyron
0120144S,21120013400040,16.0,101,Ecole maternelle Jean-Henri Fabre,8 RUE BESSIERE,12110,PU,14/12/1968,31/08/2004,6,Aveyron
0120146U,,16.0,151,Ecole primaire,,12110,PU,14/12/1968,31/08/1983,6,Aveyron
0120147V,21120013400032,16.0,151,Ecole primaire publique Marcel Pagnol,Place Marcel Pagnol,12110,PU,14/12/1968,,6,Aveyron
0120148W,21120013400065,16.0,151,Ecole primaire publique Jules Ferry,Rue du Colonel Fabien,12110,PU,14/12/1968,,6,Aveyron
0120150Y,21120013400073,16.0,101,Ecole maternelle,,12110,PU,14/12/1968,31/08/1990,6,Aveyron
0120152A,,16.0,151,Ecole primaire,VERLAC,12130,PU,14/12/1968,14/09/1979,6,Aveyron
0120153B,21120014200027,16.0,151,Ecole primaire Vieurals,,12130,PU,14/12/1968,31/08/1990,6,Aveyron
0120154C,,16.0,151,Ecole primaire,,12120,PU,14/12/1968,31/08/1982,6,Aveyron
0120155D,21120016700024,16.0,151,Ecole primaire publique Roger Noyer,,12390,PU,14/12/1968,,6,Aveyron
0120156E,,16.0,151,Ecole primaire,,12390,PU,14/12/1968,31/08/1979,6,Aveyron
0120157F,21120016700032,16.0,151,Ecole primaire Rulhe,,12390,PU,14/12/1968,31/08/1993,6,Aveyron
0120158G,21120017500027,16.0,151,Ecole primaire,,12430,PU,14/12/1968,31/08/1988,6,Aveyron
0120160J,21120018300021,16.0,151,Ecole primaire,VERNET-LE-BAS,12260,PU,14/12/1968,31/08/1988,6,Aveyron
0120161K,20006466500082,16.0,151,Ecole primaire publique François Pons,61 impasse du stade,12510,PU,14/12/1968,,6,Aveyron
0120163M,21120021700027,16.0,151,Ecole primaire,LES CABANELLES,12200,PU,14/12/1968,31/08/1984,6,Aveyron
0120164N,,16.0,151,Ecole primaire,CABANES,12200,PU,14/12/1968,31/08/1983,6,Aveyron
0120165P,21120021700035,16.0,151,Ecole primaire,CADOUR,12200,PU,14/12/1968,31/08/1984,6,Aveyron
0120168T,,16.0,151,Ecole primaire,,12490,PU,14/12/1968,14/09/1979,6,Aveyron
0120171W,,16.0,151,Ecole primaire,,12390,PU,14/12/1968,31/08/1981,6,Aveyron
0120172X,21120025800021,16.0,151,Ecole primaire publique,Route des Ecoles,12370,PU,14/12/1968,,6,Aveyron
0120173Y,,16.0,151,Ecole primaire,,12370,PU,14/12/1968,31/08/1982,6,Aveyron
0120174Z,21120026600024,16.0,151,Ecole primaire publique,154 rue de l'Aveyron,12310,PU,14/12/1968,,6,Aveyron
0120175A,,16.0,151,Ecole primaire,,12310,PU,14/12/1968,14/09/1979,6,Aveyron
0120177C,,16.0,151,Ecole primaire,BANC,12310,PU,14/12/1968,31/08/1983,6,Aveyron
0120184K,,16.0,151,Ecole primaire,BAR,12270,PU,14/12/1968,31/08/1982,6,Aveyron
0120187N,21120030800032,16.0,101,Ecole maternelle Saint-Martin,,12300,PU,14/12/1968,31/08/1990,6,Aveyron
0120188P,21120031600027,16.0,151,Ecole primaire publique,,12390,PU,14/12/1968,,6,Aveyron
0120189R,21120032400021,16.0,151,Ecole primaire publique Noëlle et Yves Duteil,,12160,PU,14/12/1968,,6,Aveyron
0120190S,21120033200024,16.0,151,Ecole primaire publique Arsène Ratier,Rue Philippe Routaboul,12340,PU,14/12/1968,,6,Aveyron
0120192U,,16.0,151,Ecole primaire,,12340,PU,14/12/1968,17/09/1980,6,Aveyron
0120193V,,16.0,151,Ecole primaire,,12340,PU,14/12/1968,31/08/1980,6,Aveyron
0120198A,21120033200040,16.0,151,Ecole primaire,,12340,PU,14/12/1968,31/08/1991,6,Aveyron
0120199B,21120034000035,16.0,151,Ecole primaire publique,126 place du bourg,12350,PU,14/12/1968,,6,Aveyron
0120200C,21120035700021,16.0,151,Ecole primaire publique,,12550,PU,14/12/1968,31/08/2016,6,Aveyron
0120205H,,16.0,151,Ecole primaire,LE BREZOU,12600,PU,14/12/1968,31/08/1980,6,Aveyron
0120206J,21120036500032,16.0,151,Ecole primaire,LE BREZOU,12600,PU,14/12/1968,31/08/1988,6,Aveyron
0120207K,,16.0,151,Ecole primaire,CUSSAC,12600,PU,14/12/1968,31/08/1981,6,Aveyron
0120209M,21120037300028,16.0,151,Ecole primaire publique,Route de Saint-Affrique,12480,PU,14/12/1968,,6,Aveyron
0120211P,21120037300036,16.0,151,Ecole primaire,,12480,PU,14/12/1968,31/08/1987,6,Aveyron
0120213S,21120038100021,16.0,151,Ecole primaire Saint-Martin,,12480,PU,14/12/1968,31/08/1990,6,Aveyron
0120214T,21120039900023,16.0,151,Ecole élémentaire publique François Truffaut,Rue Sanctus,12360,PU,14/12/1968,,6,Aveyron
0120215U,21120040700024,16.0,151,Ecole primaire,,12150,PU,14/12/1968,31/08/1991,6,Aveyron
0120216V,21120041500035,16.0,151,Ecole primaire,,12800,PU,14/12/1968,31/08/1995,6,Aveyron
0120217W,21120042300021,16.0,151,Ecole primaire,,12400,PU,14/12/1968,31/08/1992,6,Aveyron
0120218X,21120043100024,16.0,151,Ecole primaire publique La Nauze Magrin,,12450,PU,14/12/1968,,6,Aveyron
0120219Y,,16.0,151,Ecole primaire,MILHAC,12450,PU,14/12/1968,31/08/1983,6,Aveyron
0120221A,21120044900026,16.0,151,Ecole primaire publique,11 GRAND'RUE,12360,PU,15/12/1968,,6,Aveyron
0120222B,21120045600021,16.0,151,Ecole primaire,,12160,PU,15/12/1968,31/08/1986,6,Aveyron
0120223C,21120045600039,16.0,151,Ecole primaire,NOYES,12160,PU,15/12/1968,31/08/1984,6,Aveyron
0120224D,21120046400025,16.0,151,Ecole primaire publique,,12800,PU,15/12/1968,,6,Aveyron
0120225E,21120046400033,16.0,151,Ecole primaire,,12800,PU,15/12/1968,31/08/1991,6,Aveyron
0120228H,21120048000021,16.0,151,Ecole primaire,,12460,PU,15/12/1968,31/08/1990,6,Aveyron
0120232M,21120050600023,16.0,151,Ecole élémentaire publique,,12290,PU,15/12/1968,,6,Aveyron
0120233N,21120051400027,16.0,151,Ecole primaire publique,,12420,PU,15/12/1968,,6,Aveyron
0120238U,21120052200046,16.0,101,Ecole maternelle publique Chantefable,Rue Maruejouls,12700,PU,16/12/1968,31/08/2020,6,Aveyron
0120239V,21120048000039,16.0,151,Ecole primaire,BANHARS,12460,PU,15/12/1968,31/08/1988,6,Aveyron
0120243Z,,16.0,151,Ecole primaire,,12120,PU,16/12/1968,31/08/1980,6,Aveyron
0120246C,21120058900029,16.0,101,Ecole maternelle,,12210,PU,16/12/1968,31/08/2003,6,Aveyron
0120247D,21120059700022,16.0,151,Ecole primaire,,12240,PU,16/12/1968,31/08/1997,6,Aveyron
0120248E,21120059700030,16.0,151,Ecole primaire publique Lardeyrolles,,12240,PU,16/12/1968,,6,Aveyron
0120249F,21120060500023,16.0,151,Ecole primaire,,12800,PU,16/12/1968,31/08/1991,6,Aveyron
0120250G,21120061300027,16.0,151,Ecole primaire publique Castelnau,,12500,PU,16/12/1968,,6,Aveyron
0120251H,21120061300035,16.0,151,Ecole primaire  Mandailles,,12500,PU,16/12/1968,31/08/2004,6,Aveyron
0120252J,21120062100020,16.0,151,Ecole primaire publique,,12620,PU,16/12/1968,,6,Aveyron
0120257P,21120064700025,16.0,151,Ecole primaire,,12500,PU,16/12/1968,31/08/1990,6,Aveyron
0120258R,21120064700033,16.0,151,Ecole primaire,,12500,PU,16/12/1968,31/08/1989,6,Aveyron
0120259S,21120065400021,16.0,151,Ecole élémentaire  Le Bourg,,12120,PU,01/09/1996,31/08/2013,6,Aveyron
0120260T,21120065400039,16.0,151,Ecole primaire publique Taurines,,12120,PU,16/12/1968,31/08/2016,6,Aveyron
0120261U,,16.0,151,Ecole primaire Tayac,,12120,PU,16/12/1968,31/08/1996,6,Aveyron
0120262V,21120066200024,16.0,151,Ecole elementaire Le Bourg,3 PLACE DES ECOLES,12330,PU,16/12/1968,31/08/2009,6,Aveyron
0120268B,21120053000023,16.0,151,Ecole primaire publique du Causse,80 route de l'école,12260,PU,16/12/1968,,6,Aveyron
0120269C,21120052200038,16.0,101,Ecole maternelle publique Beau Soleil,Rue Léon Blum,12700,PU,16/12/1968,,6,Aveyron
0120272F,21120090200024,16.0,151,Ecole primaire,BOURG,12510,PU,17/12/1968,31/08/1992,6,Aveyron
0120273G,21120090200032,16.0,151,Ecole primaire,,12510,PU,17/12/1968,31/08/1992,6,Aveyron
0120276K,21120090200057,16.0,151,Ecole primaire,,12510,PU,17/12/1968,31/08/1991,6,Aveyron
0120277L,21120091000027,16.0,151,Ecole primaire,,12350,PU,17/12/1968,31/08/1984,6,Aveyron
0120278M,21120092800029,16.0,151,Ecole primaire publique François Fabié,Place Jean Boudou,12170,PU,17/12/1968,,6,Aveyron
0120279N,,16.0,151,Ecole primaire,,12170,PU,17/12/1968,14/09/1979,6,Aveyron
0120280P,21120092800037,16.0,151,Ecole primaire Cannac,,12170,PU,17/12/1968,31/08/1998,6,Aveyron
0120281R,21120092800045,16.0,151,Ecole primaire Le Verdier,,12170,PU,17/12/1968,31/08/1990,6,Aveyron
0120282S,,16.0,151,Ecole primaire,LE FEL,12140,PU,17/12/1968,18/09/1983,6,Aveyron
0120283T,21120094400026,16.0,151,Ecole primaire publique,5 rue du Collège,12140,PU,17/12/1968,,6,Aveyron
0120284U,,16.0,151,Ecole primaire,,12140,PU,17/12/1968,17/09/1980,6,Aveyron
0120285V,,16.0,151,Ecole primaire,,12140,PU,17/12/1968,31/08/1982,6,Aveyron
0120286W,21120095100021,16.0,151,Ecole élémentaire publique,,12390,PU,17/12/1968,,6,Aveyron
0120289Z,21120096900064,16.0,101,Ecole maternelle publique Anne Frank,22 rue Octave Portal,12500,PU,17/12/1968,,6,Aveyron
0120290A,21120096900049,16.0,151,Ecole primaire,,12500,PU,17/12/1968,31/08/1987,6,Aveyron
0120291B,21120096900056,16.0,151,Ecole primaire Magrin Calmont d'Olt,,12500,PU,17/12/1968,31/08/1985,6,Aveyron
0120292C,,16.0,151,Ecole primaire,,12500,PU,17/12/1968,31/08/1982,6,Aveyron
0120293D,21120097700026,16.0,151,Ecole primaire,,12140,PU,17/12/1968,31/08/2000,6,Aveyron
0120296G,,16.0,151,Ecole primaire,,12190,PU,01/09/1983,31/08/1985,6,Aveyron
0120301M,21120100900050,16.0,151,Ecole élémentaire publique Marie Curie,5 avenue de Cransac,12300,PU,17/12/1968,,6,Aveyron
0120302N,21120100900043,16.0,101,Ecole maternelle publique Jean Zay,7 avenue de Cransac,12300,PU,17/12/1968,,6,Aveyron
0120303P,21120100900068,16.0,151,Ecole élémentaire publique La Bessenoits,,12300,PU,17/12/1968,,6,Aveyron
0120304R,21120101700020,16.0,151,Ecole primaire publique Le Bourg,Route Planque,12300,PU,17/12/1968,,6,Aveyron
0120305S,21120101700038,16.0,101,Ecole maternelle publique Agnac,,12300,PU,17/12/1968,,6,Aveyron
0120306T,21120102500023,16.0,151,Ecole élémentaire publique Marcel Pagnol,Rue du 11 Novembre,12450,PU,17/12/1968,,6,Aveyron
0120310X,21120103300027,16.0,151,Ecole primaire La Capelle,,12140,PU,17/12/1968,31/08/1990,6,Aveyron
0120311Y,21120104100020,16.0,151,Ecole primaire publique,,12260,PU,17/12/1968,,6,Aveyron
0120316D,21120106600027,16.0,151,Ecole primaire publique Léo d'Orfer,,12340,PU,17/12/1968,,6,Aveyron
0120317E,21120106600035,16.0,151,Ecole primaire,,12340,PU,17/12/1968,31/08/1991,6,Aveyron
0120318F,21120107400021,16.0,151,Ecole élémentaire publique,,12310,PU,17/12/1968,,6,Aveyron
0120319G,21120108200024,16.0,151,Ecole primaire publique,,12220,PU,17/12/1968,,6,Aveyron
0120320H,,16.0,151,Ecole primaire,,12360,PU,17/12/1968,31/08/1983,6,Aveyron
0120321J,21120066200032,16.0,151,Ecole primaire publique Bruéjouls,LES PRADES,12330,PU,16/12/1968,,6,Aveyron
0120323L,21120068800029,16.0,151,Ecole primaire,,12240,PU,16/12/1968,31/08/1995,6,Aveyron
0120324M,21120068800037,16.0,151,Ecole primaire,COMBROUZE,12240,PU,16/12/1968,31/08/1988,6,Aveyron
0120325N,21120068800045,16.0,151,Ecole primaire Limayrac,,12240,PU,16/12/1968,31/08/1993,6,Aveyron
0120330U,21120071200027,16.0,151,Ecole primaire publique,,12350,PU,16/12/1968,,6,Aveyron
0120335Z,21120074600025,16.0,151,Ecole élémentaire publique,,12470,PU,16/12/1968,31/08/2015,6,Aveyron
0120336A,21120074600033,16.0,151,Ecole primaire,,12470,PU,16/12/1968,31/08/1991,6,Aveyron
0120337B,21120075300021,16.0,151,Ecole primaire,,12170,PU,16/12/1968,31/08/1990,6,Aveyron
0120338C,21120076100024,16.0,151,Ecole primaire publique Prosper Mérimée,Rue GONZAGUE FLORENS,12320,PU,16/12/1968,31/08/2017,6,Aveyron
0120341F,21120077900026,16.0,151,Ecole élémentaire publique,,12540,PU,16/12/1968,,6,Aveyron
0120343H,21120078700029,16.0,151,Ecole primaire,,12400,PU,16/12/1968,31/08/2000,6,Aveyron
0120344J,21120079500022,16.0,151,Ecole primaire,,12190,PU,16/12/1968,31/08/1990,6,Aveyron
0120345K,21120079500030,16.0,151,Ecole primaire publique Le Causse,13 impasse de l'école,12190,PU,16/12/1968,,6,Aveyron
0120346L,,16.0,151,Ecole primaire,LE MONASTERE,12190,PU,16/12/1968,31/08/1980,6,Aveyron
0120347M,,16.0,151,Ecole primaire,NADAILHAC,12190,PU,16/12/1968,31/08/1982,6,Aveyron
0120348N,21120080300024,16.0,151,Ecole primaire,,12550,PU,16/12/1968,31/08/2000,6,Aveyron
0120349P,21120083700055,16.0,151,Ecole élémentaire publique Emile Zola,2 quartier la Pélonie,12110,PU,16/12/1968,,6,Aveyron
0120350R,21120083700089,16.0,101,Ecole maternelle publique Jacques Prévert,2 quartier la Pélonie,12110,PU,16/12/1968,,6,Aveyron
0120351S,21120081100027,16.0,151,Ecole primaire,,12310,PU,16/12/1968,31/08/1989,6,Aveyron
0120352T,21120082900029,16.0,101,Ecole maternelle publique La Blaquèrerie,,12230,PU,16/12/1968,,6,Aveyron
0120353U,21120084500025,16.0,151,Ecole primaire publique Les Cascades,Avenue des Cascades,12100,PU,16/12/1968,,6,Aveyron
0120354V,,16.0,151,Ecole primaire,14 AVENUE DES COMTES D ARMAGNAC,12100,PU,16/12/1968,14/09/1979,6,Aveyron
0120355W,21120085200021,16.0,151,Ecole primaire,,12800,PU,16/12/1968,31/08/1999,6,Aveyron
0120356X,21120085200039,16.0,151,Ecole primaire,LESPINASSOLE,12800,PU,16/12/1968,31/08/1984,6,Aveyron
0120357Y,21120086000024,16.0,151,Ecole primaire publique,,12640,PU,16/12/1968,,6,Aveyron
0120358Z,21120087800026,16.0,151,Ecole primaire publique Cruéjouls,Rue Saint-Laurent,12310,PU,17/12/1968,,6,Aveyron
0120359A,21120088600029,16.0,151,Ecole primaire publique,,12210,PU,17/12/1968,31/08/2018,6,Aveyron
0120362D,21120089400106,16.0,101,Ecole maternelle pubique Jean Moulin,10 rue Jean Moulin,12300,PU,17/12/1968,,6,Aveyron
0120364F,21120089400023,16.0,101,Ecole maternelle La Montagne,RUE DE LA BARTASSE,12300,PU,17/12/1968,31/08/1992,6,Aveyron
0120365G,21120089400049,16.0,101,Ecole maternelle,QUARTIER LES COMBETTES,12300,PU,17/12/1968,31/08/1991,6,Aveyron
0120368K,21120089400056,16.0,101,Ecole maternelle,,12300,PU,17/12/1968,31/08/1986,6,Aveyron
0120371N,21120110800027,16.0,151,Ecole primaire,,12140,PU,18/12/1968,31/08/2002,6,Aveyron
0120372P,21120111600020,16.0,151,Ecole primaire publique,,12390,PU,18/12/1968,,6,Aveyron
0120374S,,16.0,151,Ecole primaire,,12420,PU,18/12/1968,14/09/1979,6,Aveyron
0120375T,21120112400024,16.0,151,Ecole primaire,,12420,PU,18/12/1968,31/08/1989,6,Aveyron
0120378W,21120114000038,16.0,151,Ecole primaire publique Grand-Vabre,,12320,PU,18/12/1968,,6,Aveyron
0120379X,21120114000020,16.0,151,Ecole primaire,,12320,PU,18/12/1968,31/08/1989,6,Aveyron
0120380Y,,16.0,151,Ecole primaire,LA VINZELLE,12320,PU,18/12/1968,31/08/1979,6,Aveyron
0120381Z,21120115700024,16.0,151,Ecole élémentaire publique,Rue des Ecoles,12230,PU,18/12/1968,,6,Aveyron
0120384C,,16.0,151,Ecole primaire,COCURAL,12460,PU,18/12/1968,17/09/1980,6,Aveyron
0120385D,21120117300021,16.0,151,Ecole primaire publique Jean Alazard,,12210,PU,18/12/1968,,6,Aveyron
0120386E,21120118100024,16.0,151,Ecole primaire publique,Route Murols,12600,PU,18/12/1968,,6,Aveyron
0120387F,,16.0,151,Ecole primaire,LACROIX BARREZ,12600,PU,18/12/1968,31/08/1979,6,Aveyron
0120388G,21120118100032,16.0,151,Ecole primaire,BARS,12600,PU,18/12/1968,31/08/1985,6,Aveyron
0120391K,21120119900034,16.0,151,Ecole primaire publique Michel Molhérat,1 PLACE DU COUVENT,12210,PU,18/12/1968,,6,Aveyron
0120392L,,16.0,151,Ecole primaire,,12210,PU,18/12/1968,31/08/1979,6,Aveyron
0120393M,21120119900042,16.0,151,Ecole primaire,,12210,PU,18/12/1968,31/08/1986,6,Aveyron
0120394N,,16.0,151,Ecole primaire,,12210,PU,18/12/1968,31/08/1980,6,Aveyron
0120397S,21120120700035,16.0,151,Ecole primaire Douzoumayroux,,12310,PU,18/12/1968,31/08/1990,6,Aveyron
0120398T,21120121500020,16.0,151,Ecole primaire publique,145 rue des Coquelicots,12350,PU,18/12/1968,,6,Aveyron
0120399U,,16.0,151,Ecole primaire,,12230,PU,18/12/1968,18/09/1983,6,Aveyron
0120402X,21120124900029,16.0,151,Ecole primaire publique Les Petits Tambourniers,,12500,PU,18/12/1968,,6,Aveyron
0120405A,21120125600024,16.0,151,Ecole primaire publique Laclaparède,,12380,PU,18/12/1968,,6,Aveyron
0120407C,21120126400028,16.0,151,Ecole élémentaire publique Lavernhe,,12150,PU,18/12/1968,,6,Aveyron
0120408D,21120127200021,16.0,151,Ecole primaire publique,Chemin du Mercadel,12170,PU,18/12/1968,,6,Aveyron
0120410F,,16.0,151,Ecole primaire,CATHIERES,12170,PU,18/12/1968,31/08/1980,6,Aveyron
0120411G,21120127200039,16.0,151,Ecole elementaire  Falguieres,,12170,PU,18/12/1968,31/08/2007,6,Aveyron
0120413J,21120128000024,16.0,151,Ecole élémentaire publique,,12440,PU,18/12/1968,31/08/2018,6,Aveyron
0120415L,21120129800026,16.0,151,Ecole primaire publique des Quatre Vents,24 avenue L'estrada Albigesa,12430,PU,18/12/1968,,6,Aveyron
0120416M,21120129800034,16.0,151,Ecole primaire,SAUGANE,12430,PU,18/12/1968,31/08/1987,6,Aveyron
0120417N,21120130600027,16.0,151,Ecole primaire publique Prosper Alfaric,Cité Gai Soleil,12300,PU,18/12/1968,,6,Aveyron
0120418P,21120130600035,16.0,101,Ecole maternelle Prosper Alfaric,CITE GAI SOLEIL,12300,PU,18/12/1968,31/08/1992,6,Aveyron
0120419R,,16.0,151,Ecole primaire,LAROQUE-BOUILLAC,12300,PU,18/12/1968,18/09/1983,6,Aveyron
0120420S,21120131400021,16.0,151,Ecole primaire publique Lioujas,,12740,PU,18/12/1968,,6,Aveyron
0120421T,21120133000043,16.0,151,Ecole primaire,,12450,PU,18/12/1968,31/08/1984,6,Aveyron
0120422U,21120133000050,16.0,151,Ecole primaire,,12450,PU,18/12/1968,31/08/1984,6,Aveyron
0120423V,21120147000021,16.0,151,Ecole élémentaire publique Cénomes,,12360,PU,19/12/1968,,6,Aveyron
0120425X,21120133000035,16.0,151,Ecole primaire publique Jacques Prévert,BOURG,12450,PU,18/12/1968,,6,Aveyron
0120428A,21120134800029,16.0,151,Ecole primaire publique,,12220,PU,18/12/1968,31/08/2017,6,Aveyron
0120429B,21120135500024,16.0,151,Ecole primaire publique,,12270,PU,18/12/1968,,6,Aveyron
0120432E,21120136300028,16.0,151,Ecole primaire publique,,12350,PU,18/12/1968,,6,Aveyron
0120433F,21120136300036,16.0,151,Ecole primaire,,12350,PU,18/12/1968,31/08/1992,6,Aveyron
0120434G,21120136300044,16.0,151,Ecole primaire Le Mauron,,12350,PU,18/12/1968,31/08/1990,6,Aveyron
