code_ogr;libelle_appellation_long;libelle_appellation_court;code_rome;transition_eco;transition_num;transition_demo;emploi_reglemente;emploi_cadre;classification;origine
10429;Agent / Agente de cure thermale;Agent / Agente de cure thermale;D1203;;;;;;SYNONYME;
10430;Agent / Agente de débit de matériaux;Agent / Agente de débit de matériaux;H2905;;;;;;SYNONYME;
10431;Agent / Agente de déchets urbains et industriels;Agent / Agente de déchets urbains et industriels;K2303;Emploi Vert;;;;;SYNONYME;
10432;Agent / Agente de déchetterie;Agent / Agente de déchetterie;K2303;Emploi Vert;;;;;SYNONYME;
10433;Agent / Agente de décontamination en Nucléaire, Radiologique, Bactériologique, Chimique -NRBC-;Agent/Agente de décontamination en Nucléaire, Radio -NRBC-;I1503;Emploi Vert;;;;;SYNONYME;
10434;Agent / Agente de découpage de matériaux;Agent / Agente de découpage de matériaux;H2905;;;;;;SYNONYME;
10435;Agent / Agente de démarque;Agent / Agente de démarque;K2503;;;;;;SYNONYME;
10436;Agent / Agente de désinsectisation;Agent / Agente de désinsectisation;K2305;;;;;;PRINCIPALE;
10437;Agent / Agente de desserte du réseau ferré;Agent / Agente de desserte du réseau ferré;N4403;;;;;;SYNONYME;
10438;Agent / Agente de destruction d'insectes;Agent / Agente de destruction d'insectes;K2305;;;;;;SYNONYME;
10439;Agent / Agente de développement d'habitat social;Agent / Agente de développement d'habitat social;K1802;;;;;;SYNONYME;
10440;Agent / Agente de développement économique;Agent / Agente de développement économique;K1802;;;;;;SYNONYME;
10441;Agent / Agente de développement local;Agent / Agente de développement local;K1802;;;;;;SYNONYME;
10442;Agent / Agente de développement rural;Agent / Agente de développement rural;K1802;;;;;;SYNONYME;
10443;Agent / Agente de développement social urbain;Agent / Agente de développement social urbain;K1802;;;;;;SYNONYME;
10444;Agent / Agente de diagnostic et d'intervention en machinisme agricole;Agent(e) diagnostic et intervention en machinisme agricole;I1603;;;;;;SYNONYME;
10445;Agent / Agente de fabrication de composants électroniques;Agent / Agente de fabrication de composants électroniques;H2603;;;;;;SYNONYME;
10446;Agent / Agente de fabrication de l'industrie du béton;Agent / Agente de fabrication de l'industrie du béton;F1706;;;;;;SYNONYME;
10447;Agent / Agente de fabrication de matériels électriques et électroniques;Agent(e) de fabrication de matériels électri et électro;H2604;;;;;;SYNONYME;
10448;Agent / Agente de fabrication de production alimentaire;Agent / Agente de fabrication de production alimentaire;H2102;;;;;;SYNONYME;
10449;Agent / Agente de fabrication des industries de l'habillement et autres fabrications à base d'étoffes;Agent(e) de fabrication des industries de l'habillement;H2402;;;;;;SYNONYME;
10450;Agent / Agente de fabrication en fonderie de moulage en sable;Agent/Agente de fabrication en fonderie de moulage en sable;H2910;;;;;;SYNONYME;
10451;Agent / Agente de fabrication en montage-assemblage mécanique;Agent/Agente de fabrication en montage-assemblage mécanique;H2909;;;;;;SYNONYME;
10452;Agent / Agente de fabrication en production/transformation du verre;Agent(e) de fabrication en prod/transformation du verre;H2801;;;;;;SYNONYME;
10453;Agent de fabrication polyvalent / Agente de fabrication polyvalente en industrie;Agent(e) de fabrication polyvalent(e) en industrie;H3302;;;;;;SYNONYME;
10454;Agent de fabrication-deviseur / Agente de fabrication-deviseuse en industrie graphique;Agent(e) de fabrication-deviseur(se) en industrie graphique;E1308;;;;;;SYNONYME;
10455;Agent / Agente de facilitation de la vie sociale;Agent / Agente de facilitation de la vie sociale;K1204;;;;;;SYNONYME;
10456;Agent / Agente de finissage couleurs et effets cuirs et peaux;Agent/Agente de finissage couleurs et effets cuirs et peaux;H1201;;;;;;SYNONYME;
10457;Agent / Agente de finition cuirs et peaux;Agent / Agente de finition cuirs et peaux;H2407;;;;;;SYNONYME;
10458;Agent / Agente de finition main et de conditionnement;Agent / Agente de finition main et de conditionnement;H3302;;;;;;SYNONYME;
10459;Agent / Agente de formalités funéraires;Agent / Agente de formalités funéraires;K2602;;;;;;SYNONYME;
10460;Agent / Agente de fret aérien;Agent / Agente de fret aérien;N1202;;;;;;SYNONYME;
10461;Agent / Agente de funérarium;Agent / Agente de funérarium;K2601;;;;;;SYNONYME;
10462;Agent / Agente de gestion APL;Agent / Agente de gestion APL;C1502;;;;;;SYNONYME;
10463;Agent / Agente de gestion comptable;Agent / Agente de gestion comptable;M1203;;;;;;SYNONYME;
10464;Agent / Agente de gestion locative en immobilier;Agent / Agente de gestion locative en immobilier;C1502;;;;;;SYNONYME;
10465;Agent / Agente de handling;Agent / Agente de handling;N2203;;;;;;SYNONYME;
10466;Agent / Agente de la surveillance spécialisée de la commune;Agent / Agente de la surveillance spécialisée de la commune;K1707;;;;;;SYNONYME;
10467;Agent / Agente de laboratoire d'analyse industrielle;Agent / Agente de laboratoire d'analyse industrielle;H1503;;;;;;SYNONYME;
10468;Agent / Agente de laboratoire de recherche industrielle;Agent / Agente de laboratoire de recherche industrielle;H1210;Emploi stratégique pour la Transition écologique;O;O;;;SYNONYME;
10469;Agent / Agente de laboratoire en métallurgie;Agent / Agente de laboratoire en métallurgie;H1506;;;;;;SYNONYME;
10470;Agent / Agente de lancement en industrie;Agent / Agente de lancement en industrie;H1403;;;;;;SYNONYME;
10471;Agent / Agente de lancement-planification en industrie;Agent / Agente de lancement-planification en industrie;H1403;;;;;;SYNONYME;
10472;Agent / Agente de liaison courrier;Agent / Agente de liaison courrier;M1603;;;;;;SYNONYME;
10473;Agent / Agente de liaison externe;Agent / Agente de liaison externe;M1603;;;;;;SYNONYME;
10474;Agent / Agente de liaison interne;Agent / Agente de liaison interne;M1603;;;;;;SYNONYME;
10475;Agent / Agente de lignes téléphoniques;Agent / Agente de lignes téléphoniques;F1605;;O;;;;SYNONYME;
10476;Agent / Agente de location immobilière;Agent / Agente de location immobilière;C1504;;;;;;SYNONYME;
10477;Agent / Agente de logistique nucléaire;Agent / Agente de logistique nucléaire;I1503;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10478;Agent / Agente de lutte contre les pollutions visuelles;Agent / Agente de lutte contre les pollutions visuelles;K2303;Emploi Vert;;;;;SYNONYME;
10479;Agent / Agente de magasinage;Agent / Agente de magasinage;N1103;;;;;;SYNONYME;
10480;Agent / Agente de maintenance automaticien / automaticienne;Agent / Agente de maintenance automaticien / automaticienne;I1302;;;;;;SYNONYME;
10481;Agent / Agente de maintenance d'appareils de distribution;Agent / Agente de maintenance d'appareils de distribution;I1303;;;;;;SYNONYME;
10482;Agent / Agente de maintenance d'ascenseurs;Agent / Agente de maintenance d'ascenseurs;I1301;;;;;;SYNONYME;
10483;Agent / Agente de maintenance de distributeurs automatiques;Agent / Agente de maintenance de distributeurs automatiques;I1303;;;;;;SYNONYME;
10484;Agent / Agente de maintenance de machines de bureau;Agent / Agente de maintenance de machines de bureau;I1401;;;;;;SYNONYME;
10485;Agent / Agente de maintenance de matériels de manutention;Agent / Agente de maintenance de matériels de manutention;I1603;;;;;;SYNONYME;
10486;Agent / Agente de maintenance de matériels de reprographie;Agent / Agente de maintenance de matériels de reprographie;I1401;;O;;;;SYNONYME;
10487;Agent / Agente de maintenance de mobilier publicitaire;Agent / Agente de maintenance de mobilier publicitaire;I1201;;;;;;SYNONYME;
10488;Agent / Agente de maintenance de remontées mécaniques;Agent / Agente de maintenance de remontées mécaniques;I1301;;;;;;SYNONYME;
10489;Agent / Agente de maintenance des bâtiments;Agent / Agente de maintenance des bâtiments;I1203;;;;;;SYNONYME;
10490;Agent / Agente de maintenance en bureautique;Agent / Agente de maintenance en bureautique;I1401;;O;;;;SYNONYME;
10491;Agent / Agente de maintenance en climatisation;Agent / Agente de maintenance en climatisation;I1306;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10492;Agent / Agente de maintenance en conditionnement d'air;Agent / Agente de maintenance en conditionnement d'air;I1306;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10493;Agent / Agente de maintenance en électricité et automatisme industriel;Agent(e) de maintenance électricité et automatisme ind;I1302;;;;;;SYNONYME;
10494;Agent / Agente de maintenance en électronique;Agent / Agente de maintenance en électronique;I1305;;;;;;SYNONYME;
10495;Agent / Agente de maintenance en équipements automatisés;Agent / Agente de maintenance en équipements automatisés;I1302;;;;;;SYNONYME;
10496;Agent / Agente de maintenance en génie climatique;Agent / Agente de maintenance en génie climatique;I1306;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10497;Agent / Agente de maintenance en informatique;Agent / Agente de maintenance en informatique;I1401;;O;;;;SYNONYME;
10498;Agent / Agente de maintenance en mécanique navale;Agent / Agente de maintenance en mécanique navale;I1605;;;;;;SYNONYME;
10499;Agent / Agente de maintenance en monétique;Agent / Agente de maintenance en monétique;I1303;;;;;;SYNONYME;
10500;Agent / Agente de maintenance en systèmes d'alarme et de sécurité;Agent(e) de maintenance en systèmes d'alarme et de sécurité;I1307;;;;;;SYNONYME;
10501;Agent / Agente de maintenance industrielle;Agent / Agente de maintenance industrielle;I1304;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10502;Agent / Agente de maintenance -SAV- de distributeurs automatiques;Agent/Agente maintenance -SAV- de distributeurs automatiques;I1303;;;;;;SYNONYME;
10503;Agent / Agente de maintenance sur systèmes automatisés;Agent / Agente de maintenance sur systèmes automatisés;I1302;;;;;;SYNONYME;
10504;Agent / Agente de maintenance sur systèmes d'impression et de reprographie;Agent(e) maintenance systèmes impression et reprographie;I1401;;O;;;;SYNONYME;
10505;Agent / Agente de maintenance sur télécopieurs;Agent / Agente de maintenance sur télécopieurs;I1401;;;;;;SYNONYME;
10506;Agent / Agente de maîtrise d'atelier de maintenance industrielle;Agent(e) de maîtrise d'atelier de maintenance industrielle;I1304;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10507;Agent / Agente de maîtrise de fabrication de matériels électriques;Agent(e) de maîtrise de fabrication de matériels électriques;H2501;;;;;;SYNONYME;
10508;Agent / Agente de maîtrise de fabrication de matériels électroniques;Agent(e) maîtrise de fabrication de matériels électroniques;H2501;;;;;;SYNONYME;
10509;Agent / Agente de maîtrise de laboratoire d'analyse industrielle;Agent(e) de maîtrise de laboratoire d'analyse industrielle;H1501;;;;;;SYNONYME;
10510;Agent / Agente de maîtrise de maintenance industrielle;Agent / Agente de maîtrise de maintenance industrielle;I1304;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10512;Agent / Agente de maîtrise de scierie;Agent / Agente de maîtrise de scierie;H2204;;;;;;SYNONYME;
10513;Agent / Agente de maîtrise d'entretien en électromécanique;Agent / Agente de maîtrise d'entretien en électromécanique;I1304;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
10514;Agent / Agente de maîtrise d'exploitation forestière;Agent / Agente de maîtrise d'exploitation forestière;A1205;;;;;;SYNONYME;
10515;Agent / Agente de maîtrise en ameublement;Agent / Agente de maîtrise en ameublement;H2204;;;;;;SYNONYME;
10516;Agent / Agente de maîtrise en industrie graphique;Agent / Agente de maîtrise en industrie graphique;E1303;;;;;;SYNONYME;
10517;Agent / Agente de maîtrise en menuiserie;Agent / Agente de maîtrise en menuiserie;H2204;;;;;;SYNONYME;
10518;Agent / Agente de maîtrise en tôlerie-carrosserie;Agent / Agente de maîtrise en tôlerie-carrosserie;I1606;;;;;;SYNONYME;
10519;Agent / Agente de maîtrise en industrie du bois;Agent / Agente de maîtrise en industrie du bois;H2204;;;;;;SYNONYME;
10520;Agent / Agente de mannequin;Agent / Agente de mannequin;L1303;;;;;;SYNONYME;
10521;Agent / Agente de manœuvre du réseau ferré;Agent / Agente de manœuvre du réseau ferré;N4403;;;;;;SYNONYME;
10522;Agent / Agente de manœuvre et de conduite d'engins lourds de manutention;Agent(e) manœuvre, conduite d'engins lourds de manutention;N1104;;;;;;SYNONYME;
10523;Agent / Agente de manutention de charges lourdes;Agent / Agente de manutention de charges lourdes;N1105;;;;;;SYNONYME;
10524;Agent / Agente de médiation dans les services publics;Agent / Agente de médiation dans les services publics;K1204;;;;;;SYNONYME;
10525;Agent / Agente de médiation dans l'espace public;Agent / Agente de médiation dans l'espace public;K1204;;;;;;SYNONYME;
10526;Agent / Agente de médiation et de la vie sociale;Agent / Agente de médiation et de la vie sociale;K1204;;;;;;SYNONYME;
10527;Agent / Agente de médiation et de sécurité;Agent / Agente de médiation et de sécurité;K1204;;;;;;SYNONYME;
10528;Agent / Agente de middle-office;Agent / Agente de middle-office;C1302;;;;;;SYNONYME;
10529;Agent / Agente de mise en fourrière animale;Agent / Agente de mise en fourrière animale;K2305;;;;;;SYNONYME;
10530;Agent / Agente de mise sous plis;Agent / Agente de mise sous plis;E1304;;;;;;SYNONYME;
10531;Agent / Agente de montage en ameublement;Agent / Agente de montage en ameublement;H2201;;;;;;SYNONYME;
10532;Agent / Agente de montage en ascenseurs;Agent / Agente de montage en ascenseurs;I1301;;;;;;SYNONYME;
10533;Agent / Agente de montage mécanique;Agent / Agente de montage mécanique;H2909;;;;;;SYNONYME;
10534;Agent / Agente de montage d'ouvrages en bois;Agent / Agente de montage d'ouvrages en bois;H2201;;;;;;SYNONYME;
10535;Agent / Agente de montage-assemblage mécanique;Agent / Agente de montage-assemblage mécanique;H2909;;;;;;SYNONYME;
10536;Agent / Agente de nettoiement d'espace urbain;Agent / Agente de nettoiement d'espace urbain;K2303;Emploi Vert;;;;;SYNONYME;
10537;Agent / Agente de nettoyage industriel;Agent / Agente de nettoyage industriel;K2204;;;;;;SYNONYME;
10538;Agent / Agente de parachèvement industriel;Agent / Agente de parachèvement industriel;H3401;;;;;;SYNONYME;
10539;Agent / Agente de passage escale aéroportuaire;Agent / Agente de passage escale aéroportuaire;N2201;;;;;;SYNONYME;
10540;Agent / Agente de pays;Agent / Agente de pays;K1802;;;;;;SYNONYME;
10541;Agent / Agente de peuplement;Agent / Agente de peuplement;C1502;;;;;;SYNONYME;
10542;Agent / Agente de piste aéroportuaire;Agent / Agente de piste aéroportuaire;N2203;;;;;;SYNONYME;
10543;Agent / Agente de piste d'aéronautique ou de pont d'envol de l'armée;Agent(e) piste d'aéronautique ou de pont d'envol de l'armée;N2203;;;;;;SYNONYME;
10544;Agent / Agente de planification en industrie;Agent / Agente de planification en industrie;H1403;;;;;;SYNONYME;
10545;Agent / Agente de planification en industrie du bois;Agent / Agente de planification en industrie du bois;H2209;;;;;;SYNONYME;
10546;Agent / Agente de planning informatique;Agent / Agente de planning informatique;M1810;;O;;;;SYNONYME;
10547;Agent / Agente de planning transport routier de personnes;Agent / Agente de planning transport routier de personnes;N4204;;;;;;SYNONYME;
10548;Agent / Agente de plates-formes en électromécanique;Agent / Agente de plates-formes en électromécanique;H1504;;;;;;SYNONYME;
10549;Agent / Agente de police municipale;Agent / Agente de police municipale;K1707;;;;;;SYNONYME;
10550;Agent / Agente de précontrainte de l'industrie du béton;Agent / Agente de précontrainte de l'industrie du béton;F1706;;;;;;SYNONYME;
10551;Agent / Agente de préfabrication de l'industrie du béton;Agent / Agente de préfabrication de l'industrie du béton;F1706;;;;;;SYNONYME;
10552;Agent / Agente de préparation de la production;Agent / Agente de préparation de la production;H1404;;;;;;SYNONYME;
10553;Agent / Agente de préparation en industrie;Agent / Agente de préparation en industrie;H1403;;;;;;SYNONYME;
10554;Agent / Agente de prévention et de médiation sociale;Agent / Agente de prévention et de médiation sociale;K1204;;;;;;SYNONYME;
10555;Agent / Agente de prévention et de proximité;Agent / Agente de prévention et de proximité;K1204;;;;;;SYNONYME;
10556;Agent / Agente de prévention et de sécurité;Agent / Agente de prévention et de sécurité;K2503;;;;;;SYNONYME;
10557;Agent / Agente de prévention et de sécurité privée;Agent / Agente de prévention et de sécurité privée;K2503;;;;;;SYNONYME;
10558;Agent / Agente de production de composants électroniques;Agent / Agente de production de composants électroniques;H2603;;;;;;SYNONYME;
10559;Agent / Agente de production de matériels électriques;Agent / Agente de production de matériels électriques;H2604;;;;;;SYNONYME;
10560;Agent / Agente de production de matériels électroniques;Agent / Agente de production de matériels électroniques;H2604;;;;;;SYNONYME;
