MEF,FORMATION_DIPLOME,MEF_STAT_11
2412421222,50024212,23220024212
2412541221,50025412,23210025412
2412541222,50025412,23220025412
2422541233,50025412,23330025412
2412330921,50023309,23210023309
2412330922,50023309,23220023309
2412331021,50023310,23210023310
2412331022,50023310,23220023310
2412540122,50025401,23220025401
2412230121,50022301,23210022301
2412230122,50022301,23220022301
2412231821,50022318,23210022318
2412231822,50022318,23220022318
2422231833,50022318,23330022318
2412231921,50022319,23210022319
2412231922,50022319,23220022319
2422231933,50022319,23330022319
2412232021,50022320,23210022320
3113130222,32031302,32221031302
2422232033,50022320,23330022320
2412232121,50022321,23210022321
2412232122,50022321,23220022321
2412232221,50022322,23210022322
2412232222,50022322,23220022322
2422232233,50022322,23330022322
2412230221,50022302,23210022302
2412230222,50022302,23220022302
2422230233,50022302,23330022302
2412230321,50022303,23210022303
2412230322,50022303,23220022303
2422230333,50022303,23330022303
2412230421,50022304,23210022304
2412230422,50022304,23220022304
2422230433,50022304,23330022304
2412232321,50022323,23210022323
2412232322,50022323,23220022323
2413120921,50031209,23210031209
2413120922,50031209,23220031209
2413121021,50031210,23210031210
2413121022,50031210,23220031210
3113240221,32032402,32211032402
1011002411,67010024,21120010024
3113240321,32032403,32211032403
3113240322,32032403,32221032403
2021100911,47011009,22131811009
3113240421,32032404,32211032404
3113240422,32032404,32221032404
3113240621,32032406,32211032406
3113140121,32031401,32211031401
3113140122,32031401,32221031401
3113140321,32031403,32211031403
3113140322,32031403,32221031403
3113130121,32031301,32211031301
3113130122,32031301,32221031301
3113140521,32031405,32211031405
3113130221,32031302,32211031302
3113260122,32032601,32221032601
3113260221,32032602,32211032602
2322270111,42022701,22124222701
2322300311,42023003,22124223003
2322510111,42025101,22124225101
2322300411,42023004,22124223004
2323110111,42031101,22124231101
2323200111,42032001,22124232001
2323340411,42033404,22124233404
2323340511,42033405,22124233405
2323340611,42033406,22124233406
2322420711,42024207,22124224207
2322420811,42024208,22124224208
2322420911,42024209,22124224209
